"","time","X_RIGHT_INDEX","Y_RIGHT_INDEX","Z_RIGHT_INDEX","env","speed","vertical_velocity","acceleration","jerk","gesture_ID","gesture_type"
"2",10,0.182658987939629,-0.0146533247788974,-0.278276355553328,0,29.2329330956819,-0.00274910157116608,-5.76398163829125,-0.907841531197536,NA,NA
"3",20,0.247194382452857,-0.025564277832981,-0.370950117123875,0,5.77216724909365,-0.00515832784482541,-10.1624141807321,-0.814288763010828,NA,NA
"4",30,0.230039919004218,-0.0290072215144585,-0.338659895193504,0,4.95932262697011,-0.00238933675552051,-6.63988941813935,1.53454569891618,NA,NA
"6",40,0.217180379825458,-0.0239144768078742,-0.31865907712463,0,2.70954416558318,0.00389782632143875,-2.249014623839,2.87792215327195,NA,NA
"7",50,0.213240936831354,-0.0142410724486786,-0.316912943666863,0,1.84963157862569,0.00926300847761476,-1.01518200347386,1.95569400743055,NA,NA
"8",60,0.203149754477683,-0.002049971246431,-0.305636502469441,0,2.00221841527515,0.0150993069946036,-0.0538268051899148,1.03668668988757,NA,NA
"10",70,0.196939505455947,0.021456470500047,-0.297252477020997,0,2.70448834555948,0.0241054325212969,0.501862911279029,0.603480822166934,NA,NA
"11",80,0.197752798701623,0.0581799061755147,-0.294752212566174,0,3.46198613223638,0.0336642131097889,0.714122953572368,0.314421528309323,NA,NA
"12",90,0.201110106230297,0.0975383914745691,-0.292970958014813,0,4.17309552474806,0.0413727078684616,0.846015267129755,0.188130093131776,NA,NA
"13",100,0.198493316116512,0.144819049964209,-0.29006415374792,0.00508526743474771,5.2845863138732,0.0521778959505263,1.08172118187007,0.107420667075732,NA,NA
"14",110,0.183527748626483,0.215781634845346,-0.286327968669366,0.00475430776467221,6.88107205578592,0.0672642560286621,1.08969253392709,-0.176315711447058,NA,NA
"15",120,0.161574191641713,0.303052082430618,-0.282476766551238,0.00446680774184855,7.63787438723297,0.0740556405099096,0.312251193080725,-0.66070578833918,NA,NA
"16",130,0.14517133781482,0.372856995038921,-0.27768259725947,0.00421087895559222,6.25761144509712,0.0595084176540875,-1.00276625813695,-0.900128326563652,NA,NA
"18",140,0.141939925996278,0.398101832599831,-0.269573303348598,0.00397937825033965,3.73568125298596,0.0292064862113268,-1.74245603867782,-0.528374546504617,NA,NA
"19",150,0.148349299640835,0.391286034701455,-0.257271278483825,0.00376732896516829,2.18446956122816,0.00264678783934098,-1.35795049787503,0.174757000756243,NA,NA
"20",160,0.155858223001132,0.378840632617224,-0.246187161857908,0.00357123274955075,1.91641463234641,-0.0111457319491417,-0.458471220089252,0.620994998561552,NA,NA
"22",170,0.160550692895844,0.360991641878637,-0.247666536721077,0.0033891647917024,2.33347691894592,-0.019378643243054,0.258069055973763,0.602103601400614,NA,NA
"23",180,0.163093183241794,0.331234680204869,-0.264741905328824,0.00321988842788938,3.15619387807519,-0.027180248035063,0.576018610356089,0.312541789556706,NA,NA
"24",190,0.165027672012153,0.297056366790374,-0.287149969066683,0.00306148049103651,3.75685971414938,-0.0318287338379079,0.492496023549998,0.00201724314544999,NA,NA
"25",200,0.167118542881248,0.264467709063164,-0.307364539954261,0.00291259620661189,3.86968470630046,-0.0326900909483111,0.222385270699711,-0.166209142003896,NA,NA
"26",210,0.16927612320606,0.232162240367824,-0.327579226643529,0.0027727001052303,3.85849752356584,-0.0325443970879095,0.0354701607210721,-0.171400865487044,NA,NA
"27",220,0.171445429095063,0.199357776994031,-0.349947828798182,0.0026419311788432,3.82831714131749,-0.0325927155089992,-0.0602017499541582,-0.116208219981765,NA,NA
"28",230,0.173443120426616,0.166814295927182,-0.367072353139566,0.00251952241439495,3.6423100404947,-0.0325437487908917,-0.137148773454677,-0.071778803942576,NA,NA
"30",240,0.174992589796938,0.134537639039333,-0.368648665395867,0.00240431792653067,3.44730035924894,-0.0325025107826189,-0.159749091253372,-0.0440628112493702,NA,NA
"31",250,0.17642806422292,0.101343136947183,-0.356981618679405,0.00229587122434533,3.38029014951073,-0.0321468214617606,-0.177832207339408,-0.0566189280984371,NA,NA
"32",260,0.177519903431891,0.0692530998800708,-0.344953717012217,0.00219410202525703,3.10566153273252,-0.0293667734965785,-0.316294168054341,-0.101874410532927,NA,NA
"34",270,0.176536077294751,0.045733030948205,-0.343208362504701,0.00209845154174466,2.47681502956568,-0.022754606823004,-0.477186938071333,-0.0930146269197956,NA,NA
"35",280,0.172565012416607,0.0330315458188635,-0.353348038068883,0.0020086546469916,1.94233979794527,-0.0152332182738513,-0.461375439661204,-0.00323434425666206,NA,NA
"36",290,0.167300329200876,0.0239544269642707,-0.368078084856949,0.00192411041619777,1.6920481775604,-0.0109907048302116,-0.330868380583887,0.0706981834971146,NA,NA
"37",300,0.163735595904461,0.0138998133144005,-0.378152199915799,0.00184471113615115,1.45379101959206,-0.0101609709433255,-0.256439549540967,0.0680881884965366,NA,NA
"38",310,0.163202117174164,0.00336779897107784,-0.380660620244241,0.00176989344868786,1.20221169156147,-0.0103660035359909,-0.234975268646352,0.0336407802798082,NA,NA
"39",320,0.164052740150096,-0.00771608020659356,-0.380029585892847,0.00169927206517587,1.01791911764311,-0.00974535978780417,-0.229378893804166,0.0121730238018863,NA,NA
"40",330,0.164358479391299,-0.016208088202476,-0.380214318382728,0.00163263360001227,0.733983502519555,-0.00665347906742724,-0.238781486301963,0.0191454325853956,NA,NA
"42",340,0.163849313741746,-0.0168599379961219,-0.380858294961039,0.00156975190678974,0.469911997373719,-0.00120721029337423,-0.17986173270121,0.0606324303761167,NA,NA
"43",350,0.162854891255869,-0.0112972246801588,-0.381168191218092,0.00151039120032676,0.489937236229808,0.00357288138735974,-0.0397654937644818,0.095407386989669,NA,NA
"44",360,0.161781832691611,-0.00498184268163255,-0.381740622371697,0.00145475493776303,0.599295819753766,0.0055607577681813,0.0506905602639686,0.0765852056512866,NA,NA
"46",370,0.161165104938378,0.000713159109098385,-0.383778668023222,0.00140267719690736,0.638167787527792,0.00570896732359947,0.0574593858904337,0.0337964564014537,NA,NA
"47",380,0.16060593022147,0.00614248270013433,-0.387955971180631,0.00135325000279143,0.683976463927895,0.00552306373975576,0.0607917642115106,0.0221558456291776,NA,NA
"48",390,0.15962199328998,0.0111171751491389,-0.393165931152571,0.00130559163693836,0.759108434819676,0.00596763465723526,0.106101584361089,0.0439220681902095,NA,NA
"50",400,0.160756909917065,0.0181499802152319,-0.396613711295977,0.00125908794782753,0.95007314448525,0.00804344519766477,0.193191227363927,0.0597030200482693,NA,NA
"51",410,0.166740445323468,0.030261665020763,-0.397768040097174,0.00121339745967104,1.29148399744972,0.0112616554931768,0.251539197494595,0.0318526998636956,NA,NA
"52",420,0.175420601567968,0.0455270352097131,-0.399008568203604,0.00116819173760241,1.5237786281385,0.0128308518630843,0.198168452775806,-0.0217169179027032,NA,NA
"53",430,0.182281900271012,0.0577472629763696,-0.396787506374647,0.00112398873047549,1.53183985275243,0.0104430514719764,0.120885724982325,-0.0318972292167873,NA,NA
"55",440,0.185121343968763,0.0623368550839812,-0.383677426527913,0.00108145001443116,1.66428361009258,0.00523421436892724,0.158405033291675,0.00580559133296659,NA,NA
"56",450,0.185169174690559,0.0611985968654595,-0.361550147666917,0.00104090369096577,2.00582225755145,0.000780836982610925,0.217315402389573,0.00611700324960156,NA,NA
"57",460,0.184820082351318,0.05941512057318,-0.338378181172323,0.00100205768559606,2.17955645811658,-0.00077264136412528,0.142068799883578,-0.0557627073314578,NA,NA
"59",470,0.184856288788476,0.0591766852682092,-0.317727923090598,0.000964868456001184,2.11713522877624,-0.000254312558533344,0.0016289426317207,-0.107611569196829,NA,NA
"60",480,0.184945668450053,0.0601023792174169,-0.297510912833629,0.000929317252215749,2.0435969412248,0.000618883274888091,-0.103970385947231,-0.12448903359565,NA,NA
"61",490,0.184994396585292,0.0614152187044504,-0.276079083746031,0.00089643706832413,1.8742851795856,0.00098867426389459,-0.251017445632241,-0.140550959603524,NA,NA
"63",500,0.185164442913857,0.0623626347731593,-0.260910959949157,0.000867064543324554,1.3237539998635,0.000750151974995188,-0.444325165092987,-0.12218042503158,NA,NA
"64",510,0.185594413065363,0.0624237422934913,-0.25900498597081,0.000840776159155143,0.675507544300905,0.000211805119601129,-0.479632414872049,-0.0140898449749613,NA,NA
"65",520,0.186183785917835,0.0618151140438613,-0.263446010846645,0.000816529106922847,0.406375103481227,0.000105262688924847,-0.293986104464918,0.118504159096969,NA,NA
"66",530,0.186619765741851,0.0622986085045895,-0.26637567525444,0.000793872098348557,0.389562387543688,0.00122151992814297,-0.0777284312153767,0.163638380322389,NA,NA
"68",540,0.186665376734414,0.0658847020399199,-0.26860215824012,0.000773087363328046,0.466420820700483,0.00339054648708906,0.0434803815131594,0.113944370475838,NA,NA
"69",550,0.18640379242422,0.0721333217259749,-0.27125497485247,0.000754138872393678,0.590196698666698,0.00517707654712474,0.0676902398688563,0.0339430584455792,NA,NA
"70",560,0.186125287164085,0.0783598982952531,-0.273882886932804,0.000735973434216692,0.606137633185388,0.00517295969443717,0.0140959294417458,-0.0239904822019339,NA,NA
"72",570,0.186043835847246,0.0819791236942845,-0.277184557583249,0.000717489302992559,0.512970025248998,0.003347387208147,-0.04632556754864,-0.028886356778337,NA,NA
"73",580,0.186181801377005,0.0822893612419375,-0.281004912919176,0.000698525177860948,0.433214299488903,0.00109057103171959,-0.0342450905693736,0.0185545052587068,NA,NA
"74",590,0.186403727431594,0.0811511417503811,-0.284536213876996,0.000679273467151787,0.469875998781383,0.00024337560115504,0.0662014364158706,0.0772115257291956,NA,NA
"75",600,0.186541631978666,0.0820736545223594,-0.29018726984083,0.000659978702640517,0.707608482415735,0.00165146834653076,0.204108350944574,0.0888727225209741,NA,NA
"76",610,0.186560082354769,0.0869831799081571,-0.300994501216417,0.000640551456759526,1.08647382716666,0.00416590262298055,0.258656208096612,0.0163265921332284,NA,NA
"77",620,0.186560319426091,0.0939033634735918,-0.314870087517443,0.000620921825827541,1.29603080511315,0.00556438623611217,0.122696307422375,-0.107354342837658,NA,NA
"78",630,0.186502675234185,0.0994107242211753,-0.326184274236415,0.000601397879058266,1.10047410114423,0.00472712798011939,-0.138077963956181,-0.176554773733212,NA,NA
"80",640,0.186250876730437,0.101711000139813,-0.331328817880451,0.000582274906781758,0.648372019642719,0.00240660862460852,-0.307903909426623,-0.110344189414054,NA,NA
"81",650,0.186011185112669,0.100766918854622,-0.331904296543744,0.000563646472007434,0.301141262777786,0.000603295368623029,-0.236932182042767,0.0543402317535795,NA,NA
