time,X_RIGHT_INDEX,Y_RIGHT_INDEX,Z_RIGHT_INDEX,env,Z_RIGHT_INDEXlowpass10,Z_RIGHT_INDEXlowpass30,Z_RIGHT_INDEXguassianfilt,speed,vertical_velocity,acceleration,jerk,gesture_type,gesture_ID
10.0,0.22973979929163513,-0.01655168812173667,-0.3508886351407448,0.0,-0.3508597525641245,-0.35088895685274324,-0.3426760000990071,-0.6479398359062941,0.0039030005578769506,-0.0011452307217509612,-0.0008532578633045597,,
20.0,0.22941890099593748,-0.01931450772849252,-0.3464282544235725,0.0,-0.3433275532824419,-0.3458961314092084,-0.33921536049015627,0.4328579794309904,-0.9286660812404528,2.798953870049785,2.676745876612634,,
30.0,0.22711105780791582,-0.023990549664694202,-0.3378899927784976,0.0,-0.33480865017836997,-0.33684764454826066,-0.3329093825625939,1.4099628725945597,-1.1975808224550126,4.280192543777932,3.167853428039202,,
40.0,0.2213010510488574,-0.02631474396073024,-0.32532291665902296,0.0,-0.32549372677092225,-0.32480852494377616,-0.32484546607187975,2.3881787439377957,-0.08154092738766884,4.802868947731171,1.8488981179754205,,
50.0,0.2122886099573911,-0.01796962755908385,-0.3126583288114734,0.0,-0.3164143265808792,-0.31434823572126225,-0.3163015301845983,3.6084326424746194,2.5712967400078206,5.078299080071493,0.08735604544334717,,
60.0,0.20313606082272936,0.004977860884070451,-0.3036137994672357,0.0,-0.3082585944785785,-0.30481759783576834,-0.3084081502272811,4.995296638003661,5.755984936582175,4.711375104171647,-1.442291039351306,,
70.0,0.1980728983097384,0.037495327776730605,-0.29843542842042653,0.0,-0.30161839273010305,-0.29724446257196446,-0.30187397099226576,6.009167255170542,7.977008475991583,3.391092407393572,-1.8104581978401535,,
80.0,0.1986294521722079,0.07117124529453725,-0.29485087051125636,0.0,-0.29679558959122143,-0.2941159634461774,-0.29684705299047764,6.427923195746286,8.822858783820942,2.607165620863293,0.28973620798233873,,
90.0,0.20107220194095068,0.10437070883567079,-0.2914651915843346,0.0,-0.29315081084974304,-0.2925508312261589,-0.292953245827818,7.077143050419851,9.586294527748692,4.56652591560899,4.104979545794121,,
100.0,0.1985361246228638,0.14517547458216984,-0.2890504891041002,0.0050852674347477,-0.28982278918617793,-0.29038483281188193,-0.28949755044349657,9.097527050108472,11.896796969164427,8.767638955191897,5.549288753848545,,
110.0,0.1868398217774141,0.2024932519175239,-0.2881373123390386,0.0047543077646722,-0.28626513500810574,-0.2875777126676926,-0.2857285758022023,12.256929944732848,15.628845381656339,10.707911053979368,0.658252588971058,,
120.0,0.16876144998612352,0.2737402642479299,-0.28638278935095196,0.0044668077418485,-0.2821001887391986,-0.2845476705467226,-0.2811021272838974,14.407674045217032,18.372723756603726,5.83129968344703,-8.936521009679707,,
130.0,0.15242973584070812,0.3420040898872427,-0.2799293593121375,0.0042108789555922,-0.2769228622428608,-0.27894865588234463,-0.27559198402980895,13.278018114863201,17.26062899105697,-4.645982293769097,-15.531178521467378,,
140.0,0.145018391720258,0.38646299570991993,-0.2680694995261857,0.0039793782503396,-0.2710404210009062,-0.2688396128105833,-0.27000571878216967,9.156983764842966,11.509918536021942,-13.271820837940925,-12.320491640596307,,
150.0,0.14748188515760802,0.39678286915695565,-0.25584206276247046,0.0037673289651682,-0.2662402869702048,-0.25795490104923446,-0.2660104916762632,5.186716347416549,3.2739202612583127,-13.360092691209593,-0.9313964602529696,,
160.0,0.15488545272842205,0.3788024376330732,-0.2508183070006308,0.0035712327495507,-0.2650966615427889,-0.2516517206313814,-0.2655867290994203,4.060118448651063,-3.9521459185564005,-5.996753005206254,9.509278378989201,,
170.0,0.16132591844955835,0.3477971093577632,-0.25688898122601833,0.0033891647917024,-0.2696716747185694,-0.2566391014711351,-0.27009137485835044,5.205829798539229,-7.831575749401845,1.5445736962450187,11.408043887658437,,
180.0,0.16438881265992816,0.3168757887282025,-0.2715826822171929,0.0032198884278893,-0.2798054085429815,-0.27229301991586996,-0.2795664305743627,6.339861715124193,-8.43249206694934,3.9008654316600415,5.6915324076531215,,
190.0,0.1654331785762476,0.2905121066788519,-0.2895539785676467,0.0030614804910365,-0.2933326404379615,-0.29069906405195967,-0.2927881461883019,6.483863670481379,-7.493482039479407,2.0962399389320328,-0.6903438283792169,,
200.0,0.16666844557984148,0.26625900243016304,-0.30779488203170086,0.0029125962066118,-0.3081399572315957,-0.3084469338887988,-0.30788034748905346,6.2649373905333725,-6.782967863470614,0.23632502505677477,-2.6285737736429873,,
210.0,0.16874600555779845,0.2400834694556836,-0.3264202517600007,0.0027727001052303,-0.32283319670264077,-0.32564109024610755,-0.32288322176154033,6.395741216776123,-7.050855149770703,0.3656881049405379,-0.8170096299396717,,
220.0,0.170976094846976,0.20977777099460507,-0.34472344863305027,0.0026419311788432,-0.3362067963292738,-0.3427263669474001,-0.3359896978543596,6.892754212242783,-8.077266875280829,1.495122097680539,0.9934209427161669,,
230.0,0.17288491528955188,0.1752669575445343,-0.3583880029178233,0.0025195224143949,-0.34663663268716005,-0.3574006435367668,-0.34575612281229917,7.3984938656090575,-9.249077334710135,1.8787733765793453,0.49211403706718315,,
240.0,0.174712983496895,0.13803093860855342,-0.3624473689350238,0.0024043179265306,-0.3524992864870863,-0.362835522469814,-0.3516120478242867,7.607758000985413,-9.970850169067825,0.7586845607432882,-1.7516731073752436,,
