start,end,timemiddle,gesture,has_motion,nodding_prob,turning_prob
0.0,1.0,0.5,stationary,0.0007663720170967281,0.013614431023597717,0.4537103772163391
0.25,1.25,0.75,undefined,0.9926321506500244,0.5103363990783691,0.16663169860839844
0.5,1.5,1.0,undefined,0.9999414086341858,0.9172456860542297,0.036951109766960144
0.75,1.75,1.25,nodding,0.9999985694885254,0.950036346912384,0.024450551718473434
1.0,2.0,1.5,nodding,1.0,0.9530220627784729,0.023429252207279205
1.25,2.25,1.75,undefined,1.0,0.9390720129013062,0.03147974610328674
1.5,2.5,2.0,nodding,1.0,0.9743230938911438,0.014741106890141964
1.75,2.75,2.25,nodding,1.0,0.9819714426994324,0.0096898153424263
2.0,3.0,2.5,nodding,1.0,0.9718480110168457,0.013753672130405903
2.25,3.25,2.75,nodding,1.0,0.9820637702941895,0.00886054988950491
2.5,3.5,3.0,nodding,1.0,0.9774464964866638,0.011982087045907974
2.75,3.75,3.25,nodding,1.0,0.9920668601989746,0.004015334881842136
3.0,4.0,3.5,nodding,1.0,0.9864286780357361,0.006468083243817091
3.25,4.25,3.75,nodding,1.0,0.9893071055412292,0.005834384821355343
3.5,4.5,4.0,nodding,1.0,0.9908411502838135,0.004474110901355743
3.75,4.75,4.25,nodding,0.9999897480010986,0.9520209431648254,0.024398790672421455
4.0,5.0,4.5,undefined,0.9999998807907104,0.949276864528656,0.019831079989671707
4.25,5.25,4.75,nodding,0.9999476075172424,0.9768850803375244,0.00864709448069334
4.5,5.5,5.0,nodding,1.0,0.9861027002334595,0.007591359782963991
4.75,5.75,5.25,nodding,0.9999997615814209,0.9807724952697754,0.009377522394061089
5.0,6.0,5.5,nodding,0.999999463558197,0.9855350255966187,0.007839077152311802
5.25,6.25,5.75,nodding,1.0,0.9821513891220093,0.008410072885453701
5.5,6.5,6.0,nodding,0.9998776912689209,0.9615017771720886,0.02049831673502922
5.75,6.75,6.25,undefined,0.9999990463256836,0.8442952632904053,0.02637660503387451
