start,end,timemiddle,gesture,has_motion,nodding_prob,turning_prob
0.0,1.0427083333333333,0.5213541666666667,stationary,0.04706693813204765,0.17370964586734772,0.8262903690338135
0.25,1.2927083333333333,0.7713541666666667,stationary,0.0007174633792601526,0.5099261999130249,0.4900738298892975
0.5,1.5427083333333333,1.0213541666666668,stationary,0.0004952352028340101,0.033497780561447144,0.9665021896362305
0.75,1.7927083333333333,1.2713541666666668,stationary,0.014670339412987232,0.054830364882946014,0.9451696276664734
1.0,2.0427083333333336,1.5213541666666668,stationary,0.005322807934135199,0.07030850648880005,0.9296914935112
1.25,2.2927083333333336,1.7713541666666668,stationary,1.5891743032625527e-08,0.041110068559646606,0.9588899612426758
1.5,2.5427083333333336,2.021354166666667,stationary,2.2996248389972607e-06,0.031767986714839935,0.9682319760322571
1.75,2.7927083333333336,2.271354166666667,stationary,0.0011052301852032542,0.005562605336308479,0.9944373369216919
2.0,3.0427083333333336,2.521354166666667,stationary,0.0005556025425903499,0.0027413000352680683,0.9972586631774902
2.25,3.2927083333333336,2.771354166666667,stationary,3.326672231196426e-05,0.015873799100518227,0.9841262102127075
2.5,3.5427083333333336,3.021354166666667,stationary,0.0005813880125060678,0.787088930606842,0.21291102468967438
2.75,3.7927083333333336,3.271354166666667,stationary,1.1178752856721985e-06,0.6113919019699097,0.38860809803009033
3.0,4.042708333333334,3.521354166666667,stationary,4.654777512769215e-06,0.049322206526994705,0.9506778120994568
3.25,4.292708333333334,3.771354166666667,stationary,4.5586592278823446e-08,0.20743553340435028,0.7925643920898438
3.5,4.542708333333334,4.021354166666667,stationary,6.905032705617486e-07,0.17918047308921814,0.8208194971084595
3.75,4.792708333333334,4.271354166666667,stationary,1.1289645129863857e-07,0.051693275570869446,0.9483067989349365
4.0,5.042708333333334,4.521354166666667,stationary,9.107316714107583e-07,0.05021056532859802,0.9497894644737244
4.25,5.292708333333334,4.771354166666667,stationary,6.924545346009836e-07,0.48183178901672363,0.5181681513786316
4.5,5.542708333333334,5.021354166666667,stationary,2.150384453836196e-10,0.1892608106136322,0.8107391595840454
4.75,5.792708333333334,5.271354166666667,stationary,6.849599012981322e-12,0.3100842535495758,0.6899157166481018
5.0,6.042708333333334,5.521354166666667,stationary,1.1617448336664893e-08,0.6632489562034607,0.3367510139942169
5.25,6.292708333333334,5.771354166666667,stationary,1.4780468404751446e-07,0.10150261223316193,0.8984974026679993
5.5,6.542708333333334,6.021354166666667,stationary,2.6173644848692668e-11,0.0014675584388896823,0.9985324144363403
5.75,6.792708333333334,6.271354166666667,stationary,3.0181175162286586e-15,0.005306302569806576,0.9946936964988708
6.0,7.042708333333334,6.521354166666667,stationary,3.947329962894486e-11,0.009699004702270031,0.9903010129928589
6.25,7.292708333333334,6.771354166666667,stationary,4.7498129873702055e-08,0.06184839457273483,0.9381515979766846
6.5,7.542708333333334,7.021354166666667,stationary,1.1103455108241178e-05,0.6302547454833984,0.36974525451660156
6.75,7.792708333333334,7.271354166666667,stationary,2.7384107134653668e-11,0.1304864138364792,0.8695135712623596
7.0,8.042708333333334,7.521354166666667,stationary,5.535238378762131e-10,0.21875953674316406,0.7812404036521912
7.25,8.292708333333334,7.771354166666667,stationary,3.747835080503137e-06,0.9016847610473633,0.09831523895263672
7.5,8.542708333333334,8.021354166666667,stationary,0.0003829935740213841,0.14639535546302795,0.8536046147346497
7.75,8.792708333333334,8.271354166666667,stationary,0.013816820457577705,0.23027636110782623,0.7697235941886902
8.0,9.042708333333334,8.521354166666667,stationary,0.00013559161743614823,0.7340946793556213,0.26590532064437866
8.25,9.292708333333334,8.771354166666667,stationary,0.00015351612819358706,0.4248916208744049,0.5751084089279175
8.5,9.542708333333334,9.021354166666667,stationary,0.00041377087472938,0.353139728307724,0.6468602418899536
8.75,9.792708333333334,9.271354166666667,stationary,1.0696658669928638e-08,0.19543488323688507,0.8045650720596313
9.0,10.042708333333334,9.521354166666667,stationary,1.756206202685462e-08,0.09483984112739563,0.9051601886749268
9.25,10.292708333333334,9.771354166666667,stationary,9.282125006393471e-07,0.134255051612854,0.865744948387146
