start,end,timemiddle,gesture,has_motion,nodding_prob,turning_prob
0.0,0.5,0.25,stationary,0.001089266617782414,0.004504086449742317,0.9448397755622864
0.25,0.75,0.5,undefined,0.9745433330535889,0.014781486243009567,0.9428325891494751
0.5,1.0,0.75,undefined,0.9998720288276672,0.03615736588835716,0.9356183409690857
0.75,1.25,1.0,turning,0.9996827244758606,0.008764121681451797,0.9837983846664429
1.0,1.5,1.25,undefined,0.9998136758804321,0.12773190438747406,0.05831517279148102
1.25,1.75,1.5,undefined,0.9995269775390625,0.17138777673244476,0.055341530591249466
1.5,2.0,1.75,stationary,0.007348507642745972,0.03442589193582535,0.7506523728370667
1.75,2.25,2.0,turning,0.7775728106498718,0.0036197614390403032,0.9869144558906555
2.0,2.5,2.25,turning,0.9933896064758301,0.0072592273354530334,0.9850696921348572
2.25,2.75,2.5,stationary,0.014324172399938107,0.03242900222539902,0.8001466393470764
2.5,3.0,2.75,turning,0.992527425289154,0.010228876955807209,0.975932240486145
2.75,3.25,3.0,stationary,0.0006605846574530005,0.014393104240298271,0.518251359462738
3.0,3.5,3.25,undefined,0.8060833215713501,0.007149168290197849,0.9414376616477966
3.25,3.75,3.5,stationary,0.03252621367573738,0.011831579729914665,0.8857316970825195
3.5,4.0,3.75,stationary,0.055645715445280075,0.014928207732737064,0.7560750842094421
3.75,4.25,4.0,turning,0.9985587000846863,0.007073121145367622,0.9834845662117004
4.0,4.5,4.25,stationary,0.00010855104483198375,0.006402240134775639,0.9291422963142395
4.25,4.75,4.5,turning,0.7471733093261719,0.008702598512172699,0.9511633515357971
4.5,5.0,4.75,stationary,0.10905523598194122,0.014750774949789047,0.7253644466400146
4.75,5.25,5.0,stationary,0.003254435257986188,0.01632019877433777,0.7448068261146545
5.0,5.5,5.25,stationary,0.10410576313734055,0.08374976366758347,0.40553557872772217
5.25,5.75,5.5,stationary,0.0015855847159400582,0.03942214697599411,0.7670081853866577
5.5,6.0,5.75,stationary,0.03705314174294472,0.007192021701484919,0.9306333661079407
5.75,6.25,6.0,stationary,0.015373964793980122,0.00857436191290617,0.9110498428344727
6.0,6.5,6.25,stationary,0.12163637578487396,0.008801201358437538,0.922382652759552
6.25,6.75,6.5,stationary,0.0010458101751282811,0.009954065084457397,0.8369794487953186
6.5,7.0,6.75,stationary,0.0004457332834135741,0.009592095389962196,0.8364520072937012
6.75,7.25,7.0,stationary,0.48808786273002625,0.04098643735051155,0.46964117884635925
7.0,7.5,7.25,stationary,0.002254176652058959,0.047437988221645355,0.6957024931907654
