start,end,timemiddle,gesture,has_motion,nodding_prob,turning_prob
0.0,1.0,0.5,nodding,1.0,0.9603669047355652,0.03963310271501541
0.25,1.25,0.75,nodding,0.9999995827674866,0.9941604733467102,0.005839487072080374
0.5,1.5,1.0,nodding,0.9999998807907104,0.9929707646369934,0.007029220461845398
0.75,1.75,1.25,nodding,1.0,0.9770700931549072,0.02292986772954464
1.0,2.0,1.5,nodding,0.9999844431877136,0.9685779809951782,0.0314219631254673
1.25,2.25,1.75,nodding,0.9997571706771851,0.9512826204299927,0.04871739447116852
1.5,2.5,2.0,stationary,0.38119369745254517,0.8345198035240173,0.16548022627830505
1.75,2.75,2.25,undefined,0.8840512633323669,0.9071218967437744,0.0928780660033226
2.0,3.0,2.5,nodding,0.9994997978210449,0.9772669076919556,0.022733129560947418
2.25,3.25,2.75,nodding,0.9999998807907104,0.9881744384765625,0.011825556866824627
2.5,3.5,3.0,nodding,0.9999998807907104,0.9726318120956421,0.02736818604171276
2.75,3.75,3.25,nodding,1.0,0.9942054152488708,0.0057945819571614265
3.0,4.0,3.5,nodding,1.0,0.9798575043678284,0.020142534747719765
3.25,4.25,3.75,nodding,0.9999997019767761,0.9870656728744507,0.012934296391904354
3.5,4.5,4.0,nodding,1.0,0.9915756583213806,0.008424361236393452
3.75,4.75,4.25,nodding,0.9999972581863403,0.9785545468330383,0.02144547551870346
4.0,5.0,4.5,nodding,0.9999986290931702,0.978171706199646,0.02182823419570923
4.25,5.25,4.75,nodding,0.9999154210090637,0.9846376776695251,0.015362252481281757
4.5,5.5,5.0,nodding,0.9999998211860657,0.9920198321342468,0.007980131544172764
4.75,5.75,5.25,nodding,0.9999970197677612,0.9755628108978271,0.024437211453914642
5.0,6.0,5.5,stationary,0.0022524292580783367,0.7102894186973572,0.2897106409072876
5.25,6.25,5.75,nodding,0.9999925494194031,0.9990079998970032,0.0009920819429680705
5.5,6.5,6.0,stationary,1.8209313168426888e-07,0.29135164618492126,0.7086483836174011
5.75,6.75,6.25,stationary,0.030741188675165176,0.25670909881591797,0.7432908415794373
6.0,7.0,6.5,nodding,0.9999998211860657,0.9911076426506042,0.008892427198588848
