frame,distance,distance_smooth
99.0,434.2192620384415,434.66354223557477
100.0,436.96813294897345,436.10741852476303
101.0,436.6672710087424,437.61897691304875
102.0,434.7204627434987,439.4654593172161
103.0,439.4704514584913,441.8479040124091
104.0,445.1912093068946,444.00282830692674
105.0,451.4120413496734,446.40698217495367
106.0,453.06567200035795,448.4562760492071
107.0,449.1899422668439,450.5632264758541
108.0,451.7277342047102,453.2796748339688
109.0,452.59237232616636,455.72526277158784
110.0,456.4957527612024,457.3042972519867
111.0,458.2708239428157,458.67210683350106
112.0,459.52787711226415,460.2699049555101
113.0,465.304011545878,462.60347532507615
114.0,467.51442668269027,464.76350065917325
115.0,464.8981045356723,466.24757735976516
116.0,465.3180425700529,466.9547951858499
117.0,467.3896986724051,467.2483982408289
118.0,469.2452407941094,466.9157359277915
119.0,469.28865145804207,466.89893796402237
120.0,465.60076176748015,466.8774447995808
121.0,466.4525804998825,467.02791545089417
122.0,464.2685461013118,467.86475189779196
123.0,468.33459226398986,469.30703200950694
124.0,468.19348469305976,470.64077720342283
125.0,475.72109700911204,472.0412038673803
126.0,474.25366266464124,474.38716301602994
127.0,474.55809912005077,476.1005362307349
128.0,480.798698678687,477.97195986670613
129.0,482.3256948779439,479.4948277672818
130.0,477.2260413121281,479.3710187789345
131.0,479.19711332731106,479.5952170792019
132.0,482.4455417781406,479.0861677904453
133.0,476.0048945905498,479.593037139427
134.0,483.0909822958923,480.3732504635741
135.0,476.74305644445803,480.6660138940365
136.0,475.3985418674502,481.1288986988897
137.0,484.86847015695366,481.50879030062947
138.0,482.7047973048589,481.0603492966236
139.0,487.59327915063625,481.0139907575389
140.0,484.82202494735765,481.76601488203414
141.0,478.3330841050851,482.1490834153608
142.0,477.92428562243924,483.1162415125506
143.0,479.3119959411242,483.8762318108457
144.0,482.5650980845752,483.72969091306965
145.0,487.9443024009652,484.0997421103218
146.0,488.6567894892889,484.8028879881415
147.0,487.6281738375993,485.71245457289615
148.0,485.60135098283234,486.2248541192367
149.0,487.23415281023,485.914642392724
150.0,481.5774715795859,485.24664717006664
151.0,483.48013389202146,485.1644870305695
152.0,485.9354075098762,484.2736699592756
153.0,479.50022520256846,483.4266899413923
154.0,480.8353761479003,481.6016257840417
155.0,482.54714674023023,479.56800244533247
156.0,482.2665754676785,476.4403251755436
157.0,480.3139370864375,473.43688192359764
158.0,465.940312000582,469.92125320838886
159.0,464.2088902170921,466.5848619672839
160.0,458.38741567049124,464.20340393036554
161.0,461.25329730690015,461.55019502898534
162.0,456.75634276698577,459.7748402129022
163.0,461.4907541592106,459.1853607034386
164.0,461.8391335175519,459.9384625167661
165.0,462.06560775536536,461.7933064386207
166.0,464.6050349429331,463.5417611311646
167.0,463.9305320020265,465.8202320280815
168.0,467.7284995118375,467.86427705495794
169.0,469.4556165763348,470.6072532627936
170.0,471.96128560086066,472.3146847199371
171.0,473.75128961847946,473.9909973869245
172.0,478.21643951436124,475.02086906408533
173.0,478.1173266131057,475.8474564993416
174.0,478.323388146249,476.916830973531
175.0,478.0600063640496,476.8898269911922
176.0,473.2416992363397,476.3691797653935
177.0,475.1383413183152,476.64622368941195
178.0,476.0563280331892,477.29990677405306
179.0,480.655625629401,478.60585256018726
180.0,481.082758617646,480.57696738023964
181.0,477.9178668535604,483.46667359581147
182.0,485.1120571469487,486.24333869244
183.0,496.0937713955486,490.866536743393
184.0,495.29418808439567,494.7169054217376
185.0,499.5658895727898,499.7643456340967
186.0,501.5067704205553,504.6609636291681
187.0,508.54120740842114,508.89944003125356
188.0,510.202021573324,512.9468660019162
189.0,524.4644544832992,515.6864361832313
190.0,518.0419161324445,518.7428491619271
191.0,528.2376942653661,522.5365101150403
192.0,521.8180506337269,525.9860468851487
193.0,522.2402802667478,529.7987984426637
194.0,532.4382173196124,533.255968855532
195.0,535.4244846703269,536.6364369420497
196.0,543.5014943068819,539.6132556354289
197.0,545.1967114095993,544.0076810545285
198.0,549.2099087251826,547.3069380911777
199.0,553.041499647513,551.3673643171063
200.0,552.3118657907859,554.0215305772545
201.0,553.8367095891574,556.0734899204163
202.0,558.0254373874335,558.2819516265978
203.0,560.7527200069629,559.1815378110557
204.0,560.1358991797362,560.5958789905776
205.0,563.0898777225528,561.6402743416986
206.0,563.2326742621965,562.7273398171201
207.0,566.9433296074488,564.2433624573653
208.0,564.2937423803828,566.0873679597652
209.0,562.5380402833132,568.0058548924687
210.0,571.6544726767576,570.7489061261899
211.0,571.9141672423904,574.0016828006878
212.0,576.5624033216232,577.2030474506588
213.0,581.9902857387964,580.575455963682
214.0,586.4648893338519,583.8857177257107
215.0,587.1246199185725,587.1384512031527
216.0,591.267477128259,589.5777538574517
217.0,590.6603674156314,590.6516158548702
218.0,590.9066921178727,591.3004955710916
219.0,591.5362206640978,591.2342178602487
220.0,592.0050878247165,590.6114365390156
221.0,589.8473666362586,589.9793859290295
222.0,589.2731418513425,589.6210532251381
223.0,587.0846781065022,588.878608465405
224.0,586.8958568105787,588.6237009421658
225.0,589.7174541322348,588.6354968305938
226.0,588.440142000118,589.0066383057997
227.0,590.4263339589319,589.4567274723365
228.0,590.791176696924,590.4672071024032
229.0,589.718749780629,591.5947226959177
230.0,593.3367226566136,592.6605058740189
231.0,594.755370375691,593.7844311938293
232.0,594.8856895627508,594.8850740178545
233.0,594.3774619688941,596.222851985858
234.0,597.8964067752596,597.1176559052715
235.0,597.4532770310504,597.6715647737524
236.0,597.4651103554198,597.8878596773031
237.0,600.0755972872894,597.5704474276504
238.0,598.3944837085625,597.0538013435266
239.0,596.6185388968545,596.0593269108854
240.0,593.9227002084274,595.467930826225
241.0,592.4033608545001,594.2258215215792
242.0,592.6421982121566,593.2286676718061
243.0,591.5095807670554,591.8079413685426
244.0,589.5053424527438,590.3733292433826
245.0,589.032159676928,589.0460793813395
246.0,591.7673753155232,587.2863571098897
247.0,583.8731491258835,584.8787273600242
248.0,583.6016717092922,582.5727594470644
249.0,579.1728035020398,579.7193102844349
250.0,577.9685213225893,577.0468546083811
251.0,572.7667684302113,574.4637066352611
252.0,569.120840148849,571.6333025504568
253.0,567.6773721904307,568.8670893728265
254.0,570.0335718282207,566.9251137940311
255.0,563.9327320567081,564.7461187366705
256.0,564.7223577450148,563.1416521444651
257.0,561.4878547088939,561.6085937108999
258.0,557.9757710990552,560.1605293628184
259.0,557.3551046651563,558.1870079563801
260.0,556.92337494038,556.2798778519195
261.0,555.2641166635619,554.2075277805983
262.0,553.5037540208461,552.1594406757771
263.0,549.8090307767081,549.3975473145931
264.0,545.6056986543553,546.7417853442364
265.0,543.538331106973,543.8130806053981
266.0,543.546138784077,540.6072688418949
267.0,536.9732943154263,537.4796327212692
268.0,532.2975573283221,534.5363234673351
269.0,531.0426957074072,531.8406936367719
270.0,529.7128158059053,529.4726366645056
271.0,527.5253115741349,527.6314234970475
272.0,526.2392794211827,525.8991985367804
273.0,524.6401355887532,524.349273634964
274.0,523.0386042847441,523.3948320977552
275.0,522.5666933351268,523.034279701494
276.0,522.3252608711504,522.5781137093385
277.0,523.1490276224166,521.6451815301873
278.0,520.3465251969228,521.2592086483619
279.0,519.9958997916312,519.6930526565643
280.0,521.7009687245796,519.4385913467639
281.0,524.0744412957869,519.7904380954167
282.0,518.3483604355838,520.5014633259993
283.0,516.6734066012957,522.049794042807
284.0,523.0049558421343,524.5622997023405
285.0,520.5984860194071,528.7932447663915
286.0,538.553463710539,531.5353524479481
287.0,536.7222780173266,535.2374229529721
288.0,539.9285898578637,538.9575419114752
289.0,546.2165165294698,543.6708211897626
290.0,549.4813932600288,547.7068084817688
291.0,550.6359865699607,549.8994832025405
292.0,540.443054958243,551.4018361015329
293.0,557.3474826761576,550.8161228452218
294.0,553.1858562741046,551.2417019190547
295.0,557.8065140029759,551.0829651118006
296.0,551.3776998246575,551.1894120712185
297.0,545.3262563819064,551.7892932755376
298.0,548.9566321590736,553.1228687015165
299.0,549.6993743783522,554.907073425684
300.0,556.4833761612867,554.9329619617248
301.0,558.9081002365024,556.2216739871623
302.0,562.1122517837882,557.3525081425289
303.0,561.2281047834001,559.2251099276851
304.0,562.6572591223173,560.6805454975265
305.0,560.0653844171634,561.013055512725
306.0,556.634389422442,561.6202689954689
307.0,559.2803084595395,561.9552378730682
308.0,562.6074859025464,562.5165649621454
309.0,563.5184976617337,562.8605613382517
310.0,564.4610309926392,563.3781857266335
311.0,564.6439086392799,563.736063955566
312.0,567.8587665997287,564.3786127266831
313.0,564.6488714547753,564.4405918502359
314.0,561.9156858024448,563.7014151030744
315.0,560.4890415494908,562.7417734375774
316.0,561.4348579773294,561.7973144234436
317.0,561.2879304583722,560.5221196257639
318.0,560.8897695719915,559.1592356464945
319.0,557.5437229191282,557.8358030290478
320.0,557.380258374158,557.3221731377828
321.0,556.3906808669786,556.5575249093711
322.0,554.8754430059787,555.544442355235
323.0,553.0100989184372,554.46242347065
324.0,553.9419072982173,553.9095074305535
325.0,554.4920966955516,553.6231578435617
326.0,554.4644133675723,553.3572398033575
327.0,550.9250538474483,552.7238100992404
328.0,551.6705604862797,551.959755077836
329.0,552.6088259901778,551.2183967197541
330.0,553.0343368314544,550.4099625148096
331.0,549.634401995298,549.180529510539
332.0,546.9634231567804,548.3671888531651
333.0,546.4135015294094,547.8186822934772
334.0,546.5213647411042,547.746519184827
335.0,547.8155801730393,547.5088699447692
336.0,547.6307831273076,547.7323809146246
337.0,547.6805178193688,548.6115202285771
338.0,551.570702819218,550.0311892978499
339.0,551.2203191054671,551.6100287471619
340.0,553.1721840191927,553.242027072099
341.0,553.5691878773634,554.7577510710189
342.0,556.6403779646345,556.1243188390531
343.0,558.056111212491,557.207993767606
344.0,558.354438079845,557.971629931074
345.0,559.7299544877723,558.3690951657645
346.0,559.8776476670544,558.7185623797029
347.0,558.5166536544523,558.8847877736159
348.0,558.3584182611995,559.1925081103726
349.0,557.7439603216955,559.4272506548862
350.0,559.4252752258225,560.2688311826879
351.0,560.1043486348956,561.0496705472881
352.0,560.7730947226487,561.6604223903971
353.0,563.4798936716481,562.2654313018652
354.0,564.6010422700751,562.7813919203084
355.0,564.6633453779668,562.9824177779857
356.0,565.1775666756602,562.9684758859403
357.0,560.6945079707522,562.5992231334815
358.0,560.5442520101626,562.0422311241601
359.0,560.6490465401015,561.4633630673092
360.0,560.6320109177067,560.9080321817769
361.0,560.5772953589255,560.6107637919786
362.0,560.7629932759725,560.3807083938201
363.0,560.473664502965,560.277938402016
364.0,560.5760961511062,560.7664965176442
365.0,561.9524161711132,560.8714640427274
366.0,561.6291133039548,561.194605889855
367.0,560.7888034747898,561.5791707534038
368.0,560.4567915451737,562.1666462090286
369.0,562.3891930271546,562.8006476617718
370.0,564.6132787418106,563.3632281774139
371.0,563.3547506923783,563.9148952295109
372.0,565.6232287239594,564.3853790510996
373.0,565.1043712867992,564.881684802688
374.0,566.0784397492118,565.2573938107084
375.0,565.1504185696976,565.5802257497584
376.0,564.8759436786196,565.509164199369
377.0,565.876325930845,565.7212832841535
378.0,565.5726420842141,566.1749682928743
379.0,565.8089802202081,566.4618730161294
380.0,566.683050556881,566.7344409765492
381.0,567.8548550659843,566.884318433783
382.0,567.0708634200656,567.3509422085336
383.0,569.7477629685698,567.8043565424808
384.0,568.3380625357825,568.2998099614862
385.0,567.8299752712047,568.7655580230407
386.0,567.5131133136168,569.449151760594
387.0,569.9070713707716,570.41840507384
388.0,572.3024760504534,571.1868647343128
389.0,572.2824957469375,572.2210660693476
390.0,573.3278673622547,573.3854110524069
391.0,573.936953795692,574.7171670677537
392.0,577.2231750548223,575.8218635602711
393.0,577.1114574296628,576.4298216144476
394.0,575.2195569883559,576.8527225185209
395.0,578.6716424903713,577.1166042393384
396.0,578.7212608160173,577.493339210914
397.0,576.6367978943678,577.6155221780405
398.0,576.8285203038225,577.6600438380397
399.0,576.4430534794373,577.5341907257083
400.0,578.8813630993088,577.7593384936387
401.0,577.7184220375502,578.1072792045497
402.0,578.7727270680801,578.2377294028917
403.0,578.1573586148277,578.7273154610557
404.0,578.9699747245627,579.2470820845363
405.0,579.2711487667476,579.3137786578031
406.0,580.5627696870023,579.535884425434
407.0,580.6976781050889,580.1681996436824
408.0,580.2444431473709,580.7562572480831
409.0,580.1751049411838,581.060609008809
410.0,579.8981940394283,581.2268787285032
411.0,580.5032152142496,581.0468795327462
412.0,584.1692096951899,581.0749911333701
413.0,584.234916218944,581.1023473933185
414.0,578.8567634465655,581.1587806605577
415.0,579.6044482738874,580.9324979043804
416.0,579.6510776071513,580.8549626134134
417.0,580.662763541267,581.000846930859
418.0,583.0928521783467,581.1513486477184
419.0,581.5824425425354,581.6656713152271
420.0,581.0218694769411,582.645442339582
421.0,581.5075976162711,583.7210645698427
422.0,585.7293153232403,584.4000376433695
423.0,586.2289496426137,584.6726360925572
424.0,585.7011271916873,584.6498423313661
425.0,586.5831835450406,584.794743470886
426.0,583.8312873011406,584.7348065839695
427.0,583.1529074795388,584.4425642746683
428.0,583.6513855546834,583.7111297612291
429.0,581.0659095268638,582.6353200821455
430.0,582.6937177764794,581.9122835152914
431.0,583.2621956123452,581.2659722217102
432.0,579.2917537021704,580.570483750519
433.0,580.7119258719683,580.114913632262
434.0,578.7992013795894,579.5440558025039
435.0,578.7458645935621,578.9829676664299
436.0,579.1031440483139,578.6170406177339
437.0,578.031290965034,578.1155772110133
438.0,577.5847480625705,578.0041069795368
439.0,578.0657076529047,578.1699465327254
440.0,578.1505182258978,578.1516292017429
441.0,578.1500676000193,578.3418272767044
442.0,578.5271267390136,578.4001293234351
443.0,578.8895772162167,578.557629017646
444.0,579.3259177476117,578.7707524282048
445.0,578.7383751475476,578.9422028712573
446.0,579.1766138717422,579.1548332041313
447.0,578.7408206386252,579.4707538364065
448.0,579.1499346945849,579.6663386044345
449.0,579.8031234192014,579.6537756745752
450.0,579.4899455339805,579.4882014966629
451.0,580.1516916102108,579.2536356002929
452.0,580.2339120011111,578.9929787264039
453.0,579.1349963410983,578.5239141743147
454.0,577.2907473969975,577.8918922176188
455.0,576.6259729683479,577.5562709580774
456.0,576.6757533620822,577.3087536307526
457.0,576.921381088217,577.1917391215277
458.0,576.7526788904559,577.2895276497801
459.0,576.5814121256363,577.5852050127759
460.0,577.5913174614908,577.821181769774
461.0,580.5226301349818,578.0141118230729
462.0,578.2993094787164,578.042327858613
463.0,578.1839415196403,577.7925831081113
464.0,578.3529779761933,577.2541335968743
465.0,576.4087132699342,576.7252087379702
466.0,574.840829184222,576.2110213336239
467.0,575.5949601717372,575.695307490381
468.0,575.1952385162468,575.1958771338834
469.0,574.1212369781443,575.4420299185322
470.0,574.5654866943988,575.7506800338308
471.0,576.6156914000279,575.9015868652998
472.0,576.8520581888564,575.9656688858205
473.0,576.6741966802639,575.8882940620853
474.0,576.3985373208069,575.5690118795219
475.0,577.7811940164322,575.3551947131723
476.0,574.8772172679165,575.1850793726308
477.0,572.2893333936248,575.1622164459139
478.0,573.1007067338059,575.1199011857694
479.0,574.7862046188427,575.2318879932876
480.0,575.3408195306412,575.5430141676259
481.0,576.8574761905722,575.8981657225604
482.0,577.6999444503161,576.0763154464671
483.0,578.4193867072026,576.6883964811495
484.0,576.2433076999465,577.001932011906
485.0,576.0098497120596,576.8418757186543
486.0,576.4825231295641,576.3165320653808
487.0,575.2050058432218,575.8651493031754
488.0,574.5224662673269,575.2569220656131
489.0,576.227865415216,574.4657568070979
490.0,573.9278599210922,573.9491897550167
491.0,573.2081639700181,573.488971196335
492.0,572.3179997363383,573.1129961147109
493.0,573.2133438306602,572.4735462029239
494.0,571.2272670856019,571.8493941859845
495.0,570.4599184921377,571.270728076675
496.0,572.3705152782703,570.7025565205387
497.0,570.3475897706373,570.4552100041961
498.0,570.9827694895577,570.1250736640627
499.0,567.7990275418861,569.8886117395225
500.0,569.2807468173354,569.5630432689079
501.0,570.2612464697381,569.581586390552
502.0,569.5758975968665,569.400506078292
503.0,569.3876404790636,569.0460916145329
504.0,569.308074936629,569.1521603887135
505.0,569.5400855381413,569.272335480054
506.0,568.9461025813333,569.5550725353186
507.0,569.8904018193897,569.6575882660602
508.0,568.5630707474991,569.6444679792532
509.0,569.4674515089258,569.8986027373277
510.0,571.5755080027976,570.2072745303846
511.0,571.1034955886229,570.5726711425509
512.0,570.7850935758413,570.9732398595964
513.0,571.2701788438984,571.5575976023226
514.0,570.1607294866376,571.8275089509261
515.0,572.8569523808284,572.0337375836712
516.0,572.7044878490836,572.2985915020258
517.0,572.7808540458933,572.3324379382291
518.0,572.8048391128319,572.3437460552684
519.0,572.7513007195594,572.2735924113375
520.0,570.6341007818105,572.056138693514
521.0,572.0020774056637,571.819982512068
522.0,573.1874013130805,571.3163621848496
523.0,569.8091606298423,571.2963477864545
524.0,570.2272960801386,571.2055244698988
525.0,571.2274088654332,571.3054328765027
526.0,571.0346184145233,571.3226124965443
527.0,571.4454469899221,571.3214745362735
528.0,571.6147582919272,571.0961693875411
529.0,572.7655030474732,570.8914712669912
530.0,570.446822691574,570.7691254114178
531.0,571.0665553743047,570.3179397214628
532.0,569.0892768888557,570.3247902920104
533.0,569.5287535353887,570.5208025494235
534.0,569.7693200789283,570.6705132087034
535.0,569.4402778837051,570.6989718064638
536.0,570.2808071441387,570.2935320246552
537.0,572.2325709130935,570.2427323329645
538.0,574.1967932352327,570.0571941503388
539.0,570.5381919733628,570.0319306502729
540.0,568.6745271387204,570.1612109580392
541.0,567.3036206162566,570.44876227124
542.0,567.1533125302924,570.4926431526569
543.0,571.759189315086,570.5921288921112
544.0,571.6922341212438,570.7408357861268
545.0,572.932435291532,571.3666558265654
546.0,574.401425862823,572.3720351446026
547.0,572.4383067803826,572.9848970759402
548.0,570.9447372535316,573.2715944793264
549.0,573.5600810492813,573.0331028895973
550.0,573.078454761182,572.3833300294312
551.0,573.7355018068365,572.0262457121304
552.0,571.5075425079564,571.6261059032453
553.0,570.5134140167057,571.6067393614419
554.0,570.8326641818378,571.7724351746456
555.0,570.4840849893928,571.985648367654
556.0,571.5624311204259,571.8375716217691
557.0,572.594025877433,572.1070620882014
558.0,573.1320181778199,572.0623070895751
559.0,574.0304689153422,571.9184330131711
560.0,571.9884576428813,571.7908582026591
561.0,572.5178483578492,571.4377705511218
562.0,570.4265825612323,571.575349118777
563.0,571.4072596547328,571.8474862035249
564.0,568.8614550784536,572.3030549671341
565.0,571.2774234103724,572.9376040210326
566.0,574.9701651899019,573.8686589342863
567.0,575.392961938526,575.0891509179542
568.0,579.427772868383,576.0646506983518
569.0,577.6738231221419,577.222688111044
570.0,577.3981690313502,577.9519683765753
571.0,577.7424687107526,578.4354243049156
572.0,578.6337412622828,578.2334421835197
573.0,577.9664364370259,577.896694669529
574.0,577.362189697723,577.6341097611145
575.0,578.4169397781213,577.5285182658304
576.0,576.6854671023664,577.7724005888061
577.0,576.7833271256094,577.9904292209925
578.0,577.5836695658318,578.1256887283945
579.0,578.6152148625205,578.0285776877054
580.0,578.8717720182236,578.2628228297704
581.0,580.2690576995481,578.4260966017118
582.0,578.2936959756407,578.7007682840042
583.0,578.8118933356171,579.0140971888054
584.0,577.7492051971537,579.1378704603691
585.0,577.6745827990146,579.1767714849263
586.0,580.5631350835309,579.3692077490286
587.0,579.2853546169902,579.3282036840172
588.0,580.1948226133842,578.8917414877997
589.0,578.5915753315486,578.6391208801015
590.0,578.9928032491514,578.0230643772117
591.0,578.487913718653,577.3422734433243
592.0,577.7068848231459,576.7518594454389
593.0,574.1510648348652,576.321216681145
594.0,574.3214919185344,576.6929325849717
595.0,576.9732221266698,577.5211351602147
596.0,576.6956231723267,578.5453437549012
597.0,579.0902987858819,579.2170293139749
598.0,582.4456402394477,580.2534439156659
599.0,583.7612945158579,581.4607344520681
600.0,585.5044478511376,583.2281796732594
601.0,584.5571881230325,584.0284477212667
602.0,581.6919291229086,584.6688057786719
603.0,582.5149576894484,585.6241498013674
604.0,587.548435739676,587.1559267612706
605.0,588.5026812593626,588.3739667052653
606.0,590.5099196299628,588.9601341458762
607.0,586.3640011058509,589.4508638267981
608.0,592.5650883069576,590.2176115303
609.0,594.8218212964827,590.8214172912427
610.0,594.923593497447,590.811616671216
611.0,585.9218105849061,590.3451546243432
612.0,584.6672109151867,590.1948162567343
613.0,590.1851517797778,590.0545351046503
614.0,591.6424327542504,590.1127908550961
615.0,590.3318608829856,589.5951232755683
616.0,589.7595844253536,589.4037306143032
617.0,589.6814251327329,589.6147734729054
618.0,590.7600926521549,590.1805353855444
619.0,589.921415114814,589.6926819458997
620.0,589.1463415515015,588.5630272065794
621.0,587.8563852427504,587.9927032079868
622.0,586.4981859921606,588.0410251702682
623.0,587.3452704555591,588.4022729912688
624.0,586.8227061267397,587.9753412503563
625.0,585.442084045909,587.2694388011696
626.0,586.1418073515362,586.1014437827084
627.0,588.1929418088872,584.3843670925983
628.0,586.8265198205899,581.882611917698
629.0,581.0770972408035,578.7273946606799
630.0,571.456930586909,574.8914847579855
631.0,570.7934895952966,570.8612985772089
632.0,565.1288470983416,566.7766202122074
633.0,561.9534328677105,562.4619966333001
634.0,557.926477085067,559.0688417862066
635.0,556.7853260183969,557.2439143836691
636.0,555.081638068103,556.3137572178241
637.0,554.9532418479225,555.9593960145537
638.0,554.8745007967607,555.5764236037262
639.0,555.0305772274472,555.8105692208737
640.0,559.712646714187,555.7819839178019
641.0,558.6368105966826,555.7466391540756
642.0,554.2140390341893,555.3036919330489
643.0,554.7040921302397,554.6606374229938
644.0,554.3911207697183,553.9530669923631
645.0,552.6400250354155,553.2698626989156
646.0,550.7885779865741,552.5422492056125
647.0,551.7381792773559,551.9567419723262
648.0,551.1272940255111,552.0695549416299
649.0,552.2719803258782,552.5357729465184
650.0,554.0912912034785,552.6832675909194
651.0,553.8837524481836,553.1101262046208
652.0,553.8229036180707,553.6823117129613
653.0,554.7967213496746,554.310380624554
654.0,554.4594626334325,554.9476379629032
655.0,555.0194219371407,555.6888783312
656.0,554.8134339222032,556.2114050341432
657.0,556.8217755404454,556.9996186252661
658.0,557.3380153953574,557.545150978165
659.0,558.8078573568883,557.8886787321351
660.0,559.2700064722401,557.8298579047249
661.0,558.107455422384,557.4844704503741
662.0,557.2599521632408,556.8510910929137
663.0,557.3132826323038,555.773103879187
664.0,552.6187072174924,554.4851320153932
665.0,552.9915085654089,552.9206314300627
666.0,551.061112003592,551.3811929445683
667.0,550.5628297343904,550.4775396647833
668.0,550.3341734994854,550.4648293667744
669.0,548.8426047568965,550.4757917054561
670.0,550.2913117148654,551.037950086605
671.0,549.4513326375238,552.0951512232582
672.0,553.5792652752571,552.7089874694975
673.0,556.823816431506,553.5006522720118
674.0,556.9690522774699,554.1401317037033
675.0,553.311628358527,554.6541122060298
676.0,556.4451374768986,555.3478316889447
677.0,554.831646379754,555.8291988578192
678.0,553.7256607136659,556.2949640342329
679.0,556.048366431121,556.7342699420983
680.0,556.7903422340664,557.541570628672
681.0,558.2745752021665,558.3441053078953
682.0,560.8360910862242,558.9969649067687
683.0,560.2690787695707,559.2495887073828
684.0,560.7406699506296,559.5988998494977
685.0,561.6862881546115,559.6462636688457
686.0,559.1377134024734,559.3507120527248
687.0,556.245721026332,559.0471190441765
688.0,557.7482704968106,558.8084671635891
689.0,559.6702723973193,559.573667993871
690.0,559.3242394138023,560.1978752791907
691.0,560.6388129307603,561.2072380080266
692.0,562.0286391932676,562.4283838981967
693.0,563.8565847474999,564.0159546722759
694.0,567.061347165755,565.0957373610022
695.0,570.0344806209681,565.3788515837911
696.0,563.0365866101247,573.5567609621055
697.0,568.4583683242862,575.8550531244504
698.0,566.9886769680394,572.7670866359259
699.0,567.1924977849842,565.2424003382564
700.0,565.9576603015273,554.217284697135
701.0,569.4278053990763,540.8087149424356
702.0,575.8836784455078,526.3199800057223
703.0,468.73966786241135,504.24305862335365
704.0,467.38896926898036,488.11407489710814
705.0,466.9804530809671,478.9516481643676
