frame,distance,distance_smooth,distance_com,distance_shoulder_midpoint,shoulder_midpoint_p1_x,shoulder_midpoint_p2_x,shoulder_midpoint_p1_y,shoulder_midpoint_p2_y,wrist_left_p1_x,wrist_left_p1_y,wrist_right_p1_x,wrist_right_p1_y,wrist_left_p2_x,wrist_left_p2_y,wrist_right_p2_x,wrist_right_p2_y,wrist_left_p1_speed,wrist_right_p1_speed,wrist_left_p2_speed,wrist_right_p2_speed,wrist_left_p1_speed_smooth,wrist_right_p1_speed_smooth,wrist_left_p2_speed_smooth,wrist_right_p2_speed_smooth
579,578.6152148625205,577.6169236868899,741.8357171129586,,1482.1085815429688,243.6839370727539,676.5803833007812,479.2084655761719,1072.6475830078125,979.1563110351562,1123.7938232421875,458.1920471191406,322.2340087890625,320.4586181640625,308.8128356933594,645.08544921875,1.1643866337344986,0.28990700955521187,6.195903413764116,7.912464357116629,1.1565952956995216,0.9321142849508487,2.0156507179664565,3.957723684225603
580,578.8717720182236,577.7078901349103,740.0026017905303,,1482.6453857421875,245.11801147460938,676.4642333984375,483.56158447265625,1072.3443603515625,978.605224609375,1124.193359375,457.2708435058594,326.5226135253906,325.4202575683594,313.49102783203125,646.6185302734375,0.6289993862824182,1.004114146173232,6.55820068027256,4.922988848918212,0.8864688159428968,0.8276494745293916,3.177397530126877,3.99159537435654
581,580.2690576995481,578.4246082543466,739.4386783302566,,1482.035888671875,247.62091827392578,677.5950164794922,484.6199951171875,1071.443115234375,978.8526611328124,1125.1641845703125,457.6434631347656,326.7347412109375,325.5498962402344,312.3129272460937,646.09521484375,0.9345948824945977,1.0398783331235368,0.24860478720448606,1.2891004730180762,0.713554106592081,0.7405857413164606,3.0436226263743675,3.801801162414756
582,578.2936959756407,578.7266820243528,736.6338919106837,,1476.3289794921875,246.85365295410156,687.8074493408203,486.4399719238281,1065.2574462890625,1010.03466796875,1107.0042724609375,459.0608520507813,325.259765625,325.72216796875,310.654296875,649.5689697265625,31.789621743856333,18.215142029626584,1.4850018611292823,3.8494191371917514,6.967293463867051,4.242506187660807,3.000845632570144,4.068361318558158
583,578.8118933356171,578.9723267783099,736.9935907394104,,1475.9901733398438,246.97274780273438,687.3981323242188,486.7748718261719,1065.38720703125,1010.9412841796876,1106.96337890625,458.94818115234375,325.5802307128906,326.52215576171875,309.7497253417969,651.6195068359375,0.9158552309988334,0.1198624802417579,0.8617878749760626,2.241194345790974,7.086691575473291,4.1337807997440645,3.0698997234693013,4.043033432407128
584,577.7492051971537,578.7991248452366,736.3789586944044,,1475.2196044921875,246.9469757080078,686.93310546875,485.9949951171875,1065.843017578125,1010.210205078125,1106.1279296875,458.88720703125,326.5633239746094,327.8313903808594,309.2702941894531,649.8004760742188,0.8615334627187066,0.8376713201209295,1.637243918661208,1.8811504835915578,7.026120941270132,4.243333661857208,2.15816782444872,2.836770657702114
585,577.6745827990146,578.5596870013949,736.306711719564,,1475.52880859375,249.186279296875,687.2185821533203,485.36390686035156,1066.23388671875,1010.728271484375,1106.3980712890625,459.3395690917969,327.8736267089844,326.8131408691406,308.5092468261719,651.5281982421875,0.6489772618341232,0.5268851095988262,1.659435242432218,1.8879133928355878,7.030116516380472,4.1478878545423274,1.1784147368806515,2.2297555664855895
586,580.5631350835309,578.6185024781914,742.539864950049,,1483.4937133789062,246.12808990478516,677.6596984863281,483.7310485839844,1072.8790283203125,977.21044921875,1124.55224609375,456.82525634765625,326.7068786621094,325.9443664550781,306.0152587890625,650.6802368164062,34.170196316890596,18.327461128440525,1.4546717799614686,2.634201000086676,13.677236803259671,7.605404413605724,1.419628135432048,2.4987756718993093
587,579.2853546169902,578.8168342064613,624.6051498842313,,1479.6551513671875,246.08995056152344,687.4011383056641,485.5486602783203,1067.7508544921875,1009.6800537109376,1105.356201171875,460.9846801757813,322.3780517578125,324.3824462890625,310.4222412109375,641.8726196289062,32.87207603256229,19.64151081828018,4.601992717548643,9.848635163730082,13.893727661000863,7.890678171336444,2.0430263067159204,3.6986188772069752
588,580.1948226133842,579.0934200620147,742.6890158731293,,1485.0989379882812,245.65911865234375,677.0419921875,485.1192626953125,1073.53564453125,979.1300048828124,1124.607421875,457.22015380859375,319.5316162109375,319.5580749511719,307.942626953125,644.646240234375,31.092913649204256,19.615839450038305,5.601495704575177,3.720411016356643,19.929139344641946,11.789873565295753,2.9909678726357427,3.99446221132011
589,578.5915753315486,579.2618940888937,743.0519981278928,,1484.1527709960938,244.60372924804685,677.9021301269531,483.5889587402344,1073.4942626953125,979.1958618164062,1124.3046875,456.8189697265625,323.7543029785156,317.333984375,308.21490478515625,653.2860717773438,0.07777912347117791,0.5025900610655739,4.772594936519957,8.644120794429785,19.772388476792443,11.722857313484681,3.6180380762074926,5.3470562734877545
590,578.9928032491514,579.5255381789211,712.5500546314944,,1480.8905639648438,243.74256134033203,680.0454711914062,483.42381286621094,1072.614013671875,978.0992431640624,1125.28125,457.46923828125,318.7050476074219,311.25323486328125,301.85748291015625,657.4659423828125,1.4062043990583817,1.17325338679316,7.903827833827537,7.608425012786169,19.923833904237295,11.85213096892355,4.866916594486557,6.491158597477872
591,578.487913718653,579.1104939059454,712.1412400917113,,1481.7744750976562,244.9222412109375,679.580322265625,482.989990234375,1072.3963623046875,978.12158203125,1125.687744140625,457.1882629394531,320.3465576171875,310.77734375,303.7965087890625,660.81982421875,0.2187947499960038,0.4941504113732255,1.7091013614940485,3.87406049623643,13.133553590858378,8.28546882551009,4.917802510793072,6.739130496707821
592,577.7068848231459,578.7947999471767,712.7959627347182,,1482.39501953125,246.03800201416016,678.3764343261719,475.98590087890625,1072.0904541015625,977.5579833984376,1124.5126953125,456.5885925292969,316.2219543457031,295.5618591308594,298.16949462890625,663.7427368164062,0.6412669082738929,1.3192211146335178,15.764622556294983,6.34087583951433,6.6873917660006965,4.621010884780756,7.15032847854234,6.037578631864672
593,574.1510648348652,577.5860483914728,741.2304674406104,,1481.543212890625,246.2220458984375,678.4125518798828,468.82611083984375,1072.5478515625,976.9971923828124,1124.692626953125,456.7673950195313,332.4356689453125,299.80328369140625,320.2464599609375,646.4308471679688,0.7236705054636715,0.2536645931383374,16.759302593497036,28.055194197712964,0.6135431372525801,0.748575913400763,9.381889856326712,10.904535268135936
594,574.3214919185344,576.73203170887,741.4466923029165,,1479.9163208007812,248.2011489868164,677.2362365722656,467.6262512207031,1072.8128662109375,976.6016235351562,1123.3951416015625,456.14593505859375,328.556884765625,292.1366577148437,320.18487548828125,648.2035522460938,0.47613808619186865,1.438638495442053,8.591980014938223,1.7737744899739962,0.6932149297967183,0.9357856002760588,10.145766872010366,9.53046600724478
595,576.9732221266698,576.3281154843737,743.6401262488687,,1479.6199340820312,247.43425750732422,679.7120666503906,467.1817626953125,1072.6171875,977.3314819335938,1125.124267578125,457.6229553222656,322.147216796875,287.6842346191406,316.7294921875,649.349365234375,0.7556344616836332,2.2740856408940613,7.804352304500986,3.6404067299454237,0.5631009423217685,1.1559520510962389,10.125871766145057,8.736862350676628
596,576.6956231723267,575.9696573751085,745.1120641261349,,1479.8861083984375,244.5984344482422,679.7015838623047,463.8380126953125,1072.7646484375,977.403076171875,1126.5791015625,457.7308044433594,321.541259765625,284.836669921875,313.9254150390625,653.5156860351562,0.163922124935749,1.4588260194461613,2.911324205380566,5.0220591065231295,0.5521264173097176,1.348887172710826,10.36631633492236,8.966462072733968
597,579.0902987858819,576.2463401676556,784.5131425981705,,246.9415435791015,1484.1764526367188,480.44189453125,682.2276611328125,319.1380615234375,290.0440673828125,301.16851806640625,678.2490844726562,1074.413330078125,975.5965576171876,1126.7271728515625,459.09759521484375,1020.0075683382067,854.3599611255441,1021.7463367712511,835.7302743955762,204.42538670329628,171.95703517489295,211.56265917791356,174.84434178394633
598,582.4456402394477,577.9052552485722,749.334703967985,,1482.90185546875,242.77249145507812,681.8115386962891,457.78028869628906,1072.29248046875,975.1371459960938,1126.98583984375,457.6315307617188,319.863525390625,287.1351013183594,314.2030944824219,658.6752319335938,1018.1326559641798,854.7785408823172,1021.4326138140724,836.6759295018967,407.9071837950395,342.86201043272877,412.4973214220287,336.5684888447831
599,583.7612945158579,579.7932157680368,749.3746214031738,,1483.5806884765625,243.07679748535156,680.6377258300781,457.74818420410156,1073.4141845703125,972.860595703125,1124.7169189453125,457.0616455078125,322.26806640625,287.0017395019531,314.613525390625,656.6273193359375,2.5378930883467565,2.339395487297154,2.4082364646973686,2.0886358079013227,408.3195347954705,343.04216183109975,411.2605727119805,336.6314611083685
600,585.5044478511376,581.4994609129303,748.5857658771486,,1483.3887939453125,245.07598876953125,684.9243469238281,458.6946716308594,1070.810302734375,975.5018920898438,1123.1380615234375,456.97216796875,325.7333984375,285.7865600585937,309.6893310546875,656.7378540039062,3.708995445942037,1.5813908399274523,3.67221828958609,4.925434779885114,408.9102069923222,342.9036228709064,410.4341459089975,336.8884667183564
601,584.5571881230325,583.0717739030715,749.2991133630363,,1484.2057495117188,242.82652282714844,682.7682647705078,457.52294921875,1071.25341796875,975.4229736328124,1122.9849853515625,455.40234375,327.12457275390625,282.31756591796875,309.5243835449219,658.46044921875,0.4500880289403645,1.5772699173476785,3.737550845984384,1.7304744884512069,408.96744017312307,342.92731165048673,410.5993912371183,336.2301497947421
602,581.6919291229086,583.592099970477,748.8822051940863,,1483.2495727539062,247.4342880249023,682.4053955078125,470.80194091796875,1070.56298828125,974.909423828125,1121.20263671875,454.68255615234375,323.5965576171875,285.76904296875,289.6568603515625,683.8350219726562,0.8604804212042249,1.92220207955052,4.9355429931250985,32.22712243254048,205.1380225897226,172.43975984128798,207.23723248149304,175.52951940213498
603,582.5149576894484,583.6059634604769,783.8832651740298,,1482.6914672851562,248.78543090820312,682.1673126220703,472.0588684082031,1070.8966064453125,974.5867309570312,1121.9468994140625,455.04791259765625,324.6591186523437,277.9048156738281,298.4493713378906,679.9937744140625,0.46414627914824513,0.8291033058462697,7.935685660333733,9.594969111524186,1.60432065271628,1.6498723259938148,4.537846850745335,10.113327324060462
604,587.548435739676,584.3633917052406,824.6333880736628,,1483.3521118164062,247.8850860595703,682.2255096435547,471.1932067871094,1070.968017578125,974.6307373046876,1125.79296875,455.1446228027344,319.4971618652344,275.6369934082031,302.56591796875,653.6995239257812,0.08388151479090766,3.8472850428068073,5.638157119170098,26.614536721583534,1.1135183380051106,1.9514502370957456,5.183830981639881,15.018507506796904
605,588.5026812593626,584.9630383868856,824.9126970242492,,1484.2042236328125,245.06591033935547,682.0883483886719,469.8623504638672,1071.432373046875,974.524658203125,1123.7073974609375,454.8629150390625,316.50689697265625,274.6547241210937,314.95819091796875,653.0512084960938,0.47631793704033815,2.1045110752559197,3.147465183315574,12.40922002965173,0.46698283622477055,2.056074284161439,5.078880360385777,16.51526455675023
606,590.5099196299628,586.1535846882716,825.6288808889001,,1483.7321166992188,246.47625732421875,683.3605041503906,460.1924743652344,1071.3583984375,975.8670043945312,1123.7744140625,454.22564697265625,317.2665100097656,270.77166748046875,310.0476989746094,666.905029296875,1.3443829589871514,0.6407821886929658,3.9566577866234525,14.698342828562565,0.645841822234128,1.8687767384304965,5.122701748513592,19.108838224772498
607,586.3640011058509,587.08799908486,751.3042401365087,,1483.1117553710938,248.7646255493164,684.3787841796875,471.550048828125,1070.69970703125,974.5900268554688,1124.9931640625,454.0691528320313,309.3437194824219,284.5173645019531,294.3053894042969,689.7198486328125,1.4368528122037139,1.2287562730460178,15.865522252564277,27.7188797020915,0.7611163004340258,1.730087577129596,7.308697600401428,18.207189678682703
608,592.5650883069576,589.0980252083621,827.1208005805139,,1483.5808715820312,243.81034088134766,687.4918518066406,465.7654113769531,1070.615234375,975.438720703125,1124.790771484375,453.857421875,308.75299072265625,273.8873291015625,310.743896484375,654.8001708984375,0.8528873763302519,0.29290400107454545,10.646436637728705,38.59544543199863,0.8388645198704271,1.6228477161752513,7.850847795880421,24.00728494277759
609,594.8218212964827,590.5527023197234,789.8846607401821,,1484.7901611328125,245.4756088256836,685.5102233886719,462.54457092285156,1070.897705078125,976.8092041015624,1123.7069091796875,452.8428955078125,312.3875732421875,270.9887084960937,303.0910949707031,667.5570068359375,1.3992906929999998,1.484594640041909,4.648891427612661,14.876230508564662,1.1019463555122457,1.1503096356222717,7.652994657568934,21.659623700173817
610,594.923593497447,591.8368847673402,754.2075017983792,,1481.9620971679688,244.20159149169922,686.2988586425781,463.2159729003906,1070.8746337890625,976.6766967773438,1123.8525390625,451.7249450683594,310.1945495605469,273.9114990234375,301.5245056152344,666.6358642578125,0.13450083773191984,1.1273957813658066,3.654046706730401,1.8173348227288129,1.033582935650562,0.9548865768442489,7.7543109622519,19.541246658789234
611,585.9218105849061,590.9192629583288,754.2357926841498,,1481.0996704101562,244.98098754882812,684.2787170410156,479.42779541015625,1070.267822265625,975.999755859375,1120.111328125,450.01116943359375,300.6709899902344,293.32281494140625,294.620849609375,691.7515869140625,0.909103531726125,4.115056039130688,21.621687551078843,26.04726455489919,0.9465270501983565,1.6497413469317934,11.287316915142977,21.81103100405656
612,584.6672109151867,590.579904920196,825.1982796847054,,1479.8412475585938,244.0931167602539,687.9155731201172,485.1562805175781,1071.341064453125,975.1748657226562,1120.5078125,450.24603271484375,297.8408508300781,297.7418518066406,297.8725280761719,693.2927856445312,1.3536220043592906,0.46082601977173254,5.247625604228104,3.598431099552826,0.9298808886294718,1.4961552962769364,9.163737585475744,16.986941283548823
613,590.1851517797778,590.1039176147601,826.1830095690722,,1482.1675415039062,246.6031036376953,688.6708374023438,481.517822265625,1072.1180419921875,974.551513671875,1122.64111328125,449.887939453125,300.62664794921875,281.304443359375,308.6280517578125,693.125244140625,0.996123423788844,2.163146552448593,16.671804402980847,10.756828520612546,0.9585280981211903,1.8702038065517457,10.368811138526171,11.419217901271606
614,591.6424327542504,589.4680399063136,827.5868354311434,,1483.5665893554688,246.71168518066406,691.1968688964844,485.69566345214844,1072.02734375,975.0804443359376,1126.717529296875,449.1029052734375,301.4658203125,283.0716552734375,310.47247314453125,696.898193359375,0.5366505553166044,4.151318609276049,1.9563354018417913,4.199647135064058,0.7860000705845114,2.4035486003985738,9.830299933371997,9.283901226571487
615,590.3318608829856,588.5496933834213,827.2982088127834,,1483.7274169921875,243.02723693847653,690.2494812011719,483.1328430175781,1072.38671875,974.218994140625,1125.62451171875,446.879638671875,301.454345703125,286.4560546875,308.79498291015625,696.949951171875,0.9334060368505982,2.4774183755905073,3.384418866004458,1.6782885203618232,0.945781110408247,2.673553119243514,9.77637436522681,9.256091966098088
616,589.7595844253536,589.3172481515109,827.1171932072039,,1481.4640502929688,241.5521697998047,691.0902404785156,486.01930236816406,1071.727783203125,973.2501220703124,1127.2861328125,446.0554504394531,295.7049560546875,289.0948791503906,308.5648803710937,698.196533203125,1.1717120565938142,1.8547967278539288,6.326047413315069,1.2676410923910646,0.9983028153817848,2.2215012569881623,6.717246337674053,4.300167273596463
617,589.6814251327329,590.32009099502,826.4717446180509,,1481.0015869140625,242.99102783203125,690.7803497314453,488.8330841064453,1071.73876953125,972.5758666992188,1130.85595703125,445.8958129882813,296.42431640625,285.35565185546875,309.4940795898437,700.4896240234375,0.6743448708593307,3.5733918157110454,3.807794647625957,2.4742022347267945,0.8624473886817929,2.844014416176025,6.429280146353625,4.075321500631257
618,590.7600926521549,590.4350791694955,827.9374046544835,,1482.2166748046875,242.33851623535156,692.9044036865234,487.47265625,1072.29345703125,971.5047607421876,1131.243408203125,443.6881713867188,294.5442199707031,283.304443359375,308.6822509765625,700.9912719726562,1.206211504605986,2.2413834682036784,2.7824843038916227,0.9543146034183081,0.9044650048452212,2.859661799327042,3.65141612653578,2.1148187171924095
619,589.921415114814,590.0908756416081,828.192900235107,,1479.8723754882812,242.39707946777344,694.2967529296875,488.86920166015625,1071.28955078125,971.0604248046876,1131.817626953125,441.8360595703125,293.39849853515625,283.257080078125,308.5985717773437,701.3502197265625,1.0978443351145308,1.9390836375266105,1.1466999992510503,0.36857251446118794,1.0167037608048066,2.417214804977154,3.4894890460176313,1.3486037930718358
620,589.1463415515015,589.8537717753113,828.2320378353255,,1479.8812866210938,242.34759521484375,693.1559600830078,489.6289978027344,1070.78076171875,971.302001953125,1131.7347412109375,439.4896240234375,292.24658203125,283.23455810546875,308.0144348144531,701.777587890625,0.5632280433064105,2.3478990229344516,1.152136654752346,0.7237814166370735,0.9426681620959689,2.3913109344459427,3.043032603767209,1.1577023723268858
621,587.8563852427504,589.4731319387907,826.7421003283981,,1478.1278076171875,244.24382781982425,692.3010559082031,488.75926208496094,1069.86376953125,972.0257568359376,1130.4237060546875,435.61956787109375,291.17205810546875,277.4385070800781,309.392822265625,701.5230712890625,1.1682019527167105,4.086091996421174,5.894812054341348,1.4016885053459711,0.9419661413205482,2.837569988159392,2.956785531972465,1.184511854917867
622,586.4981859921606,588.8364841106762,825.6444010676976,,1470.8707885742188,245.5611343383789,714.2208862304688,486.36619567871094,1068.178466796875,978.5899658203124,1134.878662109375,434.3689270019531,293.31719970703125,275.60723876953125,309.0081787109375,701.4234619140625,6.7771000359326505,4.6271736549173985,2.8204921761932495,0.39733196668595194,2.162517174335212,3.0483263560006626,2.7593250376859233,0.7691378013096986
623,587.3452704555591,588.1535196713571,826.6702510725901,,1475.7916870117188,245.22024536132812,695.3061981201172,486.92469787597656,1068.6781005859375,971.484130859375,1130.025390625,433.3662414550781,289.411865234375,279.1163330078125,309.2084350585937,700.6461181640625,7.123378721874402,4.9557665811617415,5.25027425154686,0.8027240562239683,3.3459506177888954,3.5912029785922748,3.2528830272169715,0.7388196918708305
624,586.8227061267397,587.5337778737423,827.0492513857447,,1473.3598022460938,244.82137298583984,714.8520812988281,487.42091369628906,1067.533203125,978.02783203125,1136.3062744140625,432.0150146484375,289.0654602050781,278.2564697265625,309.4476013183594,700.708984375,6.643102830971336,6.424586761395034,0.927017425275375,0.24729063930513798,4.455002316960256,4.488303603365959,3.2089465124218357,0.7145633168396206
625,585.442084045909,586.7929263726238,706.979908854907,,1469.5413818359375,244.31058502197266,706.6225280761719,485.9152374267578,1062.119140625,1003.848388671875,1121.0220947265625,438.6512451171875,286.5782775878906,280.50860595703125,312.7130126953125,699.88427734375,26.382062428582607,16.662703968868723,3.3553233781305867,3.3679449443433738,9.618769194015496,7.351264592552814,3.649583857097484,1.2433960223808807
626,586.1418073515362,586.4500107943809,829.7173058762279,,1476.3069458007812,243.23345947265625,717.2685241699219,486.1640167236328,1067.42138671875,977.2457885742188,1140.19580078125,428.57720947265625,284.4789733886719,282.395751953125,312.78448486328125,699.5401000976562,27.125857508925087,21.65911350999496,2.8228351229624002,0.3515199105638697,14.810300305257169,10.865868895267571,3.0351884708216947,1.0333623034244603
627,588.1929418088872,586.7889619577263,833.2572221220457,,1486.7467651367188,241.60890960693354,695.4468994140625,486.67784118652344,1069.886962890625,969.9259033203124,1140.10009765625,429.7673034667969,284.6661376953125,281.7878723144531,320.58160400390625,701.32666015625,7.723974753303742,1.1939358454390887,0.6360409835789791,7.999178941370373,14.99967524873139,10.17922133337191,2.5982982322988404,2.5537316983613443
628,586.8265198205899,586.6852118307323,830.373371155894,,1484.2769775390625,240.64949798583984,694.2041015625,484.91644287109375,1068.04931640625,970.5862426757812,1140.244140625,427.12994384765625,283.94683837890625,278.6103210449219,325.727294921875,702.6175537109375,1.9526885737149258,2.641290241060209,3.257947755425516,5.3051429003185016,13.965537219099494,9.716326065351604,2.1998329330745716,3.4542154671802514
629,581.0770972408035,585.5360900535452,789.722718596912,,1482.7076416015625,244.77420043945312,692.2794494628906,480.8570251464844,1067.39990234375,971.5966186523438,1141.17138671875,425.67578125,280.4015808105469,283.3372497558594,320.4799194335937,697.723876953125,1.201082111509192,1.724637405020837,5.908697509967377,7.1751670172177695,12.877133075207064,8.776336194076764,3.196168950012972,4.839790742762778
630,571.456930586909,582.7390593617451,752.7572619680379,,1474.1979370117188,248.1093292236328,709.4861755371094,478.2528839111328,1068.36376953125,974.54296875,1144.5206298828125,421.16748046875,277.08111572265625,284.503173828125,321.4462890625,689.4822387695312,3.1000030408207917,5.616244804692789,3.5192140233564873,8.298100397617699,8.220721197654703,6.567044361241576,3.228947079058152,5.825821833417643
631,570.7934895952966,579.6693958104972,754.729204238552,,1475.8154907226562,239.44737243652344,710.9910583496094,478.7742919921875,1068.2569580078125,972.9490356445312,1141.5340576171875,421.5079650878906,283.1617431640625,282.7072448730469,319.2025146484375,681.1254272460938,1.5975078861302354,3.005918108277699,6.340298959266095,8.652792754912099,3.115051273095732,2.8364052808981244,3.9324398463188905,7.4860764022872885
632,565.1288470983416,575.0565768683881,721.5597729246202,,1471.0670166015625,240.88114166259766,708.4017639160156,481.250244140625,1068.92041015625,972.3370971679688,1139.2557373046875,418.7760009765625,282.99871826171875,284.4080810546875,321.80523681640625,676.920166015625,0.9025726853633274,3.557298322032462,1.7086312754839912,4.945541901563416,1.750770859507649,3.3090777762167987,4.146957904699893,6.875348994325897
633,561.9534328677105,570.0819594778122,720.7749636906135,,1472.1813354492188,247.18671417236328,709.3055114746094,487.6838684082031,1068.6395263671875,972.8410034179688,1141.6351318359375,418.3338317871094,287.09637451171875,285.3356018066406,328.51763916015625,676.0942993164062,0.5769031216306335,2.4201305599996132,4.201319017697627,6.763017154292821,1.4756137690907907,3.26484584000468,4.335632157154316,7.166923845120761
634,557.926477085067,565.4518354466649,719.5602743909736,,1468.8768310546875,248.42965698242188,707.7870483398438,487.4174499511719,1068.6893310546875,972.52880859375,1141.2030029296875,417.14154052734375,289.4681701660156,284.2792358398437,334.5540771484375,672.8955688476562,0.3161425551328844,1.2681852544996421,2.5964059161749646,6.831578163065587,1.2986258578155288,3.173555409900441,3.673173838395833,7.098206074290324
635,556.7853260183969,562.5175145329624,719.942384361945,,1470.4833984375,250.8840408325195,708.0669250488281,485.1855773925781,1068.3150634765625,972.51513671875,1141.867919921875,417.0623168945313,283.9322204589844,284.8168640136719,337.5390625,669.4583129882812,0.3745172094865183,0.6696200344192763,5.56199453542281,4.552457071939336,0.7535286915486743,2.1842304558457384,4.0817299408090975,6.349077409154652
636,555.081638068103,559.3751442275237,719.1963799272372,,1471.6763916015625,252.61934661865234,707.5704345703125,485.97552490234375,1068.2763671875,972.3251953125,1141.3929443359375,416.27099609375,285.0775756835937,283.6937866210937,341.6830139160156,668.6275634765625,0.19384308240284484,0.9229249248914237,1.6041014370232543,4.22640249970573,0.47279573080319626,1.7676318191684834,3.1344904363605295,5.463799358113379
637,554.9532418479225,557.34002317744,718.7900298970438,,1470.3710327148438,253.41178894042963,707.4893188476562,486.08465576171875,1068.6676025390625,972.99755859375,1142.5439453125,416.730224609375,286.79449462890625,284.9889831542969,345.71636962890625,667.521728515625,0.7779058312453375,1.2392312446073048,2.150661462061085,4.182203876849989,0.4478623599795982,1.304018403683452,3.222896473675948,5.311131753170693
638,554.8745007967607,555.92423676325,719.2903091487431,,1472.6976928710938,252.03871154785156,706.5695495605469,484.8387451171875,1068.68994140625,973.3243408203124,1142.6358642578125,417.4341430664063,285.8759155273437,281.31268310546875,347.0880432128906,665.991943359375,0.3275448802596242,0.7098945602388415,3.7893231077385243,2.0546851450485977,0.39799071170539635,0.9619712037312977,3.1404972916841274,4.369465351321848
639,555.0305772274472,555.345056791726,718.1607258753317,,1473.0762329101562,256.07891845703125,707.5274047851562,486.06048583984375,1067.93798828125,974.14892578125,1143.5535888671875,418.47259521484375,286.5189514160156,279.81201171875,347.8369140625,663.2352905273438,1.1159631983187221,1.3858576129050335,1.6326388960932168,2.856561286886836,0.5579548403425638,0.9855056754123759,2.947743887667778,3.5744619760860976
640,559.712646714187,555.9305209308841,721.1217895172359,,1480.961669921875,253.33384704589844,713.6691589355469,486.6618957519531,1059.4459228515625,993.9102783203124,1140.819091796875,433.8606262207031,286.2806396484375,279.6137084960937,350.66748046875,661.3277587890625,21.50874774214438,15.629106579227013,0.3100268805798734,3.4133244077792146,4.784800946874136,3.977402984373923,1.897350356699191,3.3466354432540735
641,558.6368105966826,556.6415554366,718.8601565440788,,1481.8701171875,254.09515380859375,713.0212707519531,485.7531433105469,1059.888427734375,993.9327392578124,1141.8131103515625,432.3078918457031,290.8935546875,276.45782470703125,352.7679748535156,659.50244140625,0.44307455921806577,1.8436531469801112,5.589149098715842,2.7827792238029585,4.83464724223718,4.161548628791661,2.6943598890377083,3.0579107880735195
642,554.2140390341893,556.4937148738534,602.3589546792074,,1473.9051513671875,253.57289123535156,696.7138824462891,486.8502197265625,1063.009521484375,1003.39013671875,1129.511962890625,428.30181884765625,290.2640380859375,271.57373046875,355.67547607421875,658.600830078125,9.95909598961865,12.937034038813122,4.92449669306975,3.0440871103490927,6.670885273911843,6.5011091876328235,3.249126935239441,2.83028743477334
643,554.7040921302397,556.4596331405492,719.1987620344413,,1478.1754150390625,250.64461517333984,705.9319458007812,485.8750305175781,1067.259033203125,973.3950805664062,1144.069580078125,415.1785888671875,288.9637756347656,273.3524780273437,357.9100646972656,656.731689453125,30.29458274064933,19.59957609995862,2.2033214289182856,2.9132581399999418,12.664292845989783,10.279045495576781,2.9319265994753936,3.002002033763609
644,554.3911207697183,556.3317418490035,718.695780387098,,1479.802001953125,249.7342758178711,707.4779052734375,484.2746276855469,1067.34033203125,972.721923828125,1143.7308349609375,415.95458984375,289.3969421386719,274.3666076660156,359.37261962890625,654.2452392578125,0.678048297503909,0.8467146922336513,1.1027656796161305,2.8847012846802498,12.576709865826821,10.171216911442503,2.825951956179976,3.007630033322292
645,552.6400250354155,554.9172175132492,716.8243648196966,,1477.645751953125,247.67384338378906,707.5093078613281,482.6331024169922,1067.3726806640625,972.8328857421876,1142.76318359375,416.5142211914063,291.2237548828125,273.19000244140625,360.9712829589844,653.9793090820312,0.11558105561586127,1.1178266474277003,2.17293457258443,1.6206305258532947,8.298076528521118,7.268960925082641,3.198533494580887,2.6490912569371075
646,550.7885779865741,553.3475709912275,715.8317697104931,,1476.4551391601562,248.27557373046875,706.7785034179688,484.3088073730469,1067.792724609375,972.5978393554688,1142.763427734375,415.51361083984375,292.427978515625,274.09429931640625,362.6880493164063,652.17529296875,0.48133535077249845,1.0006103813467,1.5059573021699189,2.49033348428562,8.305728686832003,7.100352371955959,2.381895135271703,2.5906021090336395
647,551.7381792773559,552.8523990398608,716.2635241420609,,1477.435546875,248.56896209716797,707.3404541015625,482.6930389404297,1067.8681640625,973.17236328125,1142.0545654296875,416.2770385742188,293.7804870605469,273.53369140625,362.2933349609375,650.0599365234375,0.5794556517826868,1.0417810099151867,1.4640903636785694,2.1518671690274687,6.429800619264812,4.7213017661763725,1.689813869393467,2.412158120769315
648,551.1272940255111,552.137039418915,746.7879954046443,,1477.8689575195312,252.05589294433594,707.1810913085938,475.8332061767578,1067.7364501953125,972.4326171875,1142.2786865234375,415.8316955566406,272.0426025390625,268.61724853515625,368.2103576660156,644.9766235351562,0.751380613289876,0.49855859030743527,22.286925179892325,7.800719750717808,0.5211601937929208,0.9010982642461354,5.7065346195882745,3.389650442912888
649,552.2719803258782,551.713211330147,716.0398036590254,,1478.4121704101562,245.69686889648438,707.7881164550781,482.9149169921875,1067.411865234375,972.8703002929688,1141.87451171875,415.8706970214844,293.46453857421875,274.9955444335937,363.1227111816406,648.5927734375,0.5449054025053958,0.4060521973886326,22.351331102696093,6.241849635019576,0.4945316147932182,0.8129657652771318,9.956247704204268,4.061080112980753
650,554.0912912034785,552.0034645637595,715.4622224843869,,1481.1403198242188,248.03558349609375,704.0460205078125,481.51588439941406,1067.3310546875,973.7451782226562,1139.45263671875,413.9560546875,298.4420166015625,273.8620300292969,361.5013732910156,647.4087524414062,0.8786021490643662,3.087285827828407,5.104913556313975,2.0076459535404045,0.6471358334829191,1.2068576013572732,10.542643500950176,4.138483198518175
