frame,distance,distance_smooth,distance_com,distance_shoulder_midpoint,shoulder_midpoint_p1_x,shoulder_midpoint_p2_x,shoulder_midpoint_p1_y,shoulder_midpoint_p2_y,wrist_left_p1_x,wrist_left_p1_y,wrist_right_p1_x,wrist_right_p1_y,wrist_left_p2_x,wrist_left_p2_y,wrist_right_p2_x,wrist_right_p2_y,wrist_left_p1_speed,wrist_right_p1_speed,wrist_left_p2_speed,wrist_right_p2_speed,wrist_left_p1_speed_smooth,wrist_right_p1_speed_smooth,wrist_left_p2_speed_smooth,wrist_right_p2_speed_smooth
10,547.2104897616894,546.3335376766877,774.9697514708389,,1435.30322265625,266.3572082519531,734.2188415527344,475.594970703125,1004.4268798828124,894.1019897460938,1126.34912109375,451.9822998046875,309.34521484375,265.6586303710937,339.0989990234375,647.3327026367188,1.7138131983585339,1.5469322976665307,5.333271484967889,25.741600598372635,1.21819954863131,2.0079678884116,3.0653458578869928,7.0663061963514595
11,546.9980573545378,546.0682296695152,772.9862803226322,,1435.83642578125,270.8966827392578,736.4831848144531,476.3928985595703,1002.6776733398438,892.9293823242188,1126.9893798828125,451.3779296875,310.9393615722656,265.01416015625,345.8446044921875,649.2310180664062,2.1058802662546183,0.8804513362594274,1.7194899388649374,7.007624034622544,1.447684439055984,1.7557021217874298,2.8681270975972235,7.799754064618876
12,540.9605407305057,544.7522059236392,772.6766735792812,,1433.6730346679688,263.8001174926758,735.8550720214844,470.6503143310547,1004.52978515625,895.9425659179688,1126.547119140625,449.4271240234375,308.46417236328125,268.2099304199219,351.26666259765625,674.8798828125,3.5368903785833994,2.000309301837736,4.042215877268569,26.21570096073134,2.0425385979710113,1.857229333471043,3.185795676012772,12.856555957917404
13,540.4342196296053,543.8734778009169,773.1703449128465,,1434.5436401367188,264.41661071777344,736.6609191894531,470.2991943359375,1005.4278564453124,896.6760864257812,1127.317626953125,448.2646179199219,308.4130859375,264.9375305175781,353.77764892578125,675.8212280273438,1.1595621482351361,1.3946693980419216,3.2727986408819114,2.6816381473904896,2.1623234073556428,1.3434002552818225,3.3287648441828326,13.041644833786284
14,543.7844719709333,543.8775558894542,774.5430964542259,,1434.0221557617188,264.5044403076172,740.7820129394531,469.4258270263672,1004.8946533203124,897.4068603515625,1126.3670654296875,447.2837524414063,304.59747314453125,260.33563232421875,349.5389404296875,646.4445190429688,0.9046193139169125,1.3658932230534697,5.977990295066651,29.680931260112377,1.8841530610697201,1.437651111371817,4.069153247409991,18.265499000245875
15,536.3413021996511,541.7037183770466,775.0046345890248,,1434.1187133789062,257.9042510986328,743.6581420898438,474.7566223144531,1004.5867309570312,897.113525390625,1130.0684814453125,447.2632141113281,297.8345031738281,265.0914306640625,347.6168212890625,674.6072387695312,0.42527823964652217,3.7014729964877024,8.267731289410222,28.228236296086045,1.6264460693273175,1.8685592511360511,4.656045208298458,18.76282613978856
16,534.8347654039111,539.2710599869213,774.6560080543749,,1434.6588745117188,259.6632385253906,744.3272094726562,473.57594299316406,1004.17822265625,896.4302978515625,1128.65234375,446.93017578125,297.9222106933594,266.4344482421875,351.3031005859375,676.2342529296875,0.7960395102886441,1.4547716320392783,1.3458784581584866,4.0293709350118405,1.364477918134123,1.9834233102920216,4.581322912157168,18.16717551986642
17,533.973137284984,537.8735792978171,774.6815979827479,,1434.0242309570312,261.4449691772461,743.5338134765625,467.97377014160156,1002.0573120117188,898.5840454101562,1130.186279296875,445.0977783203125,299.27313232421875,263.7916564941406,353.898193359375,678.040283203125,3.0227289835899116,2.389694272666883,2.968052808874601,3.1616849702840835,1.2616456391354252,2.061300304457851,4.366490298478374,13.556372321776967
18,540.9595545368776,537.9786462792714,778.0326545373043,,1436.8216552734375,266.01627349853516,742.2093200683594,466.8218688964844,1004.4354858398438,897.730712890625,1131.0023193359375,444.6246337890625,299.8087463378906,257.2794189453125,355.9067077636719,658.4207153320312,2.5266355387487662,0.9432852658686601,6.534226829855896,19.722108750352284,1.5350603172381512,1.9710234780231985,5.018775936273171,16.964466442369325
19,537.3646037651272,536.6946726381102,776.0763039684497,,1434.5176391601562,266.67089080810547,743.2768859863281,461.71119689941406,1004.9357299804688,896.868408203125,1132.3958740234375,445.0551452636719,303.3960266113281,259.3464660644531,357.863037109375,682.3778686523438,0.9969019883188706,1.458538582562546,4.140200907316139,24.036897048533937,1.553516852118543,1.9895525499250142,4.651218058723069,15.83565960005364
20,537.67144874216,536.960701946612,775.8228013917566,,1435.1004638671875,268.2694320678711,744.5160827636719,461.2303771972656,1005.639404296875,895.4708862304688,1131.076416015625,444.53411865234375,302.2705383300781,257.0074157714844,360.22528076171875,683.3271484375,1.5646805449122256,1.4186043014500556,2.5957426960830063,2.545845082393003,1.7813973131716836,1.5329788109174847,3.516820340057626,10.699181357315029
21,535.5826126891953,537.1102714036688,776.8722389497116,,1435.35986328125,266.51466369628906,744.5372619628906,461.9128723144531,1005.359130859375,896.927001953125,1131.44580078125,444.4822082519531,302.46026611328125,258.31170654296875,361.3363037109375,684.7694091796875,1.4828439558951574,0.37301446988629167,1.3180178482473135,1.8205735475794345,1.9187582022929863,1.3166273784868872,3.511248218075391,10.257421879828549
22,533.1582717330032,536.9472982932728,776.4772091007235,,1434.0553588867188,266.67288970947266,743.5104675292969,458.4399108886719,1004.9752197265624,896.6057739257812,1130.475341796875,442.9880676269531,302.0498046875,254.00067138671875,363.4568786621094,684.6671142578125,0.5005748729696899,1.7816416159344581,4.3305314570474875,2.1230408320564664,1.4143273801689418,1.1950168471404023,3.7837439477099686,10.049693052183025
23,531.819292792197,535.1192459443365,776.5935052666082,,1434.903076171875,268.10533142089844,741.5093688964844,462.1321105957031,1004.7750244140624,898.9293212890625,1130.841064453125,441.2260437011719,300.454345703125,253.90280151367188,363.93603515625,685.256591796875,2.3321557650719265,1.7995781106470827,1.598457970317993,0.7596543391150451,1.375431425433574,1.3662754160960868,2.796590175802388,6.257202169935577
24,528.0801117574704,533.2623475428052,775.739169054421,,1434.76318359375,267.6709289550781,741.8739013671875,464.0851593017578,1003.8204345703124,897.82763671875,1130.0390625,441.6473693847656,301.3009033203125,255.5911865234375,366.09521484375,686.9210815429688,1.4577210509062724,0.9059373402570706,1.8887307220510412,2.726276405239174,1.4675952379510542,1.2557551676349916,2.3462961387493686,1.9950780412766247
25,528.1708950208672,531.3622367985466,777.1330830696211,,1437.1084594726562,266.0376205444336,741.8207397460938,464.3703918457031,1005.6304931640624,898.26416015625,1135.6959228515625,441.6435241699219,301.20220947265625,256.71746826171875,365.22698974609375,688.4580078125,1.861951885601517,5.656861658442516,1.1305976426434956,1.7652074037278025,1.5270495060889124,2.1034066390334836,2.0532671280614663,1.8389505055435849
26,524.9208724892383,529.2298887585553,775.9585210011492,,1434.9995727539062,266.3403091430664,741.1637268066406,466.1944580078125,1005.0298461914062,897.756591796875,1134.6278076171875,442.645263671875,300.1297302246094,257.74981689453125,369.5340576171875,690.6949462890625,0.7863856720462362,1.4643606740408102,1.4886085573988308,4.853321274563823,1.3877578493191283,2.3216758798643875,2.0873852698917696,2.445500050940462
27,523.8951728688739,527.3772689857294,776.8829070388907,,1436.8673095703125,266.48096466064453,738.0598754882812,463.03663635253906,1008.472900390625,898.8279418945312,1136.4677734375,441.4884338378906,298.02197265625,258.90655517578125,367.93408203125,694.0146484375,3.6058859175667113,2.1734142459997283,2.404305600019563,3.6851518598202437,2.0088200582385327,2.400030405877441,1.702140098486185,2.7579222564932175
28,523.2525677186784,525.6639239710256,775.8081411692577,,1435.7357177734375,266.9347839355469,736.6422119140625,466.17930603027344,1007.77001953125,898.9693603515625,1137.1021728515625,441.0308532714844,299.10009765625,260.0616455078125,367.8332824707031,694.5360717773438,0.7169663049717455,0.7822036763628178,1.5800592364772479,0.531077066667592,1.6857821662184964,2.1965555190205888,1.6984603517180357,2.7122068020037267
29,521.5583305874136,524.3595677370142,774.6839152591527,,1434.3297729492188,268.89012145996094,736.98046875,464.8038330078125,1006.3668212890624,899.4556884765625,1137.9578857421875,440.57366943359375,297.5160522460937,261.5589294433594,366.5960693359375,697.4453125,1.485085974630568,0.9701863804497538,2.179692419834505,3.1613886067989245,1.6912551509633555,2.209405327059125,1.7566526912747285,2.799229242315677
30,521.0814680675327,522.9416823463473,774.5371104163365,,1433.4298095703125,266.7315979003906,738.8420715332031,465.703125,1007.0516967773438,900.6289672851562,1136.267578125,440.9114379882813,299.505126953125,261.12408447265625,368.3410949707031,697.7156982421875,1.3585424531989443,1.7237248728430548,2.0360521453777847,1.765849063642603,1.590573264482841,1.422777969939233,1.9377435918215862,2.799357574298637
31,520.6739125320557,522.0922903549108,773.9449498858954,,1434.72998046875,268.46949768066406,736.4972534179688,459.0936584472656,1008.9517822265624,900.4799194335938,1136.6568603515625,440.5005798339844,299.42498779296875,262.65924072265625,367.7691955566406,698.3063354492188,1.9059223426959935,0.5659903487425727,1.5372465634713943,0.8221443000682462,1.8144805986127923,1.2431039048795856,1.9474711930360988,1.9931221793995217
32,517.5109365837541,520.8154430978868,772.7541076156261,,1431.678466796875,267.0247802734375,736.0826416015625,461.7876892089844,1008.5095825195312,901.180419921875,1134.257080078125,439.9776306152344,301.04522705078125,259.569091796875,368.9802856445313,700.4005126953125,0.8283969549561927,2.4560987859145644,3.489154000049842,2.41915636928328,1.2589828060906887,1.2996408128625527,2.1644408730421545,1.739923081292129
33,518.3013729241474,519.8252041389808,771.1502757594775,,1432.335205078125,269.7193908691406,737.2135314941406,459.5402374267578,1008.7001953125,901.8587036132812,1135.72802734375,439.0557861328125,302.35552978515625,260.40057373046875,370.9152221679688,702.9644165039062,0.7045580195207748,1.7359386821029477,1.551855489922758,3.2120993274576577,1.2565011490004945,1.4903878140105786,2.1588001237312566,2.276127533450142
34,519.7853900967309,519.4706160408441,771.4370539479853,,1434.0559692382812,271.5797576904297,736.8149719238281,455.1383361816406,1009.408447265625,902.349609375,1136.434814453125,439.0102844238281,305.0079040527344,255.79888916015625,367.4400329589844,697.2601928710938,0.8617478146151827,0.7082502548528782,5.311364244708014,6.679454116271664,1.1318335169974174,1.4380005888912035,2.7851344887059586,2.9797406353446902
35,518.5751437979067,518.9693511869189,770.5388746628985,,1434.8045043945312,270.1271667480469,738.7038879394531,460.2142639160156,1008.4810180664062,902.0028076171876,1138.0196533203125,439.8020629882813,306.3476867675781,261.4627990722656,372.5772705078125,703.6943969726562,0.9901496749407601,1.7716172075467376,5.820214189828834,8.233479947971775,1.0581549613457806,1.4475790558319401,3.5419668975961685,4.273266812210524
36,517.5879642032121,518.3521615211503,809.9768486864522,,1434.1830444335938,270.7938232421875,737.5198059082031,464.27105712890625,1011.1475830078124,902.8295288085938,1138.0289306640625,437.9433288574219,313.76300048828125,261.2879333496094,377.8681640625,704.1922607421875,2.7917801695434927,1.8587572833290589,7.417375249871623,5.314265983185787,1.2353265267152804,1.7061324427492373,4.717992634876214,5.171691148834032
37,517.6424414267465,518.3784624897487,808.935134597203,,1432.9912719726562,275.52674865722656,735.8472290039062,458.75738525390625,1009.1940307617188,904.4332275390624,1139.3892822265625,435.5254211425781,319.00799560546875,259.2523498535156,379.0737915039063,699.7991943359375,2.527492036846844,2.77431686926658,5.626150899939494,4.555498872483036,1.5751455430934107,1.7697760594196403,5.145392014854145,5.598959649473983
38,517.9403610571316,518.3062601163455,807.8444570177367,,1435.2684326171875,277.3787384033203,737.360595703125,461.9416198730469,1008.7681884765624,904.0834350585938,1141.20947265625,434.8504028320313,323.0917053222656,260.8265075683594,384.0925598144531,697.2127075195312,0.5510865913988428,1.9413250423098771,4.376603427575237,5.646056093096517,1.5444512574690243,1.8108533314610262,5.7103416023846405,6.085751002601755
39,514.9099588740926,517.3311738718179,807.2300712517232,,1435.7155151367188,278.9153137207031,734.36181640625,457.8805236816406,1011.627197265625,903.6791381835938,1144.4224853515625,432.2824401855469,322.5605773925781,262.41375732421875,385.4495544433594,696.9391479492188,2.8874534141821298,4.113135389697089,1.6737558559030572,1.3842937771260733,1.9495923773824138,2.491830358429868,4.982819924623649,5.026718934772637
40,512.8093044302184,516.1780059982801,806.4378218202113,,1435.1173706054688,281.66441345214844,731.8644714355469,457.40997314453125,1011.9283447265624,902.7361450195312,1147.373291015625,429.39984130859375,326.1910095214844,260.5545654296875,386.8777770996094,694.819091796875,0.9899120671542698,4.125121859106073,4.078802758565982,2.556258602903155,1.9495448558251156,2.9625312887417357,4.634537638371079,3.891274665758913
41,510.78685167706635,514.817783493051,762.6179443403557,,282.8894500732422,1433.314208984375,459.1584014892578,730.3470764160156,326.8010559082031,260.19366455078125,388.7869873046875,690.531982421875,1011.6952514648438,903.7122802734376,1146.33837890625,427.2999572753906,939.2870919428891,802.2737533412328,939.9829316989615,805.199908737966,189.24860721049424,163.04553050032249,191.14764892818906,163.86840321671497
42,510.0695098450545,513.3031971767127,763.0633938751264,,1433.763916015625,287.1230163574219,728.7550048828125,456.7140350341797,1008.15087890625,901.8414306640624,1147.015380859375,424.1123046875,326.8832702636719,257.68365478515625,390.86572265625,689.8402709960938,935.9217045552655,803.6726581616488,941.4459275746815,799.7914419834685,375.92744971417795,323.2251987587989,378.31160426313744,322.91559183891206
43,508.18166501127,511.3514579675404,759.4401341821685,,285.30340576171875,1434.0233764648438,461.4901885986328,728.3455505371094,328.42828369140625,259.9905700683594,391.4252014160156,688.320556640625,1007.2512817382812,901.8169555664062,1148.57470703125,423.3003540039063,934.8771757257991,800.4514474166275,936.9142651348961,803.2225297841167,562.792667541058,482.9272232336624,564.8191366046016,482.43088657711604
44,505.6180168190676,509.4930695565354,758.7076273607474,,286.3800964355469,1434.3387451171875,459.89910888671875,724.1887512207031,328.5610656738281,260.0507202148437,397.6802673339844,685.2764892578125,1009.5100708007812,900.2891845703125,1146.390625,421.71673583984375,0.14577069313812038,6.956449947296192,2.7269419218925286,2.697788132670538,562.2443309968493,483.4958861451822,565.0297738177995,482.693585448225
45,504.90523766651285,507.9122562037943,758.4350902558018,,284.4480895996094,1435.7074584960938,460.5020751953125,723.2625732421875,329.03955078125,259.56256103515625,400.5760803222656,685.5662841796875,1014.1826171875,900.1683349609375,1146.6348876953125,422.4217529296875,0.6835549595589521,2.9102772994755877,4.674108937982141,0.7461322679613028,562.1830595753302,483.2529172332562,565.1488350536828,482.3315601812366
46,505.11487848091184,506.7778615645634,800.5931930813701,,286.34332275390625,1438.08837890625,463.0638427734375,716.1370544433594,334.3056640625,263.5990295410156,399.019775390625,668.4467163085938,1019.7276611328124,898.621826171875,1144.70556640625,422.3401489257813,6.635135800400189,17.190162568551653,5.756665857081955,1.9310463096164496,375.6526683468324,326.23619907871995,378.30358188530687,321.67778769556674
47,498.57838416429513,504.4796364284115,754.5338657015923,,286.6128387451172,1438.7900390625,462.2373046875,713.6038513183594,330.41796875,261.742919921875,402.2692565917969,691.7410888671875,1012.8017578125,898.5045776367188,1148.084228515625,421.3894653320313,4.308052664615514,23.519926041026043,6.926895698746331,3.50986565907468,189.32993796870238,170.2056526545954,191.3997755101198,162.42147243068794
48,497.23755118631715,502.29081366342086,751.9510879966539,,291.59320068359375,1440.283935546875,461.4212188720703,710.9273376464844,334.23809814453125,259.9564208984375,405.618408203125,692.5078125,1014.9241333007812,893.4256591796875,1149.763671875,421.5040893554688,4.2172227059647724,3.435794179629358,5.504533622972047,1.6833504281930682,3.1979473647355094,10.802522007195767,5.117829207735001,2.113636559503208
49,494.49158097989414,500.06552649558625,749.4047468996694,,292.7194366455078,1437.165771484375,464.8967742919922,711.6977844238281,336.5809020996094,263.6673889160156,406.5379638671875,692.3084106445312,1013.8016967773438,890.4417114257812,1148.748779296875,422.3996887207031,4.388623246465505,0.9409270531097539,3.188072763785139,1.353552794737362,4.046517875400986,9.59941742835848,5.210055376113522,1.8447894919165726
50,494.9857451000884,498.0816279823013,749.1486174075969,,292.1525421142578,1438.466064453125,462.2357940673828,713.2434692382812,338.1015930175781,262.1224975585937,410.5928955078125,688.939453125,1015.6913452148438,887.6394653320312,1150.96337890625,425.4170837402344,2.1677615584352488,5.271844589756787,3.3798453200232883,3.742876451839667,4.343359195176245,10.071730886414718,4.9512026525217525,2.444138328692245
51,490.39414253837987,495.1374807937949,745.5147867428583,,293.22654724121094,1434.7911376953125,468.0203094482422,708.6297302246094,339.4496459960937,263.9079895019531,410.481689453125,687.6162109375,1010.6911010742188,882.9881591796875,1150.17822265625,423.5772399902344,2.2372367582994284,1.327906876772217,6.829135405648761,2.0003738053994122,3.4637793867560935,6.899279748058831,5.165696562235113,2.4580038278488376
52,487.53167787132975,492.9281395352019,741.2717973938178,,290.6271667480469,1432.6325073242188,484.1046447753906,711.1416015625,335.09820556640625,272.37603759765625,418.747802734375,686.8114013671875,1007.3508911132812,882.1087646484375,1147.4637451171875,424.159423828125,9.520655038612615,8.305200011012632,3.4540320387539114,2.776207184483151,4.506299861555514,3.8563345420561497,4.471123830236629,2.311272132930532
53,478.2588754743971,489.1324043928178,739.179214424151,,291.0496826171875,1431.2288208007812,481.64247131347656,710.4891052246094,333.6155700683594,270.7323913574219,418.2034301757813,690.033447265625,1006.6972045898438,888.62451171875,1134.161865234375,424.8880615234375,2.213544890691242,3.267708869251935,6.54845523426783,13.321821245903362,4.105564298500807,3.822717479980665,4.679908152495786,4.63896629647259
54,476.4166706430161,485.5174223254423,734.3889289996453,,300.7715301513672,1425.5625610351562,480.4075469970703,713.7693481445312,340.4784240722656,267.0965576171875,427.37841796875,683.383056640625,1004.4468383789062,886.9420166015625,1138.3436279296875,427.77099609375,7.766469729906809,11.331729632594154,2.8097932135103787,5.079217555550282,4.781133595189068,5.900877995877545,4.604252242440834,5.3840992486351755
55,475.4230178826435,481.60487688195326,733.169152847839,,299.6563720703125,1427.1334228515625,482.4159240722656,709.0506591796875,340.3204345703125,266.92169189453125,428.72216796875,680.3692016601562,1001.3783569335938,886.48876953125,1135.04638671875,425.0635070800781,0.23566650947363954,3.2998463457858596,3.1017755055732117,4.266414930859221,4.394714585396747,5.50647834708336,4.5486382795508185,5.4888069444390855
56,472.58918676664075,478.04388572760547,732.0251795886396,,300.9306945800781,1422.78466796875,477.9569854736328,708.6518249511719,337.68072509765625,265.857421875,432.3986206054688,679.6868896484375,997.957275390625,886.3046264648438,1136.0306396484375,423.9349365234375,2.846179329294657,3.73923169533159,3.4260337990958205,1.4974729816976855,4.516503099595792,5.988743310795234,3.8680179582402303,5.388226779698741
57,471.2708581159507,474.79172177652964,728.5150552630165,,299.1963195800781,1411.824462890625,482.2169189453125,711.1668090820312,334.08575439453125,267.2038269042969,426.1621398925781,669.6116943359375,990.5062255859376,880.47216796875,1133.109619140625,423.46490478515625,3.8388306630070277,11.849187831546914,9.462331388225003,2.9585960592911107,3.380138224474675,6.69754087490209,5.0696778281344494,5.424704554660332
58,471.9912764591292,473.538201973476,726.7154760518033,,303.6235046386719,1412.15478515625,471.1775207519531,710.8024597167969,338.37017822265625,256.4658203125,439.76220703125,676.5732421875,988.3745727539062,877.9220581054688,1137.0914306640625,423.83294677734375,11.561188221998568,15.278251688788774,3.323703372912759,3.9987845548607655,5.2496668907361395,9.09964943880946,4.424727455863435,3.5600972164518128
59,473.1998528415153,472.8948384131759,724.5497653913045,,303.0635070800781,1412.1657104492188,472.2224426269531,710.8731384277344,337.7582702636719,258.28759765625,441.1423950195313,674.3489990234375,979.8257446289062,876.1690063476562,1135.9857177734375,422.0470275878906,1.9217970861850189,2.6176662384411733,8.72672061981822,2.1005019275761687,4.080732361991782,7.356836759978863,5.608112937125003,2.96435409085699
60,467.4183278478697,471.2939004062211,724.9948619997474,,302.5605773925781,1409.8657836914062,471.48252868652344,702.6505126953125,337.1576538085937,253.66665649414065,443.9464721679688,674.1586303710938,988.6884765625,874.499755859375,1138.4627685546875,417.4792785644531,4.6598108706027075,2.8105317785402386,9.018559448125272,5.196163172380701,4.965561234217596,7.258973846529739,6.791469725635414,3.1503037391612865
61,472.7430290994219,471.32466887277735,723.2273902837943,,301.8825988769531,1408.54638671875,471.80393981933594,709.2569885253906,334.27032470703125,251.70883178710935,444.2731018066406,671.45458984375,974.1264038085938,869.4761352539062,1140.66845703125,416.4277038574219,3.4885164359927567,2.723696402754233,15.404243794414219,2.4435365804727502,5.094028655557215,7.055866788014266,9.187111724699095,3.3395164589162993
62,471.4976832967713,471.3700339089414,723.8388212725049,,300.5029296875,1407.4092407226562,473.2313232421875,704.9375,333.0819702148437,249.3457946777344,444.4549560546875,670.4581298828125,981.8333740234376,866.6649169921875,1139.060791015625,412.2804565429688,2.6450199960275222,1.0129182697948824,8.203678321796355,4.447948999823823,4.8552665221613145,4.888612875663861,8.935381111413365,3.637387047022842
63,465.94486522063255,470.1607516612422,731.2133130015272,,298.6575622558594,1412.2291870117188,474.2223205566406,698.7354736328125,330.1420288085937,250.47552490234372,445.7918701171875,669.6337890625,990.1197509765624,881.4673461914062,1133.5115966796875,388.84130859375,3.1495310528043774,1.5706294911734402,16.96396042223517,24.087075670644808,3.1729350883224763,2.147088436140794,11.663432521277848,7.6550452701796505
64,468.1870977988885,469.15820065271674,729.5642223218188,,299.7165832519531,1411.67626953125,466.3714599609375,699.0035705566406,328.3034973144531,248.40374755859372,447.85650634765625,671.63671875,983.5164184570312,884.091064453125,1128.6964111328125,386.47705078125,2.769920471245078,2.8765343900661184,7.10548364858958,5.364301152508235,3.3425597653344887,2.1988620664657827,11.33918512703212,8.307805115166063
65,463.7828657924473,468.43110824163233,727.3227604743753,,299.9499969482422,1409.7739868164062,467.06602478027344,691.1167297363281,329.5743408203125,246.4741973876953,447.6221008300781,670.082763671875,981.8609619140624,878.522216796875,1125.7584228515625,381.6271362304688,2.310456032561327,1.5715350239500052,5.8096988376489485,5.6704008932915375,2.8726887977262123,1.9510627155477358,10.697413004936855,8.402652659348231
66,465.94311100159774,467.0711246220675,716.2275947361591,,298.9212646484375,1399.143310546875,464.0092468261719,686.0122985839844,326.6662902832031,247.22576904296875,444.7669677734375,669.9266357421875,965.8531494140624,860.21875,1131.8270263671875,397.3087463378906,3.0036008189159524,2.8593986608289765,24.31598153107256,16.814899470144038,2.7757056743108515,1.9782031671626847,12.479760552268523,11.276925237282487
67,465.20969384804505,465.8135267323222,726.4501370663588,,297.23919677734375,1410.372314453125,464.0746612548828,683.1832427978516,326.0923156738281,245.565673828125,443.0339965820313,669.7520751953125,976.9437255859376,876.6185302734375,1122.42724609375,380.3718872070313,1.756520132123256,1.741740662317183,19.797819901221356,19.370417300808917,2.598005701529998,2.1239676456671446,14.798588868153525,14.261418897479507
68,463.5282145001995,465.3301965882356,725.451403163689,,297.56312561035156,1407.0911254882812,464.02308654785156,679.1007080078125,324.1359558105469,244.9048767089844,442.0601806640625,669.5527954101562,980.7171020507812,879.93798828125,1116.09423828125,378.8990478515625,2.0649447322682377,0.9939969189395664,5.025651341972142,6.502018434317439,2.3810884374227705,2.0086411312203696,12.410927052100917,10.744407450214034
69,461.2772632433525,463.94822967712844,722.7803574597771,,295.5442657470703,1401.3958740234375,465.7560729980469,680.5181121826172,320.9529113769531,245.467041015625,441.39306640625,669.411865234375,975.5440673828124,881.5645751953125,1112.8619384765625,380.1134643554688,3.2323057673884845,0.6818377720707887,5.422736639834826,3.4529073941162785,2.4735654966514513,1.5697018076213038,12.074377650349966,10.362128698535642
