frame,person,x_min,x_max,y_min,y_max,centroid_x,centroid_y,com_x,com_y,distance
269,1,0.0,360.0536499023437,0.0,568.194091796875,180.02682495117185,284.0970458984375,233.9119110107422,339.3717842102051,
270,0,0.0,1432.7943115234375,0.0,956.5420532226562,716.3971557617188,478.2710266113281,930.9828186035156,527.7984771728516,570.6074939470237
270,1,0.0,359.670166015625,0.0,568.242919921875,179.8350830078125,284.1214599609375,233.45367813110352,340.144832611084,
271,0,0.0,1428.9951171875,0.0,955.2855834960938,714.49755859375,477.6427917480469,931.3047027587891,527.6708335876465,568.6168721236509
271,1,0.0,359.27276611328125,0.0,569.2872924804688,179.63638305664062,284.6436462402344,233.39162826538086,341.06564712524414,
272,0,0.0,1425.902099609375,0.0,955.5010986328124,712.9510498046875,477.7505493164062,930.2122192382812,527.779167175293,567.800235752711
272,1,0.0,358.6610717773437,0.0,567.4482421875,179.33053588867185,283.72412109375,232.66050338745117,340.42269134521484,
273,0,0.0,1424.934814453125,0.0,949.6455688476562,712.4674072265625,474.8227844238281,929.5715713500977,523.2597808837891,566.6038428925542
273,1,0.0,358.49859619140625,0.0,566.4048461914062,179.24929809570312,283.2024230957031,232.09095764160156,341.4027519226074,
274,0,0.0,1425.69287109375,0.0,947.523681640625,712.846435546875,473.7618408203125,930.0522918701172,522.2983551025391,567.383760180167
274,1,0.0,359.05926513671875,0.0,560.2381591796875,179.52963256835938,280.11907958984375,232.57081604003906,339.9005355834961,
275,0,0.0,1427.185791015625,0.0,949.1032104492188,713.5928955078125,474.5516052246094,929.6357269287109,522.9460296630859,569.2101479584444
275,1,0.0,357.18096923828125,0.0,560.399658203125,178.59048461914062,280.1998291015625,231.95980072021484,338.8483657836914,
276,0,0.0,1427.29541015625,0.0,947.2720947265624,713.647705078125,473.6360473632812,929.8329467773438,521.3187217712402,568.4936491419206
276,1,0.0,358.0010986328125,0.0,560.8140869140625,179.00054931640625,280.40704345703125,232.53815841674805,339.19222259521484,
277,0,0.0,1428.657470703125,0.0,947.519287109375,714.3287353515625,473.7596435546875,931.8973999023438,521.2330169677734,568.6964801726401
277,1,0.0,358.792724609375,0.0,561.446533203125,179.3963623046875,280.7232666015625,232.32326889038086,339.733341217041,
278,0,0.0,1424.31689453125,0.0,944.6324462890624,712.158447265625,472.3162231445312,929.4343795776367,519.9204063415527,566.3868100432103
278,1,0.0,358.7665710449219,0.0,560.212646484375,179.38328552246094,280.1063232421875,232.13980102539062,339.37425994873047,
279,0,0.0,1424.99072265625,0.0,943.8001098632812,712.495361328125,471.9000549316406,929.7173767089844,519.1360778808594,566.1861138920038
279,1,0.0,359.5285949707031,0.0,560.319580078125,179.76429748535156,280.1597900390625,232.77442932128906,339.2902183532715,
280,0,0.0,1428.9517822265625,0.0,943.75390625,714.4758911132812,471.876953125,930.5120849609375,518.6118316650391,567.266466521573
280,1,0.0,359.853759765625,0.0,564.0245361328125,179.9268798828125,282.01226806640625,232.68976593017578,341.02962493896484,
281,0,0.0,1425.74755859375,0.0,966.88427734375,712.873779296875,483.442138671875,930.2774963378906,517.8701286315918,570.2440204528264
281,1,0.0,358.8149719238281,0.0,563.9353637695312,179.40748596191406,281.9676818847656,232.18251037597656,342.1151123046875,
282,0,0.0,1423.142578125,0.0,940.4397583007812,711.5712890625,470.2198791503906,928.2109375,516.8880043029785,565.493710654947
282,1,0.0,357.0985412597656,0.0,562.7061767578125,178.5492706298828,281.35308837890625,231.86799240112305,341.4021644592285,
283,0,0.0,1419.68505859375,0.0,940.394775390625,709.842529296875,470.1973876953125,926.9795074462891,517.7761535644531,564.2607859840244
283,1,0.0,356.28082275390625,0.0,562.5953979492188,178.14041137695312,281.2976989746094,231.48357009887695,340.4974174499512,
284,0,0.0,1431.079833984375,0.0,941.3973388671876,715.5399169921875,470.6986694335938,931.489013671875,518.984489440918,570.3975017380023
284,1,0.0,355.4617004394531,0.0,561.3198852539062,177.73085021972656,280.6599426269531,230.86469268798828,341.15068435668945,
285,0,0.0,1427.0587158203125,0.0,940.8182373046876,713.5293579101562,470.4091186523438,928.88720703125,518.5317726135254,569.0449542193828
285,1,0.0,354.8466491699219,0.0,559.2295532226562,177.42332458496094,279.6147766113281,230.4494400024414,339.9664497375488,
286,0,0.0,1453.4361572265625,0.0,971.499755859375,726.7180786132812,485.7498779296875,936.3109817504883,524.5419692993164,586.5947166102372
286,1,0.0,354.74774169921875,0.0,560.0909423828125,177.37387084960938,280.04547119140625,230.3918113708496,340.8582191467285,
287,0,0.0,1448.630126953125,0.0,971.6687622070312,724.3150634765625,485.8343811035156,935.3783111572266,523.5980453491211,583.8167553823159
287,1,0.0,355.5235595703125,0.0,561.1982421875,177.76177978515625,280.59912109375,230.38555145263672,341.5201873779297,
288,0,0.0,1453.92529296875,0.0,973.7056274414062,726.962646484375,486.8528137207031,936.8928680419922,524.511474609375,587.2079614655427
288,1,0.0,354.8687744140625,0.0,559.788330078125,177.43438720703125,279.8941650390625,230.32578659057617,341.6989555358887,
289,0,0.0,1464.04248046875,0.0,978.1331176757812,732.021240234375,489.0665588378906,939.2472229003906,526.8381423950195,592.1821523189179
289,1,0.0,354.98876953125,0.0,562.5387573242188,177.494384765625,281.2693786621094,229.8432388305664,342.1449966430664,
290,0,0.0,1469.24658203125,0.0,979.999755859375,734.623291015625,489.9998779296875,941.2139587402344,530.7128601074219,594.8708836377305
290,1,0.0,355.29107666015625,0.0,562.1617431640625,177.64553833007812,281.08087158203125,230.06827545166016,341.3154830932617,
291,0,0.0,1471.907470703125,0.0,979.2725830078124,735.9537353515625,489.6362915039062,939.8349151611328,531.3807067871094,595.6034938639099
291,1,0.0,355.9942626953125,0.0,562.485107421875,177.99713134765625,281.2425537109375,230.0415916442871,341.8917999267578,
292,0,0.0,1451.5201416015625,0.0,973.7763061523438,725.7600708007812,486.8881530761719,942.4195098876953,543.6633682250977,585.1650739013545
292,1,0.0,355.9412841796875,0.0,562.21875,177.97064208984375,281.109375,230.65109252929688,341.5335998535156,
293,0,0.0,1483.925537109375,0.0,984.5283203125,741.9627685546875,492.26416015625,944.8866806030273,541.9428482055664,602.47100217316
293,1,0.0,355.6220397949219,0.0,561.661376953125,177.81101989746094,280.8306884765625,231.10284042358398,340.7903366088867,
294,0,0.0,1472.4539794921875,0.0,985.5316772460938,736.2269897460938,492.7658386230469,942.4411773681641,535.7642517089844,597.1833108230402
294,1,0.0,355.17352294921875,0.0,563.3989868164062,177.58676147460938,281.6994934082031,230.60583877563477,341.6622543334961,
295,0,0.0,1482.6181640625,0.0,985.15576171875,741.30908203125,492.577880859375,945.8414916992188,547.9479141235352,602.1381792758149
295,1,0.0,354.2886047363281,0.0,564.2591552734375,177.14430236816406,282.12957763671875,230.01808166503906,341.4598083496094,
296,0,0.0,1469.4608154296875,0.0,982.1068725585938,734.7304077148438,491.0534362792969,946.5542831420898,541.012825012207,595.4499903405008
296,1,0.0,354.392822265625,0.0,563.9368896484375,177.1964111328125,281.96844482421875,230.4900894165039,341.76186752319336,
297,0,0.0,1467.13720703125,0.0,950.6771240234376,733.568603515625,475.3385620117188,948.38330078125,536.3586349487305,589.4524669477772
297,1,0.0,354.5242919921875,0.0,560.921630859375,177.26214599609375,280.4608154296875,229.68814849853516,340.1854667663574,
298,0,0.0,1474.193359375,0.0,953.5733642578124,737.0966796875,476.7866821289062,947.5220947265625,543.0203399658203,593.738193032106
298,1,0.0,353.84149169921875,0.0,559.9849243164062,176.92074584960938,279.9924621582031,229.8188133239746,339.3814163208008,
299,0,0.0,1475.8570556640625,0.0,952.7762451171876,737.9285278320312,476.3881225585938,950.2426452636719,548.7768630981445,593.74807226846
299,1,0.0,355.01763916015625,0.0,560.5185546875,177.50881958007812,280.25927734375,230.4998435974121,340.21173095703125,
300,0,0.0,1490.228271484375,0.0,950.02294921875,745.1141357421875,475.011474609375,952.0069427490234,552.8963088989258,600.0622303973291
300,1,0.0,355.5375671386719,0.0,559.1575927734375,177.76878356933594,279.57879638671875,230.92794036865234,338.7927665710449,
301,0,0.0,1495.68408203125,0.0,952.6909790039062,747.842041015625,476.3454895019531,956.9676818847656,559.7851791381836,603.0527759262429
301,1,0.0,355.078857421875,0.0,560.6318969726562,177.5394287109375,280.3159484863281,230.7740707397461,339.5490608215332,
302,0,0.0,1502.164794921875,0.0,952.9495849609376,751.0823974609375,476.4747924804688,972.2740478515625,574.8751602172852,606.1567303510494
302,1,0.0,355.0644836425781,0.0,560.6935424804688,177.53224182128906,280.3467712402344,231.19019317626953,339.8772659301758,
303,0,0.0,1501.1209716796875,0.0,954.123291015625,750.5604858398438,477.0616455078125,972.1028900146484,574.3819198608398,604.8631946319099
303,1,0.0,356.6995544433594,0.0,562.0294799804688,178.3497772216797,281.0147399902344,231.21660995483398,340.2822608947754,
304,0,0.0,1505.2291259765625,0.0,955.294677734375,752.6145629882812,477.6473388671875,968.3941650390625,568.9838104248047,607.3314553782523
304,1,0.0,357.0010070800781,0.0,559.0899658203125,178.50050354003906,279.54498291015625,231.1945915222168,339.66422271728516,
305,0,0.0,1500.76416015625,0.0,956.626953125,750.382080078125,478.3134765625,967.7993011474609,567.7163848876953,604.6614694614161
305,1,0.0,358.40087890625,0.0,559.804443359375,179.200439453125,279.9022216796875,231.8008918762207,339.0791206359863,
306,0,0.0,1492.557373046875,0.0,956.3856811523438,746.2786865234375,478.1928405761719,967.1766815185547,560.7497634887695,600.810487170375
306,1,0.0,358.2817077636719,0.0,559.7603149414062,179.14085388183594,279.8801574707031,232.01566314697266,340.03376388549805,
307,0,0.0,1499.54833984375,0.0,957.044921875,749.774169921875,478.5224609375,971.7541656494141,567.8079452514648,604.3647048043158
307,1,0.0,358.8748779296875,0.0,557.181396484375,179.43743896484375,278.5906982421875,232.42585372924805,338.48258209228516,
308,0,0.0,1505.459716796875,0.0,958.2881469726562,752.7298583984375,479.1440734863281,974.1487579345703,570.7833023071289,607.8745214206768
308,1,0.0,358.17852783203125,0.0,556.0548706054688,179.08926391601562,278.0274353027344,232.5590934753418,338.51982498168945,
309,0,0.0,1506.9649658203125,0.0,959.6329345703124,753.4824829101562,479.8164672851562,977.8190612792969,576.2669067382812,608.4099287775601
309,1,0.0,358.9968566894531,0.0,556.1235961914062,179.49842834472656,278.0617980957031,232.8169174194336,338.46617126464844,
310,0,0.0,1505.497802734375,0.0,961.90869140625,752.7489013671875,480.954345703125,974.2815246582031,571.3744277954102,607.0144393976971
310,1,0.0,359.42926025390625,0.0,561.417724609375,179.71463012695312,280.7088623046875,233.63501739501953,339.6299705505371,
311,0,0.0,1505.8831787109375,0.0,963.186767578125,752.9415893554688,481.5933837890625,973.6190032958984,568.8411636352539,607.1324360843697
311,1,0.0,359.7409973144531,0.0,562.19140625,179.87049865722656,281.095703125,233.73620986938477,339.72704696655273,
312,0,0.0,1516.201904296875,0.0,959.89306640625,758.1009521484375,479.946533203125,983.8313446044922,577.4470520019531,611.8430006051841
312,1,0.0,361.096923828125,0.0,555.9872436523438,180.5484619140625,277.9936218261719,233.06916046142578,336.7671432495117,
313,0,0.0,1512.861328125,0.0,958.5316162109376,756.4306640625,479.2658081054688,981.2764282226562,577.2271194458008,608.5386850826425
313,1,0.0,359.06866455078125,0.0,571.181884765625,179.53433227539062,285.5909423828125,232.80388259887695,341.07411193847656,
314,0,0.0,1508.322509765625,0.0,958.1046142578124,754.1612548828125,479.0523071289062,978.4506530761719,575.6628952026367,606.580176239435
314,1,0.0,358.1581420898437,0.0,572.2549438476562,179.07907104492185,286.1274719238281,232.09090423583984,341.1790351867676,
315,0,0.0,1509.0985107421875,0.0,949.0303344726562,754.5492553710938,474.5151672363281,975.2616577148438,563.1513290405273,605.3515155470499
315,1,0.0,359.0238647460937,0.0,570.7048950195312,179.51193237304685,285.3524475097656,233.2624053955078,341.5597343444824,
316,0,0.0,1511.564208984375,0.0,948.6259765625,755.7821044921875,474.31298828125,978.5991516113281,565.0180053710938,606.1939758844519
316,1,0.0,359.793701171875,0.0,570.0639038085938,179.8968505859375,285.0319519042969,233.35513305664062,341.8931007385254,
317,0,0.0,1508.57470703125,0.0,949.0999755859376,754.287353515625,474.5499877929688,976.8326873779297,559.580924987793,605.0045120895716
317,1,0.0,358.97882080078125,0.0,571.54052734375,179.48941040039062,285.770263671875,233.00511932373047,342.8785705566406,
318,0,0.0,1508.3466796875,0.0,947.8739013671876,754.17333984375,473.9369506835938,975.0491790771484,556.0661544799805,605.0827030348216
318,1,0.0,358.2840576171875,0.0,571.2357788085938,179.14202880859375,285.6178894042969,232.92576217651367,342.3472557067871,
319,0,0.0,1499.0848388671875,0.0,956.3530883789062,749.5424194335938,478.1765441894531,971.8293609619141,556.8659362792969,601.2159473624616
319,1,0.0,360.2635498046875,0.0,570.4404907226562,180.13177490234375,285.2202453613281,233.65667724609375,342.50318145751953,
320,0,0.0,1502.388671875,0.0,955.6708374023438,751.1943359375,477.8354187011719,971.2353210449219,562.3257064819336,602.3818179719265
320,1,0.0,360.72845458984375,0.0,570.8756103515625,180.36422729492188,285.43780517578125,234.10973358154297,341.6297607421875,
321,0,0.0,1503.41845703125,0.0,945.5667114257812,751.709228515625,472.7833557128906,973.3831024169922,556.8803863525391,601.0391140879462
321,1,0.0,361.2302551269531,0.0,570.8692626953125,180.61512756347656,285.43463134765625,234.09479141235352,341.4735908508301,
322,0,0.0,1500.506591796875,0.0,948.2316284179688,750.2532958984375,474.1158142089844,968.8174896240234,555.4486846923828,600.6526011998517
322,1,0.0,359.8284912109375,0.0,571.4191284179688,179.91424560546875,285.7095642089844,232.91141510009766,342.0972099304199,
323,0,0.0,1498.39013671875,0.0,946.47998046875,749.195068359375,473.239990234375,970.1898498535156,554.4429550170898,599.1088044976476
323,1,0.0,360.57427978515625,0.0,570.8464965820312,180.28713989257812,285.4232482910156,233.22569274902344,341.9970283508301,
324,0,0.0,1498.7559814453125,0.0,955.1343994140624,749.3779907226562,477.5671997070312,971.2795715332031,558.6618957519531,600.9695789716639
324,1,0.0,359.6643981933594,0.0,571.5615844726562,179.8321990966797,285.7807922363281,232.94329452514648,341.5902404785156,
325,0,0.0,1503.801513671875,0.0,945.5223999023438,751.9007568359375,472.7611999511719,975.7358245849609,555.7179260253906,602.0169858893113
325,1,0.0,359.6936340332031,0.0,570.4024658203125,179.84681701660156,285.20123291015625,232.4607391357422,341.81806564331055,
326,0,0.0,1502.3580322265625,0.0,948.1083984375,751.1790161132812,474.05419921875,972.1794586181641,550.8625640869141,602.2816073899048
326,1,0.0,358.2479553222656,0.0,571.2998657226562,179.1239776611328,285.6499328613281,231.85911560058594,342.15896224975586,
327,0,0.0,1497.39794921875,0.0,945.7269287109376,748.698974609375,472.8634643554688,972.1838531494141,550.1895446777344,598.8091404776218
327,1,0.0,359.39044189453125,0.0,572.5936279296875,179.69522094726562,286.29681396484375,232.14211654663086,341.24744415283203,
328,0,0.0,1496.248046875,0.0,957.92626953125,748.1240234375,478.963134765625,968.6373138427734,553.093505859375,601.0733978696063
328,1,0.0,357.7374267578125,0.0,571.9852294921875,178.86871337890625,285.99261474609375,231.6865997314453,341.22535705566406,
329,0,0.0,1497.1563720703125,0.0,958.516845703125,748.5781860351562,479.2584228515625,969.0452880859375,555.5403137207031,602.6239526073743
329,1,0.0,356.2486877441406,0.0,569.9912109375,178.1243438720703,284.99560546875,230.82261276245117,341.26004791259766,
330,0,0.0,1499.908447265625,0.0,957.6099853515624,749.9542236328125,478.8049926757812,970.9058685302734,554.1753387451172,606.5539147093566
330,1,0.0,355.7152099609375,0.0,554.5560913085938,177.85760498046875,277.2780456542969,230.41626358032227,336.31592559814453,
331,0,0.0,1493.9659423828125,0.0,957.3396606445312,746.9829711914062,478.6698303222656,968.3344421386719,552.3387832641602,602.1540088739565
331,1,0.0,353.8432006835937,0.0,569.4248046875,176.92160034179685,284.71240234375,230.0674819946289,340.41233825683594,
332,0,0.0,1490.46337890625,0.0,945.85205078125,745.231689453125,472.926025390625,968.1178436279297,549.1613616943359,597.6815330746938
332,1,0.0,355.1977844238281,0.0,571.599609375,177.59889221191406,285.7998046875,230.04581832885742,340.201358795166,
333,0,0.0,1490.623291015625,0.0,946.5277099609376,745.3116455078125,473.2638549804688,965.7127227783203,547.1688804626465,596.6887584019138
333,1,0.0,356.369873046875,0.0,575.5572509765625,178.1849365234375,287.77862548828125,229.99422454833984,340.9540481567383,
334,0,0.0,1491.49560546875,0.0,946.9552001953124,745.747802734375,473.4776000976562,966.0152282714844,546.396110534668,597.2351604681764
334,1,0.0,356.4692687988281,0.0,574.83349609375,178.23463439941406,287.416748046875,229.86727905273438,340.89887619018555,
335,0,0.0,1494.052978515625,0.0,948.03515625,747.0264892578125,474.017578125,967.1239776611328,547.7461547851562,599.8477358167532
335,1,0.0,354.02154541015625,0.0,574.4075927734375,177.01077270507812,287.20379638671875,229.54399490356445,340.2084732055664,
336,0,0.0,1493.440185546875,0.0,946.956298828125,746.7200927734375,473.4781494140625,965.1434478759766,541.6260871887207,599.0876240417817
336,1,0.0,355.0918884277344,0.0,573.0751953125,177.5459442138672,286.53759765625,229.77342987060547,339.7892608642578,
337,0,0.0,1492.8212890625,0.0,947.7904052734376,746.41064453125,473.8952026367188,964.7319946289062,541.0268096923828,599.3810066114318
337,1,0.0,354.3683776855469,0.0,572.3502197265625,177.18418884277344,286.17510986328125,229.2533950805664,339.72047424316406,
338,0,0.0,1495.646728515625,0.0,949.1600341796876,747.8233642578125,474.5800170898438,964.7940521240234,540.9073486328125,600.8737457660887
338,1,0.0,354.31658935546875,0.0,572.9120483398438,177.15829467773438,286.4560241699219,230.2452850341797,343.9997901916504,
339,0,0.0,1497.5284423828125,0.0,949.58203125,748.7642211914062,474.791015625,965.8131866455078,542.7097969055176,601.1450955901652
339,1,0.0,355.1709289550781,0.0,574.720703125,177.58546447753906,287.3603515625,229.4588279724121,340.8248710632324,
340,0,0.0,1500.83154296875,0.0,950.257568359375,750.415771484375,475.1287841796875,968.6306915283203,542.8914527893066,603.2569660999368
340,1,0.0,354.1340637207031,0.0,575.0765991210938,177.06703186035156,287.5382995605469,229.14641571044922,341.5538215637207,
341,0,0.0,1501.7879638671875,0.0,952.827392578125,750.8939819335938,476.4136962890625,967.6382904052734,545.7792739868164,604.0184214927556
341,1,0.0,354.0735778808594,0.0,575.859619140625,177.0367889404297,287.9298095703125,228.83172988891602,341.91575622558594,
342,0,0.0,1503.0465087890625,0.0,952.4661254882812,751.5232543945312,476.2330627441406,967.3630676269531,545.7544860839844,606.7705014512584
342,1,0.0,355.2449951171875,0.0,558.4693603515625,177.62249755859375,279.23468017578125,229.60193634033203,337.8963737487793,
343,0,0.0,1504.004638671875,0.0,954.7201538085938,752.0023193359375,477.3600769042969,967.9068450927734,547.0513496398926,605.7790094220162
343,1,0.0,355.7822265625,0.0,568.1220092773438,177.89111328125,284.0610046386719,229.34369277954102,339.7149085998535,
344,0,0.0,1503.590576171875,0.0,957.83935546875,751.7952880859375,478.919677734375,967.4242553710938,546.8312606811523,605.9778561084107
344,1,0.0,355.9252014160156,0.0,568.3514404296875,177.9626007080078,284.17572021484375,229.30439376831055,340.22705459594727,
345,0,0.0,1506.115966796875,0.0,958.9571533203124,753.0579833984375,479.4785766601562,970.7840118408203,546.1450042724609,607.3525935002
345,1,0.0,355.3790588378906,0.0,569.9671020507812,177.6895294189453,284.9835510253906,229.00345993041992,340.6640968322754,
346,0,0.0,1505.7930908203125,0.0,958.9092407226562,752.8965454101562,479.4546203613281,972.4091186523438,546.0746383666992,607.2108611582483
346,1,0.0,355.482666015625,0.0,569.5430297851562,177.7413330078125,284.7715148925781,229.30187225341797,341.0361976623535,
347,0,0.0,1502.0655517578125,0.0,961.2398681640624,751.0327758789062,480.6199340820312,970.1578826904297,541.9167175292969,606.2208486645014
347,1,0.0,354.8109130859375,0.0,569.038818359375,177.40545654296875,284.5194091796875,229.02933883666992,340.95463943481445,
348,0,0.0,1503.482177734375,0.0,959.9653930664062,751.7410888671875,479.9826965332031,972.5873413085938,540.8513412475586,605.8234543224078
348,1,0.0,353.45953369140625,0.0,578.473388671875,176.72976684570312,289.2366943359375,229.39717483520508,345.0168800354004,
349,0,0.0,1501.5596923828125,0.0,962.107177734375,750.7798461914062,481.0535888671875,972.8822479248047,539.8707275390625,605.3118519978036
349,1,0.0,353.55401611328125,0.0,577.799072265625,176.77700805664062,288.8995361328125,229.57576370239258,344.47716903686523,
350,0,0.0,1504.329833984375,0.0,965.1725463867188,752.1649169921875,482.5862731933594,972.9500732421875,541.5234375,606.6625058220721
350,1,0.0,354.32110595703125,0.0,578.3424682617188,177.16055297851562,289.1712341308594,230.24785995483398,344.6798629760742,
351,0,0.0,1506.296630859375,0.0,965.8522338867188,753.1483154296875,482.9261169433594,974.0943298339844,541.0150146484375,609.07437529051
351,1,0.0,352.9172668457031,0.0,573.9307861328125,176.45863342285156,286.96539306640625,228.53457641601562,342.9819869995117,
352,0,0.0,1506.450927734375,0.0,967.6690063476562,753.2254638671875,483.8345031738281,974.7072143554688,541.2636108398438,609.8161815737152
352,1,0.0,352.120849609375,0.0,573.9366455078125,176.0604248046875,286.96832275390625,227.7118377685547,343.9444007873535,
353,0,0.0,1509.2412109375,0.0,970.8692626953124,754.62060546875,485.4346313476562,975.1670989990234,542.7489242553711,613.6789750161577
353,1,0.0,352.7574768066406,0.0,559.8304443359375,176.3787384033203,279.91522216796875,227.88735961914062,339.4560317993164,
354,0,0.0,1510.8416748046875,0.0,969.91748046875,755.4208374023438,484.958740234375,975.8251037597656,543.4604034423828,614.2117518323219
354,1,0.0,352.7721862792969,0.0,560.1622314453125,176.38609313964844,280.08111572265625,227.7723274230957,339.7370300292969,
355,0,0.0,1512.244384765625,0.0,974.3486938476562,756.1221923828125,487.1743469238281,975.2334899902344,547.0283737182617,613.4578836323473
355,1,0.0,352.0390625,0.0,575.2924194335938,176.01953125,287.6462097167969,227.4583511352539,344.5171356201172,
356,0,0.0,1512.677001953125,0.0,974.18798828125,756.3385009765625,487.093994140625,977.4856872558594,545.3657455444336,613.0399158473468
356,1,0.0,352.78521728515625,0.0,576.79296875,176.39260864257812,288.396484375,227.8737449645996,344.1052780151367,
357,0,0.0,1504.590576171875,0.0,976.40673828125,752.2952880859375,488.203369140625,972.9557189941406,546.5026016235352,609.4080384214205
357,1,0.0,352.88897705078125,0.0,577.5382690429688,176.44448852539062,288.7691345214844,227.62116622924805,344.3922996520996,
358,0,0.0,1504.0924072265625,0.0,975.0741577148438,752.0462036132812,487.5370788574219,975.0100555419922,545.37255859375,609.1043446900401
358,1,0.0,352.7452697753906,0.0,577.0387573242188,176.3726348876953,288.5193786621094,227.66262817382812,344.32825469970703,
359,0,0.0,1504.8204345703125,0.0,976.7281494140624,752.4102172851562,488.3640747070312,974.4365081787109,546.2839813232422,609.1695294423979
359,1,0.0,352.7716064453125,0.0,580.327392578125,176.38580322265625,290.1636962890625,227.45600128173828,345.2302017211914,
360,0,0.0,1503.7021484375,0.0,977.3351440429688,751.85107421875,488.6675720214844,973.5353698730469,545.9420013427734,609.4109005973103
360,1,0.0,351.5517883300781,0.0,579.7472534179688,175.77589416503906,289.8736267089844,226.9237518310547,344.7533988952637,
361,0,0.0,1503.2244873046875,0.0,977.6239013671876,751.6122436523438,488.8119506835938,973.3979339599609,544.9494705200195,609.1939297834987
361,1,0.0,351.727783203125,0.0,579.4727783203125,175.8638916015625,289.73638916015625,227.00994873046875,344.7757339477539,
362,0,0.0,1503.219970703125,0.0,977.1009521484376,751.6099853515625,488.5504760742188,973.7001495361328,544.9557571411133,609.2009395161867
362,1,0.0,351.4107666015625,0.0,579.811767578125,175.70538330078125,289.9058837890625,226.673978805542,345.5599670410156,
363,0,0.0,1502.931396484375,0.0,978.7283935546876,751.4656982421875,489.3641967773438,972.2491149902344,547.6533126831055,610.1316866405703
363,1,0.0,350.3316345214844,0.0,578.0333862304688,175.1658172607422,289.0166931152344,225.74541473388672,345.6262893676758,
364,0,0.0,1500.201171875,0.0,980.6255493164062,750.1005859375,490.3127746582031,971.9810180664062,546.7305603027344,610.6177178174856
364,1,0.0,351.4383239746094,0.0,566.186279296875,175.7191619873047,283.0931396484375,226.6479148864746,341.2416534423828,
365,0,0.0,1503.952880859375,0.0,981.3960571289062,751.9764404296875,490.6980285644531,973.2721252441406,548.7266159057617,612.0116028298489
365,1,0.0,351.5891418457031,0.0,568.7332153320312,175.79457092285156,284.3666076660156,226.4765625,341.85941314697266,
366,0,0.0,1501.6453857421875,0.0,980.9381103515624,750.8226928710938,490.4690551757812,970.8287200927734,548.2100677490234,611.0114170241756
366,1,0.0,351.4619140625,0.0,568.1212158203125,175.73095703125,284.06060791015625,225.56746101379395,342.6651268005371,
367,0,0.0,1501.545166015625,0.0,979.6219482421876,750.7725830078125,489.8109741210938,973.2532043457031,546.7043991088867,610.5880636363455
367,1,0.0,348.9072265625,0.0,576.264892578125,174.45361328125,288.1324462890625,224.4005012512207,345.37884521484375,
368,0,0.0,1502.358642578125,0.0,978.23876953125,751.1793212890625,489.119384765625,974.0398101806641,545.9232711791992,611.463753798946
368,1,0.0,347.6893920898437,0.0,575.3856811523438,173.84469604492185,287.6928405761719,224.2057056427002,345.12564849853516,
369,0,0.0,1502.50341796875,0.0,979.281005859375,751.251708984375,489.6405029296875,974.6576538085938,546.4511489868164,615.0269951752621
369,1,0.0,337.29693603515625,0.0,585.1659545898438,168.64846801757812,292.5829772949219,140.1962013244629,224.1705322265625,
370,0,0.0,1505.884765625,0.0,977.5341796875,752.9423828125,488.76708984375,977.1836090087891,545.8909301757812,617.4778018507016
370,1,0.0,336.8807373046875,0.0,579.357177734375,168.44036865234375,289.6785888671875,140.2206325531006,222.71284103393555,
371,0,0.0,1507.85205078125,0.0,977.6002807617188,753.926025390625,488.8001403808594,977.3329467773438,545.6454772949219,620.1646246638211
371,1,0.0,335.0570678710937,0.0,573.9066162109375,167.52853393554685,286.95330810546875,136.79628372192383,221.63480377197266,
372,0,0.0,1508.9775390625,0.0,974.8284912109376,754.48876953125,487.4142456054688,976.9958038330078,544.2178421020508,618.8501391803053
372,1,0.0,337.1420288085937,0.0,576.452392578125,168.57101440429685,288.2261962890625,138.6310214996338,221.3882179260254,
373,0,0.0,1507.5081787109375,0.0,974.7994995117188,753.7540893554688,487.3997497558594,977.3135986328125,542.916748046875,617.9748973093683
373,1,0.0,336.602294921875,0.0,579.1338500976562,168.3011474609375,289.5669250488281,138.08867645263672,222.3102569580078,
374,0,0.0,1509.0294189453125,0.0,973.8662109375,754.5147094726562,486.93310546875,976.7242889404297,542.5200347900391,618.1365027203625
374,1,0.0,336.6327514648437,0.0,581.6201171875,168.31637573242185,290.81005859375,138.49734115600586,223.37142944335938,
375,0,0.0,1507.062255859375,0.0,973.60302734375,753.5311279296875,486.801513671875,976.2301330566406,542.6675186157227,617.4188963517366
375,1,0.0,336.2191162109375,0.0,581.2374877929688,168.10955810546875,290.6187438964844,137.91204643249512,223.21971130371094,
376,0,0.0,1507.852294921875,0.0,973.349853515625,753.9261474609375,486.6749267578125,976.9135437011719,542.2081451416016,618.8341829542674
376,1,0.0,335.8364562988281,0.0,575.6038818359375,167.91822814941406,287.80194091796875,135.70072746276855,221.85517120361328,
377,0,0.0,1507.3607177734375,0.0,974.4788818359376,753.6803588867188,487.2394409179688,977.4942321777344,542.6950607299805,617.7395134865852
377,1,0.0,336.11627197265625,0.0,581.2933349609375,168.05813598632812,290.64666748046875,133.59455680847168,225.8239517211914,
378,0,0.0,1506.98828125,0.0,972.578125,753.494140625,486.2890625,977.1732940673828,542.178108215332,617.6511879015753
378,1,0.0,334.9093322753906,0.0,582.4462280273438,167.4546661376953,291.2231140136719,134.49727058410645,225.39709091186523,
