frame,person,x_min,x_max,y_min,y_max,centroid_x,centroid_y,com_x,com_y,distance
37,1,0.0,319.00799560546875,0.0,597.927734375,159.50399780273438,298.9638671875,108.75768661499023,147.09589004516602,
38,0,0.0,1499.289794921875,0.0,911.5035400390624,749.6448974609375,455.7517700195312,965.6840362548828,566.6953887939453,608.4334548664176
38,1,0.0,323.0917053222656,0.0,599.5369873046875,161.5458526611328,299.76849365234375,109.73114776611328,148.08871841430664,
39,0,0.0,1498.1065673828125,0.0,908.6033935546876,749.0532836914062,454.3016967773438,965.76025390625,565.7921142578125,608.274977032919
39,1,0.0,322.5605773925781,0.0,595.41748046875,161.28028869628906,297.708740234375,110.04890060424805,147.2718505859375,
40,0,0.0,1496.389404296875,0.0,906.75927734375,748.1947021484375,453.379638671875,965.6674957275391,564.5693588256836,605.4652069436353
40,1,0.0,326.1910095214844,0.0,595.3300170898438,163.0955047607422,297.6650085449219,111.18997955322266,146.92181396484375,
41,0,0.0,326.8010559082031,0.0,596.1368408203125,163.40052795410156,298.06842041015625,148.08297729492188,214.72625350952148,603.7109507648909
41,1,0.0,1494.015869140625,0.0,905.1307373046876,747.0079345703125,452.5653686523438,964.3461837768555,564.5961151123047,
42,0,0.0,1492.146484375,0.0,905.276611328125,746.0732421875,452.6383056640625,964.3187713623047,564.625617980957,603.5489369338702
42,1,0.0,326.8832702636719,0.0,590.2418212890625,163.44163513183594,295.12091064453125,147.4657974243164,212.96016311645508,
43,0,0.0,328.42828369140625,0.0,596.725341796875,164.21414184570312,298.3626708984375,150.10693740844727,215.4760284423828,602.1517318963553
43,1,0.0,1492.8900146484375,0.0,903.931640625,746.4450073242188,451.9658203125,963.9613723754883,564.2046585083008,
44,0,0.0,328.5610656738281,0.0,593.6343383789062,164.28053283691406,296.8171691894531,149.50830459594727,214.21114349365234,601.9144965491997
44,1,0.0,1492.677490234375,0.0,900.2891845703125,746.3387451171875,450.14459228515625,963.837516784668,562.6957168579102,
45,0,0.0,329.03955078125,0.0,597.5960693359375,164.519775390625,298.79803466796875,149.2207260131836,215.1476058959961,602.9147572857119
45,1,0.0,1496.29052734375,0.0,900.1683349609375,748.145263671875,450.08416748046875,964.6490631103516,562.2970581054688,
46,0,0.0,334.3056640625,0.0,594.72021484375,167.15283203125,297.360107421875,113.37403869628906,148.71583938598633,599.6477994032794
46,1,0.0,1494.4581298828125,0.0,898.621826171875,747.2290649414062,449.3109130859375,966.3231353759766,559.3616180419922,
47,0,0.0,330.41796875,0.0,599.4613647460938,165.208984375,299.7306823730469,151.4340476989746,214.7596435546875,601.9207799422039
47,1,0.0,1496.52587890625,0.0,898.5045776367188,748.262939453125,449.2522888183594,964.9042053222656,558.8912734985352,
48,0,0.0,334.23809814453125,0.0,599.5274047851562,167.11904907226562,299.7637023925781,154.35094451904297,214.81662368774414,600.2519310755187
48,1,0.0,1498.211181640625,0.0,893.4256591796875,749.1055908203125,446.71282958984375,965.4680252075195,557.5073471069336,
49,0,0.0,336.5809020996094,0.0,598.4143676757812,168.2904510498047,299.2071838378906,155.44448852539062,215.5235137939453,597.5848473875918
49,1,0.0,1495.524658203125,0.0,890.4417114257812,747.7623291015625,445.2208557128906,963.724479675293,557.4635238647461,
50,0,0.0,338.1015930175781,0.0,596.3984985351562,169.05079650878906,298.1992492675781,156.59026336669922,214.23085403442383,597.8133786327083
50,1,0.0,1497.7144775390625,0.0,887.6394653320312,748.8572387695312,443.8197326660156,963.8870315551758,557.6276702880859,
51,0,0.0,339.4496459960937,0.0,598.39697265625,169.72482299804685,299.198486328125,157.3780403137207,216.3104476928711,593.2445861106845
51,1,0.0,1491.30224609375,0.0,882.9881591796875,745.651123046875,441.49407958984375,961.1303939819336,556.0822143554688,
52,0,0.0,341.96051025390625,0.0,606.0712280273438,170.98025512695312,303.0356140136719,157.28913116455078,221.7602081298828,590.9608341703896
52,1,0.0,1490.9638671875,0.0,883.0732421875,745.48193359375,441.53662109375,959.4701461791992,556.1734924316406,
53,0,0.0,346.6603698730469,0.0,595.854248046875,173.33018493652344,297.9271240234375,157.79691314697266,219.91567993164062,583.0040185286321
53,1,0.0,1475.3145751953125,0.0,888.62451171875,737.6572875976562,444.312255859375,959.7686080932617,555.4364395141602,
54,0,0.0,358.3792724609375,0.0,600.1732177734375,179.18963623046875,300.08660888671875,162.5500946044922,219.04681777954102,575.6461921774486
54,1,0.0,1473.3341064453125,0.0,887.139892578125,736.6670532226562,443.5699462890625,957.035514831543,555.8302307128906,
55,0,0.0,355.60504150390625,0.0,598.327392578125,177.80252075195312,299.1636962890625,161.90477752685547,218.72161865234375,577.4278975610812
55,1,0.0,1473.931884765625,0.0,886.48876953125,736.9659423828125,443.244384765625,956.7504653930664,553.5302047729492,
56,0,0.0,355.1947021484375,0.0,597.8097534179688,177.59735107421875,298.9048767089844,161.84210205078125,217.01498794555664,576.5286720086225
56,1,0.0,1471.578125,0.0,886.3046264648438,735.7890625,443.1523132324219,954.3629913330078,552.4688873291016,
57,0,0.0,348.15301513671875,0.0,587.6192626953125,174.07650756835938,293.80963134765625,160.07892608642578,218.0844841003418,578.7613319453702
57,1,0.0,1467.880615234375,0.0,880.994140625,733.9403076171875,440.4970703125,949.2979125976562,552.2499618530273,
58,0,0.0,350.4584350585937,0.0,598.7706909179688,175.22921752929685,299.3853454589844,162.00945281982422,213.99713897705078,577.6830427438522
58,1,0.0,1470.5174560546875,0.0,882.2113037109375,735.2587280273438,441.10565185546875,948.605827331543,551.322380065918,
59,0,0.0,357.5860595703125,0.0,599.3158569335938,178.79302978515625,299.6579284667969,162.68391799926758,215.38734436035156,575.8791490747556
59,1,0.0,1473.459228515625,0.0,884.5775756835938,736.7296142578125,442.2887878417969,947.0955429077148,551.1959533691406,
60,0,0.0,354.8750915527344,0.0,599.4409790039062,177.4375457763672,299.7204895019531,162.14423751831055,214.470703125,572.9526918118501
60,1,0.0,1466.49609375,0.0,877.645751953125,733.248046875,438.8228759765625,947.5556335449219,548.7631225585938,
61,0,0.0,349.45269775390625,0.0,598.936767578125,174.72634887695312,299.4683837890625,160.93602752685547,214.1317367553711,579.1689535789278
61,1,0.0,1472.25244140625,0.0,883.6602172851562,736.126220703125,441.8301086425781,944.0703506469727,548.8560409545898,
62,0,0.0,349.7254333496094,0.0,598.724609375,174.8627166748047,299.3623046875,160.47665786743164,213.8530158996582,577.6077122047845
62,1,0.0,1470.53076171875,0.0,878.5783081054688,735.265380859375,439.2891540527344,943.4992370605469,547.0364379882812,
63,0,0.0,346.77008056640625,0.0,599.265625,173.38504028320312,299.6328125,159.27840423583984,214.81689453125,572.9735479561386
63,1,0.0,1456.5699462890625,0.0,884.8159790039062,728.2849731445312,442.4079895019531,947.5674591064453,548.6781387329102,
64,0,0.0,344.1434936523437,0.0,593.7566528320312,172.07174682617185,296.8783264160156,158.9850196838379,212.44678497314453,575.7033681450887
64,1,0.0,1457.51611328125,0.0,887.2509155273438,728.758056640625,443.6254577636719,945.6790390014648,548.5574417114258,
65,0,0.0,346.5663146972656,0.0,594.8099365234375,173.2831573486328,297.40496826171875,159.5050811767578,212.50826835632324,570.532683822344
65,1,0.0,1451.768798828125,0.0,878.63671875,725.8843994140625,439.318359375,944.0652313232422,545.1041717529297,
66,0,0.0,346.14215087890625,0.0,592.5408935546875,173.07107543945312,296.27044677734375,158.83137130737305,211.54346466064453,571.4735759484024
66,1,0.0,1457.30224609375,0.0,860.21875,728.651123046875,430.109375,935.2008209228516,539.2613143920898,
67,0,0.0,343.86181640625,0.0,592.140625,171.930908203125,296.0703125,158.0540657043457,211.2381706237793,570.7422681445704
67,1,0.0,1449.3297119140625,0.0,876.6185302734375,724.6648559570312,438.30926513671875,941.3273468017578,542.1521110534668,
68,0,0.0,345.46746826171875,0.0,590.9939575195312,172.73373413085938,295.4969787597656,158.0912094116211,210.5006332397461,568.1371788287356
68,1,0.0,1444.3900146484375,0.0,879.93798828125,722.1950073242188,439.968994140625,939.8942947387695,541.7846298217773,
69,0,0.0,342.012939453125,0.0,592.53515625,171.0064697265625,296.267578125,156.75679779052734,211.16880798339844,567.78871396695
69,1,0.0,1440.1923828125,0.0,881.5645751953125,720.09619140625,440.78228759765625,935.7012634277344,539.844310760498,
70,0,0.0,338.6868896484375,0.0,592.0221557617188,169.34344482421875,296.0110778808594,156.89216995239258,210.64742279052734,564.8144410218922
70,1,0.0,1430.9315185546875,0.0,880.2288208007812,715.4657592773438,440.1144104003906,931.8232803344727,536.5325393676758,
71,0,0.0,339.2242126464844,0.0,589.1954956054688,169.6121063232422,294.5977478027344,154.35865020751953,211.9903335571289,562.0785400101178
71,1,0.0,1430.16748046875,0.0,860.4369506835938,715.083740234375,430.2184753417969,923.2283325195312,530.474006652832,
72,0,0.0,338.5272216796875,0.0,576.6011352539062,169.26361083984375,288.3005676269531,152.38029861450195,214.82596969604492,560.43616402007
72,1,0.0,1422.681640625,0.0,861.142822265625,711.3408203125,430.5714111328125,918.7738723754883,531.6170234680176,
73,0,0.0,338.1168212890625,0.0,576.33837890625,169.05841064453125,288.169189453125,152.9405059814453,213.93240356445312,555.1326461104582
73,1,0.0,1411.5882568359375,0.0,859.7957763671875,705.7941284179688,429.89788818359375,916.981315612793,526.7924270629883,
74,0,0.0,1401.4892578125,0.0,846.6747436523438,700.74462890625,423.3373718261719,912.5730743408203,523.9390144348145,545.5246124993567
74,1,0.0,342.1767883300781,0.0,585.4363403320312,171.08839416503906,292.7181701660156,157.41024017333984,210.24428939819336,
75,0,0.0,1403.8333740234375,0.0,849.9647216796875,701.9166870117188,424.98236083984375,914.5982360839844,523.2057647705078,548.0296353487552
75,1,0.0,340.8058776855469,0.0,582.9095458984375,170.40293884277344,291.45477294921875,157.2225456237793,208.19560050964355,
76,0,0.0,335.2251892089844,0.0,574.7992553710938,167.6125946044922,287.3996276855469,152.11091995239258,211.76699447631836,552.9622268602711
76,1,0.0,1406.0709228515625,0.0,851.1293334960938,703.0354614257812,425.5646667480469,914.5688323974609,521.8582458496094,
77,0,0.0,328.16180419921875,0.0,570.4616088867188,164.08090209960938,285.2308044433594,150.3064193725586,209.60684204101562,558.1768813041085
77,1,0.0,1405.7244873046875,0.0,862.1881713867188,702.8622436523438,431.0940856933594,918.4301223754883,521.6705856323242,
78,0,0.0,332.38525390625,0.0,583.1790161132812,166.192626953125,291.5895080566406,155.34189224243164,206.74327850341797,552.8177561024216
78,1,0.0,1402.431884765625,0.0,861.441650390625,701.2159423828125,430.7208251953125,916.7952728271484,521.1904983520508,
79,0,0.0,334.12945556640625,0.0,585.2073974609375,167.06472778320312,292.60369873046875,155.13806915283203,206.8933563232422,551.208469414109
79,1,0.0,1400.783935546875,0.0,863.7236938476562,700.3919677734375,431.8618469238281,915.5718841552734,522.4648246765137,
80,0,0.0,335.63555908203125,0.0,576.4513549804688,167.81777954101562,288.2256774902344,152.87524032592773,202.20161819458008,552.9473383790332
80,1,0.0,1403.421142578125,0.0,864.2655029296875,701.7105712890625,432.13275146484375,916.5570449829102,522.4927864074707,
81,0,0.0,325.71600341796875,0.0,585.5643920898438,162.85800170898438,292.7821960449219,153.98907470703125,207.59722900390625,556.3108977588364
81,1,0.0,1403.7432861328125,0.0,860.8541259765625,701.8716430664062,430.42706298828125,917.2787399291992,521.2433700561523,
82,0,0.0,325.44952392578125,0.0,583.6653442382812,162.72476196289062,291.8326721191406,153.38129425048828,206.77511024475098,556.5642427163243
82,1,0.0,1403.0657958984375,0.0,862.588623046875,701.5328979492188,431.2943115234375,915.5621948242188,522.3372192382812,
83,0,0.0,326.5078430175781,0.0,582.2698974609375,163.25392150878906,291.13494873046875,151.6167449951172,205.00545501708984,556.7677682990612
83,1,0.0,1403.14990234375,0.0,866.529052734375,701.574951171875,433.2645263671875,916.0973587036133,522.908073425293,
84,0,0.0,321.55224609375,0.0,583.1189575195312,160.776123046875,291.5594787597656,151.01461029052734,205.36882972717285,559.6605436877775
84,1,0.0,1404.37353515625,0.0,866.628662109375,702.186767578125,433.3143310546875,917.0989685058594,523.679256439209,
85,0,0.0,1405.2943115234375,0.0,863.4576416015625,702.6471557617188,431.72882080078125,918.3367309570312,522.4645843505859,558.5938539266092
85,1,0.0,323.4762268066406,0.0,584.570556640625,161.7381134033203,292.2852783203125,153.3917579650879,206.93212890625,
86,0,0.0,333.3285522460937,0.0,578.6544189453125,166.66427612304685,289.32720947265625,153.07561111450195,203.90916442871094,554.9095146558408
86,1,0.0,1404.8602294921875,0.0,867.6494750976562,702.4301147460938,433.8247375488281,919.674072265625,521.8844413757324,
87,0,0.0,324.4193725585937,0.0,588.5677490234375,162.20968627929685,294.28387451171875,152.54706954956055,207.6252040863037,558.858827464784
87,1,0.0,1406.665771484375,0.0,867.9160766601562,703.3328857421875,433.9580383300781,921.8152084350586,521.0470733642578,
88,0,0.0,324.6701354980469,0.0,577.6412353515625,162.33506774902344,288.82061767578125,152.35781478881836,206.59103775024414,561.5681022469489
88,1,0.0,1409.990966796875,0.0,866.6284790039062,704.9954833984375,433.3142395019531,924.4912872314453,520.7602920532227,
89,0,0.0,333.3402099609375,0.0,584.7128295898438,166.67010498046875,292.3564147949219,156.0333595275879,207.8936653137207,556.1891924585069
89,1,0.0,1408.273193359375,0.0,870.9028930664062,704.1365966796875,435.4514465332031,922.9598846435547,520.9946556091309,
90,0,0.0,338.7270812988281,0.0,591.2869262695312,169.36354064941406,295.6434631347656,156.51206970214844,210.3697052001953,554.412111681176
90,1,0.0,1410.592529296875,0.0,875.1806030273438,705.2962646484375,437.5903015136719,923.4126739501953,522.1714248657227,
91,0,0.0,337.8709716796875,0.0,597.133056640625,168.93548583984375,298.5665283203125,154.99865341186523,213.58529090881348,554.8811676361937
91,1,0.0,1412.1024169921875,0.0,875.699462890625,706.0512084960938,437.8497314453125,922.0674591064453,523.0422859191895,
92,0,0.0,341.7664489746094,0.0,600.18017578125,170.8832244873047,300.090087890625,155.1718978881836,214.30666732788086,559.562073675072
92,1,0.0,1422.178466796875,0.0,891.9827270507812,711.0892333984375,445.9913635253906,783.2018737792969,447.5108871459961,
93,0,0.0,331.6798400878906,0.0,592.0577392578125,165.8399200439453,296.02886962890625,116.18819808959961,145.99333000183105,564.4896545636691
93,1,0.0,1420.306396484375,0.0,891.20068359375,710.1531982421875,445.600341796875,928.8792419433594,525.4965972900391,
94,0,0.0,1422.682373046875,0.0,890.59619140625,711.3411865234375,445.298095703125,929.886116027832,525.1309432983398,564.6914101909063
94,1,0.0,332.3127746582031,0.0,596.3179321289062,166.15638732910156,298.1589660644531,115.93101501464844,147.6652717590332,
95,0,0.0,346.3112487792969,0.0,594.6812744140625,173.15562438964844,297.34063720703125,159.29926681518555,212.36013793945312,559.8216560915491
95,1,0.0,1428.1767578125,0.0,883.0701904296875,714.08837890625,441.53509521484375,933.0709533691406,524.8230514526367,
96,0,0.0,350.8770751953125,0.0,594.8766479492188,175.43853759765625,297.4383239746094,157.33066940307617,212.14305877685547,558.4274712193425
96,1,0.0,1427.545654296875,0.0,891.77685546875,713.7728271484375,445.888427734375,936.5048904418945,527.3101501464844,
97,0,0.0,355.2259216308594,0.0,594.4737548828125,177.6129608154297,297.23687744140625,158.53348541259766,212.1292495727539,556.9755871001519
97,1,0.0,1431.026123046875,0.0,883.5086059570312,715.5130615234375,441.7543029785156,937.6759719848633,526.3342971801758,
98,0,0.0,356.127197265625,0.0,593.678955078125,178.0635986328125,296.8394775390625,159.00530242919922,211.63402366638184,557.7665574128006
98,1,0.0,1433.9462890625,0.0,881.2900390625,716.97314453125,440.64501953125,940.8004455566406,526.8466567993164,
99,0,0.0,1435.8548583984375,0.0,877.2967529296875,717.9274291992188,438.64837646484375,941.44091796875,525.2933807373047,554.9643813637947
99,1,0.0,362.2052307128906,0.0,595.8392333984375,181.1026153564453,297.91961669921875,160.20594787597656,211.7813663482666,
100,0,0.0,1440.478515625,0.0,887.064208984375,720.2392578125,443.5321044921875,944.1345367431641,529.700511932373,557.6828385057785
100,1,0.0,365.19775390625,0.0,590.7335205078125,182.598876953125,295.36676025390625,161.73533630371094,210.07580757141113,
101,0,0.0,366.2589416503906,0.0,595.6011962890625,183.1294708251953,297.80059814453125,161.22927856445312,212.52894973754883,556.388151278908
101,1,0.0,1439.8621826171875,0.0,888.256591796875,719.9310913085938,444.1282958984375,944.3207626342773,530.5579986572266,
102,0,0.0,367.1561584472656,0.0,591.9798583984375,183.5780792236328,295.98992919921875,161.22529220581055,210.52895545959473,556.5543748014248
102,1,0.0,1443.3153076171875,0.0,876.3960571289062,721.6576538085938,438.1980285644531,942.7529525756836,529.0293121337891,
103,0,0.0,367.2113952636719,0.0,592.5416259765625,183.60569763183594,296.27081298828125,163.7213363647461,209.43869018554688,556.2445422125476
103,1,0.0,1443.373046875,0.0,874.5133666992188,721.6865234375,437.2566833496094,943.3092422485352,528.4244003295898,
104,0,0.0,365.9162292480469,0.0,583.5164794921875,182.95811462402344,291.75823974609375,160.54205703735352,207.90488052368164,558.0944588412424
104,1,0.0,1443.072998046875,0.0,876.1100463867188,721.5364990234375,438.0550231933594,942.5452423095703,530.6452941894531,
105,0,0.0,364.9165649414063,0.0,582.08447265625,182.45828247070315,291.042236328125,160.68384552001953,207.5143928527832,560.4544135675206
105,1,0.0,1446.785400390625,0.0,875.3359375,723.3927001953125,437.66796875,942.6416549682617,531.8562622070312,
106,0,0.0,361.0101318359375,0.0,591.5517578125,180.50506591796875,295.77587890625,161.89277267456055,209.40246963500977,568.2257686169629
106,1,0.0,1460.984619140625,0.0,877.1707763671875,730.4923095703125,438.58538818359375,949.3858489990234,532.5389404296875,
107,0,0.0,359.2710876464844,0.0,596.53857421875,179.6355438232422,298.269287109375,161.85997009277344,211.27201080322266,562.4997519533512
107,1,0.0,1449.29541015625,0.0,874.8744506835938,724.647705078125,437.4372253417969,943.3525695800781,532.4260139465332,
108,0,0.0,358.0029296875,0.0,597.8651733398438,179.00146484375,298.9325866699219,161.08330535888672,210.19387817382812,564.4680207342789
108,1,0.0,1451.7108154296875,0.0,877.6859130859375,725.8554077148438,438.84295654296875,942.7643661499023,533.4228668212891,
