,0,1,2
0,374.77308591995296,888.6725760072079,1043.8122420623556
1,279.2025853508891,583.7792305849425,982.0186621060686
2,202.2085437577779,278.2553623937158,939.6486216426713
3,367.70236657511305,237.60013522653685,942.8123286264521
4,429.79972089297047,534.5951478209336,983.409866917689
5,504.3362363315196,847.2102833275806,1069.709262849461
6,102.58915874556713,306.0629470810596,898.7191726991148
7,65.2242490771978,101.90491335014129,956.4879754173968
8,52.14772996680979,-120.71809115794284,933.365632165629
9,331.8094132683723,-196.90853851832213,938.8524641908915
10,421.7691582696831,9.879385934383768,967.8063730271401
11,489.93891967210664,210.05297347323366,927.4282107553756
12,165.4153611424091,-236.76277595932365,900.9798747115814
13,135.24095802380003,-364.6398039468688,812.0240757996969
14,375.8145212431705,889.3495304580849,1044.7344668882427
15,295.5621598571216,574.0899659872064,950.3302518372623
16,205.2553966036297,277.3729552121513,935.0935286873779
17,368.5358885813417,237.94396858497652,942.8439719778708
18,430.5419723766397,535.291062432268,983.2460817686124
19,506.0457776282369,849.8566403103305,1070.4368803767188
20,102.73181986068494,306.8394698740152,898.708726527961
21,65.5362432086043,102.25796332457453,957.2442424507458
22,52.68111509417225,-120.90514047590176,933.6725275317027
23,332.0383694380145,-196.96676916258417,938.843446886541
24,422.35440595522414,11.282602228988523,967.7227935653117
25,491.0347031466999,210.24516365412651,927.7698487071004
26,166.68794453508502,-236.8177433696951,899.58893072043
27,137.11919490090935,-365.0866672247428,812.745758718686
28,376.0501633788624,889.4150460731224,1044.976222435715
29,295.5875036705699,574.3060264742911,950.3487319053415
30,205.52627829585495,277.70453972389316,935.391880197035
31,368.85597183772046,238.09649868711696,942.9025418774733
32,430.7391139225125,535.129383759941,982.7912133699407
33,506.71122445643255,850.5440126493572,1071.1877015710913
34,104.37426101208311,308.8697078398132,896.5898027234368
35,65.78170936903615,103.10208097834241,957.4282094186715
36,53.66858280397752,-121.2583484371385,934.3255411589171
37,332.26499642818726,-197.00045888483183,938.667397838371
38,423.6096280703177,11.884972488544577,965.6257416675421
39,491.3734872094228,210.3301200209998,927.7731648261373
40,169.3943749461371,-236.87545009122937,896.3159825992931
41,139.18465793372044,-365.0390350111399,810.7716738119652
42,376.49646526105005,888.7356397628256,1044.840929508736
43,280.27833652607313,583.6307487847196,980.6260735660467
44,205.08832462230598,277.5636110886076,935.9726503288869
45,368.68454669980093,237.92270479290457,942.776259480532
46,430.7384817041441,535.2149776006546,982.791622653782
47,506.84859630151243,851.3308427789548,1071.6333435126255
48,104.09392590580613,308.8759782796813,895.8904041543902
49,65.34038790522062,100.42414310603094,958.7852073914493
50,53.86814700965891,-121.65015769282206,934.3290579776545
51,332.1366908171944,-197.1824533874591,938.8512448923353
52,423.61603860737387,12.046329322792563,965.5883861074158
53,490.90529760439085,210.69299296775088,926.8336492966238
54,169.2072230374782,-237.51940735196575,895.2679547092597
55,139.65568186210984,-366.2966870342298,810.7669093103906
56,376.6110050334095,888.8999490574855,1044.7715451714032
57,280.2496249752405,584.1301880865751,980.6028770041726
58,205.0765877545566,277.44985331296965,936.2483030767258
59,368.84190612567943,238.04910666861147,942.7907045659226
60,431.08681539699313,535.6284724055482,982.8983575986617
61,506.7709763572605,851.2631244527997,1070.9455159769109
62,103.99970759670656,308.87354636953864,895.8617612689053
63,65.03761727059997,100.1162881381698,958.9823115332308
64,53.84681068253576,-121.78719601821928,934.3178823157618
65,332.13883288213356,-197.3398369458087,938.8744166294694
66,423.2654246297197,12.256268165168494,965.2006993101746
67,490.6846678401721,210.5897736945359,926.4834007975863
68,169.08172125684612,-238.19928925014923,894.1652130879855
69,139.53823794706202,-367.08168577913693,810.5998323075032
70,376.6352948243132,889.120333390271,1044.9144379415436
71,280.4263470262442,584.6425232616056,980.9982396981976
72,205.02428387650147,277.4257893026523,936.2231655480093
73,369.2638858033286,238.38031663285872,942.618604241367
74,432.4675525898211,537.3832004880004,984.3311382702935
75,506.70936294728983,852.6396150854207,1070.6498631977781
76,103.7202413865575,308.52076761199,895.9060706762443
77,64.98682537673831,100.11854084538311,959.0133956782669
78,54.06411641245213,-121.88055507356128,934.2713161546098
79,332.1989377994136,-197.02881725904393,939.0665700750736
80,423.06846252808526,12.723544739644067,965.5222248775215
81,490.73302418197216,210.55749797878406,926.3158156039093
82,169.10437108220074,-238.50730629020876,893.7722189744308
83,139.56038464817135,-367.5456945605549,809.4044961862392
84,376.90551738808205,889.2909134219025,1044.8999951124017
85,280.6885551818997,585.2341120402924,981.1442880445487
86,204.7788557702313,277.4770142735827,936.1729757468898
87,369.06334692932035,238.05900060154974,942.6285765034909
88,432.2835785887197,537.5332593576169,984.704831296603
89,506.2449642402676,852.5911225828843,1070.1989003872302
90,103.97662148473403,308.13324210459433,897.3701738000098
91,64.90218720207419,100.08929651930859,959.0737446532698
92,54.04497343291277,-121.81438892778073,934.2067891897202
93,332.32835014998255,-197.00907280041434,939.0798750420983
94,423.07061858083233,12.778510360238496,965.5388728768941
95,490.7561625177561,210.5435887087671,926.2391722639004
96,169.08137598165862,-238.74139218246086,893.291866311738
97,139.28221273533,-367.5169167460802,808.8678207290465
98,377.148685831177,889.1487174201966,1044.2385514020255
99,280.82570975332726,585.7831453395826,981.2167902479599
100,204.69157398495142,277.56149215134724,936.3373574130674
101,369.1785024650103,237.8624342141632,943.0266447990479
102,432.3219904278245,537.6101310529797,984.7175852071877
103,505.6438729337604,852.5751240561356,1069.2909885585475
104,103.82658335333191,307.94904804583604,897.1036156868987
105,64.88661639140935,99.92538728263524,958.8331420395656
106,54.02060577466081,-121.82076326807079,934.2539937755284
107,332.4806171103796,-196.95765680927553,939.2047242387456
108,423.89954562413425,13.002698097936001,967.3499208943794
109,490.4466807210155,210.409077831476,925.8896000642804
110,169.08728036069203,-238.9419407243192,893.1677624889455
111,139.13115906250718,-367.4260362789199,808.4831157317784
112,378.0429477960167,890.3275275083844,1045.4968419155098
113,281.3402190982541,586.6648172058789,981.9559194024179
114,205.0856506076296,278.3147009088416,936.6370493485827
