index,confidence,hand,time,person,X_WRIST,Y_WRIST,Z_WRIST,X_THUMB_CMC,Y_THUMB_CMC,Z_THUMB_CMC,X_THUMB_MCP,Y_THUMB_MCP,Z_THUMB_MCP,X_THUMB_IP,Y_THUMB_IP,Z_THUMB_IP,X_THUMB_TIP,Y_THUMB_TIP,Z_THUMB_TIP,X_INDEX_MCP,Y_INDEX_MCP,Z_INDEX_MCP,X_INDEX_PIP,Y_INDEX_PIP,Z_INDEX_PIP,X_INDEX_DIP,Y_INDEX_DIP,Z_INDEX_DIP,X_INDEX_TIP,Y_INDEX_TIP,Z_INDEX_TIP,X_MIDDLE_MCP,Y_MIDDLE_MCP,Z_MIDDLE_MCP,X_MIDDLE_PIP,Y_MIDDLE_PIP,Z_MIDDLE_PIP,X_MIDDLE_DIP,Y_MIDDLE_DIP,Z_MIDDLE_DIP,X_MIDDLE_TIP,Y_MIDDLE_TIP,Z_MIDDLE_TIP,X_RING_MCP,Y_RING_MCP,Z_RING_MCP,X_RING_TIP,Y_RING_TIP,Z_RING_TIP,X_RING_DIP,Y_RING_DIP,Z_RING_DIP,X_RING_TIP,Y_RING_TIP,Z_RING_TIP,X_PINKY_MCP,Y_PINKY_MCP,Z_PINKY_MCP,X_PINKY_PIP,Y_PINKY_PIP,Z_PINKY_PIP,X_PINKY_DIP,Y_PINKY_DIP,Z_PINKY_DIP,X_PINKY_TIP,Y_PINKY_TIP,Z_PINKY_TIP
670,  score: 0.90586054,"  label: ""Right""",13380,0.41913363,0.7624416,8.7778666e-08,0.4110193,0.78251946,-0.012544798,0.39737839,0.8041427,-0.017574674,0.3791754,0.81053704,-0.0210721,0.36345333,0.8087299,-0.023005322,0.38593832,0.8412625,-0.0053946925,0.36218828,0.8386018,-0.013181473,0.35772568,0.8179774,-0.019705046,0.3602485,0.8017174,-0.022850154,0.37995017,0.82765603,-0.0013130156,0.35807502,0.825846,-0.008050646,0.35526437,0.8057256,-0.013909337,0.35890746,0.7908915,-0.016738988,0.3763754,0.8097814,0.00107176,0.35787475,0.80985975,-0.0055483044,0.3559561,0.7940781,-0.008751454,0.35899386,0.7821973,-0.009344342,0.37516534,0.7914468,0.0024902213,0.3601177,0.79541725,-0.0021235724,0.35783878,0.78631335,-0.002976846,0.3601703,0.7779712,-0.002207764,left
670,  score: 0.9398403,"  label: ""Left""",13380,0.44416258,0.49588156,1.06993305e-07,0.43093175,0.4790259,-0.015100047,0.41642272,0.45972484,-0.018565727,0.40005565,0.4462958,-0.019962672,0.3835951,0.44240946,-0.020776864,0.41410258,0.42754287,0.00596897,0.40039846,0.41493225,0.0096064815,0.39128107,0.41310012,0.008654163,0.38524485,0.41701585,0.0074898405,0.4113606,0.43990672,0.013684488,0.39749855,0.4278174,0.019561611,0.3881504,0.43074787,0.017369587,0.3807707,0.43635598,0.015096161,0.4088788,0.4524504,0.019209115,0.3957126,0.44318205,0.024435885,0.3874508,0.4445954,0.023162182,0.38029015,0.44765574,0.021212708,0.4074132,0.46610236,0.022935813,0.3959229,0.45831284,0.02719589,0.389785,0.4573075,0.028246034,0.38532057,0.45746067,0.028380986,left
671,  score: 0.85341555,"  label: ""Right""",13400,0.4031909,0.76356775,4.204865e-08,0.3952721,0.7790477,-0.010056659,0.38191825,0.80303824,-0.013895349,0.36509013,0.8128942,-0.016868614,0.35003603,0.8121461,-0.018498184,0.37141383,0.8407961,-0.003020638,0.34859738,0.841644,-0.010629279,0.3433416,0.8195108,-0.017117752,0.34589347,0.80074626,-0.019976618,0.36596933,0.83316994,-0.00033063063,0.34418455,0.8342433,-0.007306938,0.3403643,0.81024987,-0.013401805,0.34445602,0.7909844,-0.015929047,0.36235368,0.8206457,0.0007714723,0.34324807,0.82377243,-0.006177389,0.3402683,0.803008,-0.010258033,0.34397906,0.78555334,-0.010979426,0.36052513,0.80614287,0.0011238748,0.3450899,0.813109,-0.0035104146,0.34196037,0.801597,-0.0047665373,0.3450634,0.7894033,-0.004177187,left
671,  score: 0.945524,"  label: ""Left""",13400,0.44247708,0.49454808,1.354469e-07,0.43022442,0.47819996,-0.015531554,0.41562268,0.458778,-0.0190345,0.39943296,0.44611079,-0.020320252,0.38313416,0.4434428,-0.021068847,0.4132914,0.42622694,0.0045394967,0.39973554,0.41028526,0.008657605,0.39015403,0.4037076,0.008499137,0.3833245,0.40373778,0.007691043,0.41046956,0.43863907,0.01251164,0.39688635,0.42479533,0.018257283,0.38767222,0.4252075,0.016631316,0.3802504,0.42881992,0.014871809,0.40805143,0.4511935,0.018394038,0.39497247,0.44054502,0.023431687,0.3868307,0.44103277,0.022556445,0.37969843,0.4433299,0.020987345,0.40674895,0.4648047,0.022446647,0.39522383,0.45662388,0.026301546,0.38916507,0.45526716,0.027260521,0.38482314,0.45523316,0.027429854,left
672,  score: 0.97616774,"  label: ""Right""",13420,0.39022014,0.76285183,7.8987775e-08,0.38082352,0.7806004,-0.01274783,0.36641052,0.80404025,-0.01601866,0.34804204,0.81185615,-0.017579306,0.3330708,0.8088741,-0.017730813,0.35728747,0.83971673,-0.0022384254,0.33490846,0.8416095,-0.00855074,0.32864523,0.8231342,-0.01464735,0.32935083,0.8055102,-0.017341694,0.35261166,0.83034474,0.0029393153,0.33163145,0.83112955,-0.0024536503,0.32652265,0.81159914,-0.008420043,0.32745633,0.7933899,-0.010988973,0.34968835,0.81671643,0.0062041306,0.3314509,0.8178796,0.0005683194,0.32761812,0.80198145,-0.0046423688,0.3288107,0.7869198,-0.006274061,0.34849063,0.8011557,0.008475376,0.33352405,0.8060964,0.0048093274,0.32980785,0.79671973,0.002780138,0.33096638,0.7858535,0.0027663573,left
672,  score: 0.9281176,"  label: ""Left""",13420,0.4426826,0.49458152,8.235895e-08,0.4305925,0.47812438,-0.014954936,0.41606358,0.45880714,-0.018294118,0.39950538,0.44620234,-0.019428512,0.38361987,0.44336328,-0.01978849,0.41308743,0.4267728,0.004333947,0.39935988,0.4155023,0.0066250167,0.3905493,0.41512388,0.00519082,0.38465962,0.41876304,0.003902818,0.40991294,0.43861568,0.011805192,0.39622855,0.42778412,0.015975948,0.38741013,0.43155706,0.013580392,0.38028103,0.43748358,0.011550683,0.40756568,0.45077184,0.01711678,0.39428636,0.44198143,0.020405117,0.38633588,0.44415307,0.01874219,0.37940452,0.4474612,0.01707302,0.40620464,0.46384907,0.020777486,0.3943595,0.45661843,0.023427678,0.38849434,0.45639133,0.023912182,0.3843855,0.4569872,0.024051271,left
673,  score: 0.955321,"  label: ""Right""",13440,0.37892938,0.7613185,7.538135e-08,0.36845586,0.77494144,-0.012086315,0.352732,0.7984647,-0.015148275,0.33487427,0.80765116,-0.016425483,0.32028258,0.80647075,-0.016179372,0.34489432,0.83451885,-0.0030503266,0.31983852,0.8370402,-0.008500058,0.3129358,0.8167877,-0.013417011,0.31463164,0.79907304,-0.015178255,0.34220347,0.8264388,0.0025082505,0.31941044,0.82763934,-0.0018817948,0.31342468,0.8059817,-0.0068583745,0.3149737,0.7878579,-0.0089566475,0.34028503,0.8135682,0.006447381,0.32106826,0.81473887,0.002088686,0.31559348,0.7970481,-0.0025497167,0.3170414,0.7813203,-0.004198007,0.33907333,0.7991396,0.009510691,0.32325593,0.80369294,0.0067126118,0.31877345,0.7925141,0.004902201,0.32015654,0.7804401,0.0048107216,left
673,  score: 0.9488892,"  label: ""Left""",13440,0.44279101,0.494599,1.3131539e-07,0.4303836,0.4785266,-0.015536193,0.415871,0.45939964,-0.019073509,0.39966968,0.44633597,-0.020387733,0.38328177,0.44285166,-0.021158006,0.41348436,0.42792535,0.00462227,0.39963162,0.4126945,0.008927729,0.38983747,0.40635496,0.008903976,0.3828309,0.40662804,0.008160419,0.41091517,0.4398537,0.012627253,0.39727545,0.42629108,0.018768385,0.38776365,0.42658997,0.01741472,0.3799466,0.429958,0.015743144,0.40864217,0.45192266,0.018518204,0.39567178,0.4417732,0.023766251,0.3872561,0.44218773,0.022930728,0.37973702,0.44431946,0.021316692,0.4073758,0.465105,0.02257281,0.3958974,0.4571285,0.02642222,0.3894608,0.45574862,0.027330058,0.384632,0.45585242,0.027430562,left
674,  score: 0.96053463,"  label: ""Right""",13460,0.3712589,0.7637356,8.293579e-08,0.35870194,0.777225,-0.013120842,0.34040472,0.79629,-0.015897091,0.3217896,0.8008968,-0.016536895,0.30747044,0.7968017,-0.015719784,0.3328634,0.8301183,-0.004145051,0.30624104,0.8317742,-0.009993521,0.29853323,0.8094903,-0.015297296,0.29925752,0.7888113,-0.017194752,0.33019608,0.8220366,0.0022496604,0.30567375,0.82270443,-0.0020059794,0.29939625,0.8001175,-0.007017615,0.3002442,0.78096545,-0.009161567,0.32860216,0.8095687,0.0069391755,0.3083309,0.8088365,0.002713453,0.30324358,0.7914112,-0.0022566419,0.3047074,0.7751613,-0.0040549724,0.3277684,0.7955898,0.010624474,0.31160128,0.7985226,0.0079081105,0.306592,0.78796303,0.0056282505,0.30767274,0.77615696,0.0051932996,left
674,  score: 0.9335289,"  label: ""Left""",13460,0.44253072,0.49366048,1.0668949e-07,0.43078816,0.47800383,-0.015841816,0.4160597,0.4586624,-0.01951595,0.39949825,0.44616464,-0.020773435,0.3832471,0.4432516,-0.021343265,0.41236898,0.42590585,0.003118524,0.39742917,0.41300777,0.0059719486,0.38701215,0.40939128,0.005159195,0.3800385,0.4113245,0.0040906495,0.4094369,0.43798506,0.011075134,0.39535558,0.42614114,0.015686642,0.38587022,0.4278959,0.013798057,0.37812033,0.43219382,0.011936415,0.40719762,0.45034292,0.016877338,0.39385724,0.44082275,0.02052719,0.38536298,0.4421149,0.019215202,0.37780938,0.44462404,0.017552786,0.40590987,0.46342096,0.020906802,0.3940946,0.45614833,0.023474777,0.38778067,0.45552453,0.023825737,0.38303652,0.4557189,0.02373492,left
675,  score: 0.9593544,"  label: ""Right""",13480,0.36645806,0.7654273,8.2041005e-08,0.35314655,0.7700365,-0.013633463,0.3336549,0.78762066,-0.017203575,0.3152882,0.794808,-0.018594874,0.29974863,0.79440725,-0.018521069,0.32378638,0.82388115,-0.0066329404,0.29617116,0.82494336,-0.012625109,0.2882669,0.8018023,-0.017681291,0.288864,0.78234076,-0.01966328,0.32205155,0.8179984,-0.0002885746,0.2958163,0.8175187,-0.0054188315,0.28947708,0.79327595,-0.010741794,0.2909007,0.7747241,-0.013281081,0.32074502,0.8069183,0.0045631146,0.29838526,0.80610126,-0.00013653333,0.29252782,0.7872704,-0.004907712,0.29396924,0.7713733,-0.006919674,0.3196152,0.7939418,0.00844417,0.30149016,0.7974664,0.0054810285,0.29578298,0.7856862,0.003354281,0.29669338,0.773694,0.0027490633,left
675,  score: 0.91163945,"  label: ""Left""",13480,0.44220012,0.4925173,1.0572704e-07,0.43034765,0.47775063,-0.016085781,0.41560593,0.45846692,-0.01968355,0.39919925,0.44636118,-0.0206514,0.38310242,0.44362828,-0.020940103,0.41128024,0.42459852,0.0013969643,0.3963434,0.4103621,0.0041182884,0.38579577,0.40528476,0.0032933734,0.37852237,0.40569952,0.0021165311,0.40847826,0.43681854,0.009499101,0.39439365,0.42430738,0.013728321,0.38473812,0.4250751,0.01158406,0.37702984,0.4293308,0.00945894,0.4065017,0.44939885,0.015576098,0.39313406,0.4396021,0.018724566,0.3846423,0.44083276,0.016915768,0.37707925,0.44355562,0.014913677,0.40544346,0.46246898,0.019943567,0.3934524,0.4551792,0.021939794,0.38719943,0.45463538,0.02180427,0.38249347,0.45487636,0.021373719,left
676,  score: 0.9421622,"  label: ""Right""",13500,0.36204648,0.76593465,1.0067249e-07,0.34648517,0.7665548,-0.012454729,0.32652372,0.7812945,-0.015190329,0.30826202,0.78590924,-0.015584691,0.29409802,0.7798773,-0.014565817,0.31628197,0.8158372,-0.0066400454,0.28938425,0.81510776,-0.011633112,0.2806809,0.7933741,-0.015682913,0.27858686,0.7736324,-0.01731357,0.3157395,0.81095856,-0.00030148972,0.28985485,0.80712926,-0.004135559,0.28154984,0.7865841,-0.007766622,0.278873,0.7677694,-0.009532952,0.31548688,0.800739,0.004656694,0.29359055,0.79723704,0.0011592907,0.285792,0.781795,-0.0028533451,0.2831097,0.7660047,-0.004803718,0.3149074,0.78773946,0.008616818,0.29776877,0.78813004,0.0055544362,0.29121694,0.7776553,0.0030296047,0.28920367,0.7652364,0.0021019839,left
676,  score: 0.931249,"  label: ""Left""",13500,0.44382167,0.49319515,1.12934806e-07,0.43075177,0.4787255,-0.016208716,0.41629145,0.45940146,-0.020127935,0.4000978,0.44618726,-0.021521697,0.38357216,0.4432183,-0.02234444,0.41241455,0.42566362,0.0024598173,0.39716023,0.4116925,0.00561782,0.38702896,0.4072228,0.004700044,0.38020888,0.40869766,0.0034621283,0.41022268,0.4371532,0.010719747,0.39568505,0.42406744,0.015923092,0.38582456,0.4249788,0.013807402,0.3781599,0.4296803,0.0114946,0.40828764,0.44936395,0.016907081,0.39469334,0.4397465,0.021319719,0.3858928,0.44064355,0.019896284,0.37829095,0.4436479,0.017852267,0.40713283,0.46293867,0.021289846,0.39510998,0.45506003,0.024568364,0.38863805,0.45408046,0.025099633,0.3838168,0.4544369,0.024885744,left
677,  score: 0.94880944,"  label: ""Right""",13520,0.35895276,0.76572037,1.1928216e-07,0.34303054,0.7602168,-0.012584953,0.3215535,0.7715536,-0.01558594,0.3031604,0.7766322,-0.01629487,0.28864264,0.7718532,-0.015636416,0.31164867,0.80797976,-0.007366674,0.28435963,0.8064664,-0.012790933,0.2746392,0.7856782,-0.016976211,0.27166587,0.76699805,-0.0186283,0.31184456,0.8064832,-0.0010345377,0.28546432,0.8019366,-0.0056154695,0.2762372,0.78191614,-0.009430857,0.27237782,0.76366764,-0.011198254,0.31194928,0.7984025,0.0039706305,0.28929055,0.79469293,0.00019843924,0.28040698,0.7792042,-0.0034312669,0.2760868,0.76320887,-0.005129063,0.31173995,0.7871349,0.007956354,0.29327914,0.7866478,0.004887095,0.2853458,0.77589023,0.0026045996,0.2815911,0.76328295,0.0018395936,left
677,  score: 0.92839676,"  label: ""Left""",13520,0.4434482,0.49464226,1.2639306e-07,0.4304555,0.4786201,-0.016316494,0.4160886,0.45954955,-0.02032092,0.40004593,0.44616374,-0.021901593,0.3834916,0.44294485,-0.022918897,0.4125129,0.42523563,0.0033772036,0.39763495,0.4112208,0.0067684576,0.38658905,0.40649182,0.0060114255,0.37914371,0.40827417,0.0048690513,0.410033,0.4370647,0.011668874,0.39555275,0.42407617,0.017048469,0.3853798,0.42533305,0.0150298765,0.37748256,0.42988423,0.012868734,0.40780517,0.4492974,0.017825754,0.39400968,0.43929124,0.022542128,0.3851384,0.4401696,0.021411708,0.37755325,0.4430262,0.019587774,0.40638384,0.46285734,0.022095291,0.39444914,0.45485708,0.025677228,0.38804263,0.45370153,0.026397511,0.38343394,0.45373753,0.026366323,left
678,  score: 0.9351,"  label: ""Right""",13540,0.35442007,0.7636202,1.3943446e-07,0.3378974,0.75271285,-0.0116712535,0.3167711,0.75970566,-0.014081419,0.29971984,0.76286215,-0.013899455,0.28716132,0.7629838,-0.012360629,0.30871683,0.8021649,-0.0096192015,0.28112137,0.7991346,-0.014360181,0.26960307,0.7807795,-0.017563239,0.26440468,0.7629579,-0.01854904,0.31017777,0.8051408,-0.0034030818,0.28299862,0.79940104,-0.0072764186,0.27165055,0.7804634,-0.009891335,0.26574692,0.7617564,-0.011010542,0.31090847,0.8009405,0.0018541428,0.28717113,0.7944998,-0.0012180783,0.27668965,0.77895784,-0.0042507597,0.27101994,0.7625188,-0.005761946,0.3108878,0.7925001,0.006182814,0.29180476,0.78931147,0.0032546755,0.28224653,0.7788495,0.00095054705,0.27711838,0.76673216,0.00010626927,left
678,  score: 0.935617,"  label: ""Left""",13540,0.44406846,0.49501348,1.3002526e-07,0.43117857,0.47886065,-0.016084464,0.41665983,0.45983952,-0.019964388,0.400302,0.446572,-0.021439213,0.3836583,0.44344443,-0.022361,0.41301247,0.42619494,0.0035693822,0.39829302,0.4111151,0.007187969,0.3878939,0.40511787,0.0066499067,0.3807999,0.40573215,0.0056344187,0.4103128,0.438023,0.0117843645,0.39591187,0.42457804,0.017465057,0.3860174,0.42457986,0.015721222,0.3781736,0.4280758,0.013701161,0.4079605,0.4504034,0.017869314,0.3943972,0.44031757,0.022807816,0.38566753,0.44036674,0.021917714,0.3780106,0.44241205,0.020215945,0.40652263,0.46415812,0.022080958,0.394768,0.4560768,0.025815606,0.38853765,0.45465183,0.026715893,0.38393566,0.4545045,0.026790716,left
679,  score: 0.959534,"  label: ""Right""",13560,0.35258353,0.76025945,1.6737107e-07,0.33633417,0.74496657,-0.013973296,0.3154866,0.7484868,-0.017219793,0.29764736,0.7514043,-0.017120356,0.28427657,0.7492517,-0.015694844,0.30667096,0.7928645,-0.010667131,0.28063497,0.79367125,-0.013224054,0.26797944,0.7813302,-0.015097965,0.26034296,0.76812893,-0.015620583,0.30928162,0.79915756,-0.0024164906,0.28443494,0.79681236,-0.0043923855,0.27243066,0.78243655,-0.0060178265,0.2643751,0.7668113,-0.00671835,0.3112911,0.79757917,0.0049183364,0.2893342,0.7937675,0.003573516,0.27809817,0.7821779,0.0013675921,0.27029735,0.76831245,0.00011617687,0.3124081,0.7912943,0.011163852,0.29426542,0.7894572,0.010060748,0.28403786,0.7819609,0.008612894,0.27707958,0.7717663,0.008110334,left
679,  score: 0.9354328,"  label: ""Left""",13560,0.44338706,0.49652302,1.1614558e-07,0.43078485,0.47961354,-0.01585678,0.41661862,0.46023718,-0.019771071,0.40042654,0.44689596,-0.02145968,0.38376486,0.44348902,-0.022594104,0.41328394,0.42659026,0.004548912,0.3991994,0.41275615,0.0079418775,0.38962716,0.40935224,0.0069972486,0.38325465,0.41209996,0.005792229,0.41062102,0.43867904,0.0125698345,0.3966307,0.4257113,0.017847141,0.38765618,0.42814386,0.015512816,0.3807384,0.43383652,0.013262703,0.40819693,0.45112202,0.01843029,0.3949737,0.44144827,0.023215573,0.38692325,0.4428391,0.022008924,0.38002363,0.44608137,0.020202043,0.40669414,0.46483874,0.022442115,0.39509967,0.4567924,0.026369045,0.38924128,0.45580706,0.027339853,0.38511086,0.45595852,0.027479595,left
680,  score: 0.97005033,"  label: ""Right""",13580,0.35082465,0.7534653,1.7714869e-07,0.33410087,0.7369821,-0.014742296,0.31254515,0.74088377,-0.017209357,0.29375985,0.7420973,-0.015766049,0.2791514,0.7375642,-0.012898489,0.3046034,0.78569126,-0.008807679,0.28022128,0.789291,-0.008003496,0.26771724,0.78058404,-0.0074661574,0.26019952,0.77046525,-0.0065623797,0.30793053,0.79154676,0.0012537468,0.2851621,0.7923485,0.003228329,0.27413586,0.78071755,0.004085824,0.26659057,0.76741886,0.004835796,0.3108416,0.7897355,0.0103602065,0.2913106,0.78869534,0.012468158,0.28054503,0.7803442,0.011907863,0.2728487,0.7693782,0.011331598,0.312589,0.78246784,0.018233897,0.29655057,0.7817095,0.019653345,0.28689644,0.7755735,0.019264616,0.28012377,0.76687044,0.019283166,left
680,  score: 0.9368959,"  label: ""Left""",13580,0.44339508,0.49673498,1.292794e-07,0.430239,0.47958666,-0.015163592,0.41598865,0.4605106,-0.018592972,0.40002495,0.4471383,-0.019938288,0.3837575,0.44342852,-0.020754727,0.41372532,0.42814478,0.005768206,0.40029922,0.41330206,0.0102694,0.3913144,0.40760463,0.010204254,0.38511473,0.40800875,0.00950823,0.41115943,0.4400694,0.013647897,0.39723548,0.42720965,0.019904763,0.38855785,0.428573,0.01830678,0.38178208,0.43266255,0.016596876,0.40884578,0.4523564,0.019407157,0.39568663,0.44266737,0.024904855,0.38790137,0.44366473,0.023921251,0.38122913,0.44605315,0.022288604,0.40747488,0.46579817,0.023367126,0.3960894,0.4578308,0.027741972,0.39038572,0.45677358,0.02885523,0.38642552,0.4567292,0.029133229,left
681,  score: 0.97219616,"  label: ""Right""",13600,0.34860593,0.75216776,1.4152761e-07,0.33273923,0.73159945,-0.011146476,0.31101388,0.7326411,-0.012570053,0.2926608,0.733246,-0.010973273,0.27918395,0.73114866,-0.00792756,0.30244794,0.77928114,-0.0064313523,0.27889022,0.7828693,-0.0058786524,0.26750973,0.7753683,-0.005484889,0.26090616,0.7670256,-0.004806339,0.30538577,0.78827554,0.00088529126,0.28306317,0.79081565,0.0012894658,0.27232975,0.7812316,0.001555102,0.2655283,0.7704669,0.0021314751,0.3078185,0.78957516,0.007505325,0.2876897,0.79057616,0.008085553,0.2770412,0.78343713,0.0077080345,0.26920256,0.7749497,0.0076234466,0.30890468,0.78523546,0.013203524,0.29157975,0.7867521,0.013883076,0.28150076,0.78260684,0.013894762,0.27414826,0.7758284,0.014296236,left
682,  score: 0.9752274,"  label: ""Left""",13620,0.44234115,0.49794358,1.9360442e-07,0.42995006,0.4836117,-0.016935261,0.41561544,0.4640583,-0.02092542,0.39977962,0.45007533,-0.02255392,0.38258058,0.44612494,-0.02365723,0.41391227,0.42982605,0.0045887465,0.40125597,0.41270572,0.009021159,0.39243737,0.40245202,0.009398895,0.3867847,0.39926654,0.009133135,0.41155237,0.4423384,0.013443142,0.39877278,0.42650807,0.02057905,0.3899187,0.42267814,0.020397868,0.38251436,0.4205751,0.019630501,0.409295,0.4557352,0.019891592,0.39682212,0.4453566,0.026148286,0.38955846,0.44301608,0.026707588,0.3829231,0.44186777,0.02614875,0.40783775,0.4700234,0.024220744,0.39665702,0.46149057,0.028961843,0.39080882,0.45839417,0.030847048,0.38664994,0.45662934,0.031735968,left
682,  score: 0.9729815,"  label: ""Right""",13620,0.34700233,0.7468941,1.3933543e-07,0.33103436,0.7255645,-0.011192491,0.31064966,0.72514635,-0.012805069,0.2928925,0.72608113,-0.011530994,0.27916083,0.72420067,-0.008835913,0.30221164,0.7719581,-0.005259915,0.2795245,0.77601004,-0.004496403,0.2685317,0.770228,-0.0040989276,0.2616032,0.76410973,-0.0035500024,0.30487505,0.7813547,0.0018559224,0.2833923,0.7835716,0.0026674427,0.2728882,0.7759479,0.002918594,0.26574218,0.7675069,0.0033101132,0.30728006,0.78323144,0.008125741,0.28780955,0.78343225,0.008636151,0.2776043,0.77758676,0.008189165,0.26985824,0.7706761,0.008065222,0.3083424,0.7798136,0.013436918,0.29170465,0.78044844,0.01394383,0.2819943,0.7763886,0.013876782,0.27470535,0.7701286,0.014223992,left
683,  score: 0.9719173,"  label: ""Right""",13640,0.34783638,0.7420656,1.3023094e-07,0.33251348,0.7200126,-0.009981374,0.31159723,0.71890235,-0.011141466,0.2941752,0.7189347,-0.009925754,0.28023538,0.7163507,-0.0074151843,0.30058745,0.7656258,-0.0019268633,0.280799,0.7678213,-0.00039906506,0.27073234,0.7624559,-0.00026736566,0.2639454,0.7576702,-0.00031393196,0.30360308,0.77509844,0.0040145987,0.2844579,0.7758966,0.0054652914,0.2743449,0.7690671,0.0052256384,0.26676765,0.7617647,0.00492939,0.30641893,0.7773029,0.009024829,0.28833935,0.77677274,0.009775774,0.27843085,0.77131015,0.0091877915,0.27028972,0.7655549,0.008742861,0.3078224,0.774404,0.01309115,0.2912413,0.77489984,0.013744665,0.28187475,0.77149105,0.013880583,0.27451465,0.76637036,0.014176083,left
684,  score: 0.9696982,"  label: ""Right""",13660,0.3467674,0.73597026,1.3736012e-07,0.33205,0.712898,-0.010553712,0.3113016,0.7115473,-0.012081946,0.2935172,0.7115202,-0.011045834,0.2794858,0.708083,-0.008704868,0.30119973,0.75772595,-0.0037917565,0.27992535,0.7599117,-0.0027323773,0.26947713,0.75632256,-0.002526717,0.26278478,0.75359845,-0.0023776176,0.304017,0.76811147,0.002483694,0.28359616,0.7686001,0.0033335988,0.27310407,0.763033,0.003195743,0.26559523,0.7577215,0.0031826769,0.30671057,0.7705849,0.007892235,0.28773895,0.76941407,0.008235849,0.27762246,0.76468134,0.007842687,0.26936445,0.76032394,0.0076839714,0.3081709,0.76776594,0.012365957,0.2912656,0.76741576,0.012776715,0.28167033,0.7644476,0.012987924,0.27406657,0.7601823,0.013442781,left
685,  score: 0.97508556,"  label: ""Right""",13680,0.3454714,0.73152083,1.1886804e-07,0.33083132,0.7064772,-0.0086167995,0.31040767,0.7043303,-0.009772935,0.2932228,0.7048699,-0.008738634,0.28001085,0.7013251,-0.006548194,0.30162394,0.74773675,-0.004437582,0.2805229,0.7464871,-0.004283113,0.26992357,0.74347585,-0.0043576364,0.2624409,0.7420883,-0.004396596,0.30338383,0.76130545,0.00054319325,0.2831051,0.7612838,0.00070231705,0.2729412,0.7564229,0.0010183152,0.26554036,0.7524387,0.001329651,0.30566755,0.7663794,0.004887232,0.2867413,0.7665365,0.004689137,0.27748674,0.76150274,0.005052495,0.27022094,0.75735545,0.0054707513,0.30689064,0.7651154,0.008457713,0.29006198,0.76538664,0.008492108,0.28084147,0.7619958,0.009146348,0.27384552,0.7577537,0.009965154,left
686,  score: 0.9778827,"  label: ""Right""",13700,0.3452237,0.726358,1.3932559e-07,0.33144832,0.69964516,-0.008990165,0.31036818,0.69655615,-0.010117371,0.2928546,0.6976741,-0.008750753,0.2796085,0.69495165,-0.0063608256,0.3003613,0.74228305,-0.0052004303,0.27888334,0.73930657,-0.0040871156,0.26831588,0.73655003,-0.0035534962,0.2608026,0.73550105,-0.0032660146,0.3030778,0.75733596,0.0003236289,0.2829138,0.75715435,0.001485078,0.27258086,0.75267035,0.0021795996,0.26520592,0.7487297,0.0026577893,0.30656156,0.76333594,0.0053064264,0.2878709,0.763773,0.005859362,0.27797082,0.75920844,0.005907006,0.27001232,0.75522906,0.0059118904,0.3089588,0.7626577,0.009572708,0.29256582,0.76284784,0.009764877,0.28352153,0.7595884,0.010141014,0.27626735,0.75546485,0.010706123,left
687,  score: 0.9850284,"  label: ""Right""",13720,0.34286416,0.7253616,1.5142247e-07,0.3315818,0.69511354,-0.008889476,0.31138256,0.6899425,-0.01111863,0.29409018,0.6914311,-0.010939087,0.28057897,0.6901586,-0.009840343,0.29824343,0.7349465,-0.009760056,0.27316248,0.7312162,-0.01149561,0.26252905,0.7237799,-0.0118156,0.2569076,0.71755385,-0.011331293,0.30034256,0.75230724,-0.0045728325,0.27592024,0.75240445,-0.005925338,0.26707038,0.7428636,-0.005346726,0.26243398,0.73382753,-0.00429534,0.303474,0.76012427,0.00036249973,0.28220314,0.75846016,-0.00037496325,0.27359575,0.74944484,0.00052638777,0.2678946,0.7412118,0.0014783542,0.3064128,0.760881,0.004660874,0.28876993,0.75842965,0.004698282,0.2802279,0.7512783,0.0059713204,0.27466214,0.7444998,0.0073929597,left
688,  score: 0.9795554,"  label: ""Right""",13740,0.34324127,0.721857,1.6046782e-07,0.33196676,0.69088125,-0.009811517,0.31209952,0.68467915,-0.01288591,0.2947262,0.68626,-0.013680035,0.28061467,0.68671894,-0.01359267,0.29674187,0.73145384,-0.0119183,0.27012408,0.72306794,-0.01576639,0.26037684,0.70698184,-0.017567253,0.25634533,0.6930718,-0.017777864,0.29830357,0.74952495,-0.006820419,0.27169317,0.74610996,-0.009518264,0.26307577,0.7302393,-0.009649814,0.25977373,0.7158706,-0.009089479,0.30171928,0.7576532,-0.0020628662,0.278712,0.75294745,-0.0037836332,0.27072763,0.73865753,-0.0030468884,0.26684496,0.7255256,-0.0021698163,0.3052391,0.758208,0.0019510643,0.28617603,0.75413543,0.0011672393,0.2779586,0.743081,0.0025315247,0.27400404,0.73256165,0.0041461065,left
