index,confidence,hand,time,person,X_WRIST,Y_WRIST,Z_WRIST,X_THUMB_CMC,Y_THUMB_CMC,Z_THUMB_CMC,X_THUMB_MCP,Y_THUMB_MCP,Z_THUMB_MCP,X_THUMB_IP,Y_THUMB_IP,Z_THUMB_IP,X_THUMB_TIP,Y_THUMB_TIP,Z_THUMB_TIP,X_INDEX_MCP,Y_INDEX_MCP,Z_INDEX_MCP,X_INDEX_PIP,Y_INDEX_PIP,Z_INDEX_PIP,X_INDEX_DIP,Y_INDEX_DIP,Z_INDEX_DIP,X_INDEX_TIP,Y_INDEX_TIP,Z_INDEX_TIP,X_MIDDLE_MCP,Y_MIDDLE_MCP,Z_MIDDLE_MCP,X_MIDDLE_PIP,Y_MIDDLE_PIP,Z_MIDDLE_PIP,X_MIDDLE_DIP,Y_MIDDLE_DIP,Z_MIDDLE_DIP,X_MIDDLE_TIP,Y_MIDDLE_TIP,Z_MIDDLE_TIP,X_RING_MCP,Y_RING_MCP,Z_RING_MCP,X_RING_TIP,Y_RING_TIP,Z_RING_TIP,X_RING_DIP,Y_RING_DIP,Z_RING_DIP,X_RING_TIP,Y_RING_TIP,Z_RING_TIP,X_PINKY_MCP,Y_PINKY_MCP,Z_PINKY_MCP,X_PINKY_PIP,Y_PINKY_PIP,Z_PINKY_PIP,X_PINKY_DIP,Y_PINKY_DIP,Z_PINKY_DIP,X_PINKY_TIP,Y_PINKY_TIP,Z_PINKY_TIP
57,  score: 0.8441332,"  label: ""Right""",1120,0.28461868,0.34740293,1.0197684e-07,0.28951934,0.36933678,-0.0022584596,0.29656488,0.3839041,-0.0038958506,0.30339164,0.3940455,-0.0055408054,0.3091691,0.40189576,-0.00732211,0.31085443,0.36887982,-0.0029067595,0.3229899,0.3758793,-0.0056593423,0.33048674,0.379897,-0.0078064986,0.3366293,0.3829533,-0.009255252,0.31259692,0.3554866,-0.0036960358,0.32589242,0.36211237,-0.0059444676,0.3342287,0.36703068,-0.007892259,0.3408362,0.3708576,-0.009320467,0.31174067,0.34192213,-0.0047661434,0.32486182,0.34493363,-0.007015469,0.33278775,0.3486786,-0.008739882,0.3390849,0.3523254,-0.009964053,0.30916464,0.32919014,-0.0059664096,0.31897193,0.32868743,-0.008374281,0.32555765,0.32906047,-0.009390541,0.3312268,0.32994917,-0.009870307,right
57,  score: 0.9888199,"  label: ""Right""",1120,0.47337192,0.6614814,1.6895154e-07,0.47524494,0.62461334,-0.0070249015,0.46295685,0.59506536,-0.01136947,0.44798937,0.5794762,-0.013499812,0.43586144,0.5706466,-0.01500194,0.46058205,0.6191348,-0.021560527,0.43375364,0.5872646,-0.027903683,0.42606083,0.57197547,-0.02818824,0.4230906,0.5639946,-0.026865846,0.45335186,0.64147884,-0.01925098,0.42815578,0.60549843,-0.023920001,0.41940004,0.58678734,-0.02249636,0.41399938,0.5754662,-0.021225832,0.4463466,0.65778524,-0.016502444,0.4259073,0.62154335,-0.01910193,0.4215686,0.60364264,-0.016231043,0.41913775,0.593458,-0.014341954,0.44033667,0.6677303,-0.014164484,0.42687094,0.6375995,-0.015795996,0.4251305,0.6234319,-0.013844313,0.42451707,0.6170469,-0.012263717,left
58,  score: 0.63785326,"  label: ""Left""",1140,0.24649341,0.6948254,7.526267e-08,0.26193377,0.67626214,0.00076531194,0.2771952,0.6698961,0.0019606855,0.2883646,0.66741276,0.0023819245,0.2967268,0.66348803,0.0027797187,0.28742045,0.6930791,0.0050573978,0.29986373,0.699136,0.00504936,0.30708575,0.70300525,0.0042365217,0.31277263,0.707065,0.0034798316,0.2858796,0.70813465,0.0033851634,0.29718694,0.72284424,0.004294466,0.30305192,0.7307102,0.0033673835,0.30761704,0.73756325,0.0021672093,0.28183618,0.72028136,0.0012631913,0.28957242,0.7366038,0.0012458984,0.29258844,0.7440575,-1.9758302e-06,0.2950153,0.7498013,-0.0013087299,0.2752716,0.72862726,-0.00092153746,0.27891514,0.74125636,-0.0006016437,0.28065684,0.7470654,-0.00045465387,0.2819665,0.75147504,-0.00057384185,right
58,  score: 0.96421874,"  label: ""Left""",1140,0.26070085,0.69504523,7.3379695e-08,0.26977256,0.67707986,-0.0020265088,0.28065836,0.6706186,-0.0030613544,0.28980047,0.66963357,-0.0038376625,0.29589579,0.6643806,-0.0046664146,0.28886274,0.6935739,-0.0033499633,0.30028984,0.6996266,-0.0050813174,0.30722362,0.7035743,-0.006189294,0.31267065,0.70721453,-0.0069352025,0.2864079,0.7094639,-0.0038834838,0.29703042,0.72343636,-0.0043293657,0.30354294,0.7320359,-0.005087963,0.30835387,0.73950845,-0.005959189,0.28174117,0.7203315,-0.0045765126,0.28821057,0.73716605,-0.005959489,0.29211426,0.74527913,-0.0071167448,0.29494646,0.75055176,-0.008015016,0.2759478,0.7273294,-0.0053352164,0.2785646,0.74059045,-0.00659578,0.28044468,0.74572194,-0.0065785944,0.28200525,0.7483037,-0.0064674085,right
58,  score: 0.87403727,"  label: ""Right""",1140,0.2844276,0.3464491,1.0407949e-07,0.28929955,0.3689736,-0.0022244162,0.29638696,0.38364583,-0.0038044613,0.30334,0.39406908,-0.0054002786,0.30902895,0.4023475,-0.0071557956,0.31072468,0.36863738,-0.0027301218,0.32286072,0.3760024,-0.0054192357,0.33035973,0.38023007,-0.0075664357,0.33654022,0.38345402,-0.00903362,0.31250358,0.3552578,-0.0034885404,0.325836,0.36206743,-0.005726271,0.33426332,0.3671149,-0.0077284263,0.34093457,0.3709882,-0.0091894,0.31161258,0.341771,-0.004534153,0.32476637,0.3446423,-0.0068179015,0.33273938,0.3483708,-0.008673967,0.33905947,0.3520049,-0.009967517,0.30901402,0.32916448,-0.0057017524,0.3189145,0.32854488,-0.008155822,0.3255948,0.32876933,-0.00929059,0.33139172,0.3295862,-0.009852892,right
58,  score: 0.993792,"  label: ""Right""",1140,0.47411072,0.66107595,2.1676526e-07,0.47693247,0.6243857,-0.009360316,0.4652071,0.5940373,-0.015259069,0.44989362,0.5767703,-0.018380456,0.4371352,0.566277,-0.021390408,0.46173307,0.61497504,-0.026558043,0.43601292,0.5825856,-0.03383931,0.42309493,0.56525403,-0.035051417,0.41327897,0.55382776,-0.03460041,0.45417434,0.6384353,-0.023629371,0.42927754,0.60039145,-0.030072074,0.41712064,0.5794771,-0.029994993,0.40888396,0.5655418,-0.029353106,0.447305,0.65484506,-0.02008864,0.42640334,0.61798155,-0.02399048,0.41815397,0.59635746,-0.023288917,0.41280025,0.5816459,-0.022680735,0.44178778,0.6643748,-0.01697887,0.42782712,0.6328578,-0.019856991,0.42321166,0.61389244,-0.019641701,0.42013803,0.6009148,-0.019133788,left
59,  score: 0.9663724,"  label: ""Left""",1160,0.2598511,0.697336,8.89069e-08,0.26947573,0.68160987,-0.0016274883,0.2804267,0.6749307,-0.0032513635,0.2894154,0.67401505,-0.0048460118,0.29552054,0.6696372,-0.0063428995,0.28855824,0.69656473,-0.0039221,0.29929245,0.7040743,-0.006486883,0.3061087,0.7095467,-0.008263906,0.31120932,0.7150741,-0.009440401,0.2859171,0.7112109,-0.004815717,0.29558757,0.72845984,-0.0066536623,0.30198294,0.7400447,-0.00787664,0.30618477,0.74974,-0.00898092,0.28123534,0.7220491,-0.005761047,0.28743282,0.7421379,-0.00822285,0.28796044,0.7437589,-0.00860489,0.28651786,0.74108124,-0.008511172,0.27512813,0.73017,-0.0067673954,0.27848196,0.7456033,-0.008732428,0.27962148,0.7470833,-0.008510665,0.27972212,0.7446142,-0.007933259,right
59,  score: 0.88895816,"  label: ""Right""",1160,0.28462481,0.34696156,1.0444792e-07,0.2894976,0.3692461,-0.0022646294,0.2965486,0.38394985,-0.003981924,0.30337226,0.39435035,-0.0056936955,0.3089926,0.4025922,-0.0075648776,0.31092674,0.368741,-0.003151977,0.32325903,0.37584808,-0.005965884,0.3308741,0.37992293,-0.008108163,0.3370527,0.3830245,-0.009547739,0.31263757,0.35524553,-0.003944784,0.3260912,0.36191288,-0.0062845494,0.33452767,0.36691254,-0.008242911,0.3411594,0.37079036,-0.0096569415,0.31173885,0.34163556,-0.0050004134,0.32500908,0.34451163,-0.007336824,0.3330344,0.34845668,-0.009103435,0.33940807,0.35235387,-0.0103396345,0.30916575,0.32892907,-0.0061736642,0.31908202,0.32833397,-0.008653858,0.32572377,0.32873693,-0.009720428,0.3314457,0.32977438,-0.0102268085,right
59,  score: 0.99018204,"  label: ""Right""",1160,0.47499597,0.6594085,2.0684128e-07,0.47743487,0.62274164,-0.009092131,0.46505493,0.59230417,-0.014949006,0.44874796,0.5771393,-0.018089587,0.43529359,0.5675117,-0.0211004,0.46314198,0.6115069,-0.026192212,0.4373474,0.578829,-0.033660963,0.42441496,0.5618648,-0.035003353,0.41442817,0.5505459,-0.034684457,0.4555663,0.63511544,-0.023686081,0.4309042,0.5963173,-0.030669054,0.4184302,0.5757379,-0.030929802,0.40951884,0.5618802,-0.030478893,0.44827047,0.65163994,-0.020614352,0.4275479,0.61322093,-0.025067335,0.418857,0.5919763,-0.024605839,0.41271067,0.577518,-0.024039242,0.44222865,0.661352,-0.017934809,0.428405,0.62838763,-0.021066153,0.42349687,0.6091538,-0.021000013,0.41961426,0.59594584,-0.020596525,left
60,  score: 0.9440364,"  label: ""Left""",1180,0.261125,0.702973,9.2707346e-08,0.27053076,0.68962944,-0.0007755225,0.28139058,0.68372667,-0.0025801472,0.2897215,0.68116814,-0.0045132535,0.29509225,0.6752116,-0.006337869,0.29004118,0.70643574,-0.004383091,0.2997799,0.71648556,-0.006565973,0.30591708,0.7209831,-0.0080046365,0.31094,0.72408414,-0.009011575,0.28685817,0.71964186,-0.005579881,0.2952124,0.7403613,-0.00679943,0.3000353,0.7511651,-0.007126557,0.30334902,0.7589435,-0.0076227104,0.28150517,0.72963303,-0.006591837,0.28460705,0.7463326,-0.0074889394,0.2829087,0.7417632,-0.006107,0.2804158,0.73520875,-0.0051412983,0.27472544,0.737275,-0.0077401334,0.2766084,0.74917084,-0.008228134,0.2755357,0.74501675,-0.006437636,0.27397797,0.73858356,-0.004909387,right
60,  score: 0.93757427,"  label: ""Right""",1180,0.28598195,0.34666893,1.0539489e-07,0.2904267,0.36926267,-0.0022584589,0.2972197,0.38418266,-0.0039985273,0.30397967,0.3948537,-0.0056741796,0.30935982,0.40325183,-0.00750562,0.31167066,0.36863664,-0.0034505376,0.32434753,0.37557593,-0.006052072,0.33208793,0.37945384,-0.007962206,0.33820617,0.38233322,-0.009207396,0.31344378,0.35501698,-0.004030036,0.32712463,0.36156762,-0.006103197,0.3357354,0.3661171,-0.0078270165,0.34217358,0.36953822,-0.009075936,0.31264302,0.34162933,-0.0048086317,0.32597315,0.34454212,-0.0067802174,0.33405924,0.3481118,-0.0084261475,0.3402383,0.35162228,-0.009623019,0.31022787,0.32940704,-0.0056988983,0.32007113,0.32865608,-0.007874485,0.3266808,0.32863492,-0.0088666305,0.33218935,0.32920647,-0.009329519,right
60,  score: 0.9934266,"  label: ""Right""",1180,0.47572273,0.6582079,1.9058031e-07,0.47787672,0.621155,-0.007710911,0.46567282,0.591623,-0.013225522,0.44953522,0.57814336,-0.016366085,0.43637374,0.57043475,-0.019431699,0.46420482,0.6082297,-0.025120111,0.43814632,0.575894,-0.03232552,0.42551678,0.5596117,-0.033438414,0.41571552,0.5482297,-0.033026457,0.45641583,0.6321042,-0.023426909,0.43144298,0.59458655,-0.030484876,0.41913196,0.57488304,-0.0307281,0.41050926,0.5615528,-0.030216224,0.44900903,0.6488854,-0.021069005,0.42780328,0.6108726,-0.025568392,0.4193103,0.58951443,-0.025105886,0.41349143,0.5747833,-0.024454055,0.44290194,0.65862733,-0.018974483,0.42847848,0.62569696,-0.022011317,0.42362234,0.60605,-0.021860162,0.42000112,0.59246355,-0.021381276,left
61,  score: 0.95486194,"  label: ""Left""",1200,0.2645451,0.7091456,8.044903e-08,0.2746988,0.6958769,-0.0006920269,0.2851439,0.6920348,-0.0016789087,0.29187426,0.68895847,-0.00284491,0.29629007,0.6835349,-0.0039117653,0.29236183,0.7186556,-0.0024858268,0.30044937,0.7307905,-0.0039016325,0.30447382,0.73958147,-0.0048563574,0.30692858,0.74673736,-0.0054485854,0.2872957,0.73052335,-0.0034755303,0.29350024,0.7486638,-0.004246266,0.29630768,0.75719887,-0.004506021,0.29758194,0.76256454,-0.0048501682,0.28066775,0.7384533,-0.004430556,0.28212947,0.7500064,-0.0054972963,0.280775,0.74458665,-0.005052752,0.2790277,0.73785293,-0.004571058,0.273735,0.7432991,-0.005423511,0.27446875,0.75155056,-0.00619356,0.27337703,0.74599546,-0.005171844,0.27208826,0.73909986,-0.004184509,right
61,  score: 0.9238546,"  label: ""Right""",1200,0.28688386,0.3469715,1.08323945e-07,0.29126826,0.3696416,-0.0023427082,0.2980058,0.38441795,-0.004006723,0.30465534,0.39519846,-0.005647222,0.310081,0.40365994,-0.007435002,0.3128985,0.36826846,-0.0027476358,0.32532728,0.37529525,-0.0052225622,0.33304545,0.3791092,-0.007248954,0.3392506,0.3817737,-0.008591959,0.31454316,0.3547224,-0.0033061784,0.32799485,0.36131456,-0.0051614246,0.33656952,0.36576915,-0.0069320793,0.34311602,0.36893308,-0.008252971,0.31361753,0.3413235,-0.004136767,0.32684124,0.34448397,-0.005981526,0.33486465,0.34772474,-0.007597303,0.341033,0.35066143,-0.008774306,0.31112498,0.32892597,-0.0051153135,0.32088,0.32843,-0.0071964636,0.3274656,0.3283875,-0.0080926325,0.33297122,0.32871997,-0.008483858,right
61,  score: 0.99381936,"  label: ""Right""",1200,0.47673336,0.6558443,1.8604422e-07,0.4778905,0.6191242,-0.007291769,0.46548152,0.5901422,-0.013261719,0.44902882,0.5784652,-0.017000461,0.43565574,0.5727685,-0.020777205,0.46502742,0.6043658,-0.02521614,0.43902048,0.5726427,-0.032768488,0.42593828,0.5574597,-0.03428316,0.41570443,0.5464599,-0.03415134,0.45772952,0.62843823,-0.024166096,0.43266717,0.59027433,-0.031441975,0.41994843,0.57068187,-0.031872787,0.41127437,0.5571068,-0.031486455,0.45026022,0.6459503,-0.022440245,0.42892236,0.6070174,-0.027024422,0.41961288,0.58532906,-0.02664642,0.41322324,0.57009506,-0.026095174,0.44374266,0.65671307,-0.020925479,0.42922252,0.62315804,-0.023788469,0.42429885,0.60303336,-0.023371246,0.42044783,0.5889681,-0.02278561,left
62,  score: 0.9973275,"  label: ""Left""",1220,0.2629893,0.71643007,-8.942347e-09,0.27396655,0.7033927,0.0006770277,0.28455725,0.7012249,-3.538536e-05,0.29244274,0.70044696,-0.0009226923,0.29810464,0.6975142,-0.0019177204,0.29058865,0.72880954,-0.0024747516,0.29857838,0.7460174,-0.0026170237,0.30210942,0.7564428,-0.0024111469,0.30450958,0.7635703,-0.0023618457,0.2858955,0.739893,-0.0032483053,0.2893913,0.75526613,-0.0026779727,0.28723252,0.7502652,-0.0010256206,0.2848988,0.74276936,-4.0832147e-05,0.2797759,0.7472135,-0.003691937,0.28173062,0.756398,-0.0025816145,0.27986124,0.7517806,-0.00063103845,0.27750078,0.74497014,0.0001784346,0.2737007,0.7520068,-0.004081029,0.2747238,0.7559139,-0.0026081295,0.27322483,0.75111777,-0.000584913,0.271592,0.7448585,0.0007242444,right
62,  score: 0.9206895,"  label: ""Right""",1220,0.28838205,0.34859413,1.10693634e-07,0.29299158,0.37090087,-0.0023735662,0.29956192,0.38539147,-0.004152157,0.30594015,0.39583454,-0.005932014,0.3113874,0.40372843,-0.007851705,0.3140643,0.3679541,-0.0029514786,0.32658145,0.37472653,-0.005626145,0.3342978,0.3785761,-0.007734147,0.34044796,0.38139504,-0.009095583,0.31560943,0.35439554,-0.0035491942,0.32913962,0.36057973,-0.005614206,0.33781612,0.36476883,-0.0074757505,0.34437653,0.36774954,-0.008837187,0.31468874,0.34121966,-0.0044282093,0.32785407,0.34401608,-0.0064266287,0.3359779,0.347118,-0.008136976,0.3422402,0.3499977,-0.009358136,0.31224206,0.32925323,-0.0054581123,0.32186192,0.32866624,-0.0076373024,0.32847604,0.32846043,-0.0086202845,0.3340269,0.3286056,-0.009071813,right
62,  score: 0.99282956,"  label: ""Right""",1220,0.47690102,0.65475255,1.8794536e-07,0.478039,0.6176312,-0.006198081,0.46664485,0.58889693,-0.011960522,0.4514301,0.57469404,-0.015685296,0.4390201,0.5674959,-0.019503435,0.4663821,0.6028133,-0.0242724,0.44013086,0.57037497,-0.031707477,0.42749014,0.55462456,-0.033093233,0.41776487,0.542993,-0.032841742,0.45827314,0.6266017,-0.02360624,0.43282804,0.58657897,-0.030909335,0.4203009,0.56624115,-0.031409,0.41191393,0.55208355,-0.03096635,0.450363,0.64403963,-0.022191277,0.42849055,0.6038614,-0.026831113,0.41828,0.5814021,-0.027045362,0.41135392,0.5653428,-0.026871461,0.44368368,0.65422016,-0.020810911,0.42932138,0.6208208,-0.023752894,0.42385864,0.60071206,-0.023764797,0.41951114,0.58577514,-0.023478502,left
63,  score: 0.9957736,"  label: ""Left""",1240,0.2641741,0.723756,-1.6359449e-08,0.27640125,0.7127467,0.0009738592,0.28791976,0.7133181,0.00096107455,0.29601267,0.71246374,0.0005702745,0.30088466,0.7073153,-8.1265665e-05,0.29187554,0.735885,-0.0007441136,0.29773915,0.7540064,-0.0005572334,0.30050167,0.7650939,-0.00045579037,0.30262816,0.77366483,-0.00071292947,0.28753906,0.7476119,-0.0016564287,0.28803095,0.7566889,-0.00096584274,0.28569087,0.7518931,-0.0001597475,0.2839968,0.74633515,-2.3386081e-05,0.2812722,0.7556966,-0.0022693442,0.2815633,0.758157,-0.0013740112,0.27930817,0.75410396,-0.00020741248,0.27755228,0.74897325,-3.0113777e-05,0.27513352,0.76146495,-0.0028116596,0.27529952,0.76192546,-0.0015170658,0.2735768,0.7576992,3.8499795e-05,0.27220073,0.75264305,0.00091508566,right
63,  score: 0.91192067,"  label: ""Right""",1240,0.2894577,0.34765658,1.1200162e-07,0.2941104,0.36978742,-0.0025479188,0.30094475,0.38467556,-0.0046296204,0.30716312,0.39540184,-0.0066696103,0.31227276,0.40400973,-0.0088706035,0.31521106,0.36825985,-0.0039166035,0.32792085,0.37448385,-0.0068913708,0.33579448,0.3779966,-0.009091171,0.3420055,0.3805,-0.010481142,0.31668165,0.35465848,-0.0045533367,0.33030674,0.3604775,-0.0068688095,0.33912084,0.3643052,-0.008764569,0.34569094,0.36691976,-0.010124155,0.3157148,0.3413503,-0.005426894,0.32890174,0.34394568,-0.0075266594,0.3370383,0.34674218,-0.00918888,0.34322417,0.3494227,-0.010365273,0.31320095,0.32904017,-0.0064576147,0.32295844,0.32823637,-0.008675721,0.32956907,0.32788816,-0.009626035,0.3350548,0.32802027,-0.010037696,right
63,  score: 0.9923495,"  label: ""Right""",1240,0.47673443,0.6540199,1.837573e-07,0.4783895,0.6170734,-0.0062269703,0.46757114,0.5877047,-0.012188435,0.45276612,0.5720088,-0.016017692,0.4403774,0.5641507,-0.020083142,0.46720505,0.60063547,-0.025740111,0.44133365,0.5674404,-0.03344697,0.42828357,0.5514575,-0.03502144,0.4181001,0.53980744,-0.034911145,0.45879632,0.62433624,-0.02514908,0.43395755,0.5837992,-0.0326295,0.42135146,0.5638491,-0.03312038,0.41292164,0.5501473,-0.03272503,0.45058367,0.6421277,-0.023691107,0.4293951,0.60132116,-0.028497664,0.4193154,0.5790289,-0.028636813,0.4125991,0.56337756,-0.028445134,0.44374624,0.6532753,-0.022235421,0.4294979,0.61942214,-0.02528439,0.42462444,0.59982675,-0.02506486,0.42095038,0.5855024,-0.024599908,left
64,  score: 0.9886473,"  label: ""Left""",1260,0.26541126,0.7304142,-2.7999517e-08,0.27686757,0.7183207,0.0005933715,0.28777558,0.718101,0.0003849704,0.296005,0.7174223,-0.00018636373,0.30185974,0.712806,-0.0010185976,0.29144397,0.74454534,-0.00023091603,0.2957979,0.76137197,0.0005702377,0.29789907,0.771439,0.0007262911,0.2994844,0.77908343,0.00030113696,0.28686017,0.75673574,-0.0009849458,0.28634614,0.759743,0.00033742862,0.28427437,0.75402784,0.0010435903,0.2822125,0.7488526,0.000853452,0.2802768,0.76333135,-0.0015026745,0.28045687,0.76252925,-0.00045175475,0.27828988,0.75756836,0.00069304544,0.27624035,0.7524448,0.0006982917,0.27404737,0.7672491,-0.0019905367,0.27417687,0.76600856,-0.0010898727,0.27265987,0.76090264,0.00016760535,0.27124715,0.75568974,0.0008247906,right
64,  score: 0.91600084,"  label: ""Right""",1260,0.2907572,0.3483753,1.094443e-07,0.29557082,0.3701389,-0.0024226469,0.30242014,0.38500476,-0.0045294557,0.3085878,0.39582703,-0.006598104,0.3136832,0.404291,-0.008855195,0.31664142,0.3681221,-0.00413663,0.32939503,0.37408492,-0.0071151233,0.33721977,0.37736523,-0.009268594,0.3433537,0.3797046,-0.01062731,0.3178887,0.35446805,-0.004850825,0.3316749,0.3597896,-0.0071988506,0.3404656,0.36349738,-0.009044124,0.3469726,0.36598226,-0.010389056,0.31674382,0.3411316,-0.005767973,0.32988417,0.34340408,-0.00792223,0.33803475,0.34609988,-0.009578476,0.34421858,0.34860918,-0.010766942,0.31409138,0.3289053,-0.006817868,0.32378313,0.32813564,-0.009105609,0.33039197,0.3277439,-0.010081433,0.33593082,0.32773584,-0.010525308,right
64,  score: 0.9934906,"  label: ""Right""",1260,0.47724015,0.65219444,1.6549879e-07,0.4786956,0.61546123,-0.0054053385,0.46787593,0.5861461,-0.011118595,0.45345086,0.5700306,-0.014872217,0.44128993,0.56190085,-0.018965796,0.46751696,0.5985832,-0.025448024,0.44146365,0.5665624,-0.033065535,0.4283282,0.55170715,-0.034551524,0.41811463,0.54125744,-0.034407854,0.4592644,0.6222097,-0.025416067,0.4339078,0.5828489,-0.032875665,0.42139584,0.5634286,-0.033189267,0.41325724,0.55061144,-0.0326932,0.45123732,0.64033794,-0.02446187,0.42991307,0.600433,-0.029345233,0.42003947,0.5786877,-0.029351113,0.41360518,0.5638333,-0.029045261,0.44462022,0.6522205,-0.023435855,0.43015748,0.6191286,-0.026652712,0.4256963,0.60027564,-0.026338601,0.42261994,0.58676314,-0.025774738,left
65,  score: 0.9153159,"  label: ""Left""",1280,0.26806852,0.73424673,-6.396914e-08,0.27883968,0.7213476,0.00010539296,0.28916466,0.7194195,-0.00022163388,0.29689685,0.71852887,-0.00090562744,0.3020843,0.712669,-0.0016279112,0.2926331,0.74915665,0.00069305423,0.29573655,0.7605751,0.0013600384,0.2952809,0.76147896,0.0013282744,0.29401514,0.7598376,0.0010748801,0.2878931,0.75987834,6.871653e-05,0.28633288,0.7606342,0.0017144164,0.28408363,0.7553843,0.0020024136,0.28211433,0.75071096,0.0015260848,0.28156853,0.7657231,-0.00048449574,0.28040218,0.76358736,0.0008747664,0.27831322,0.7579843,0.0014219204,0.2765281,0.7528139,0.0010611591,0.2755523,0.7692898,-0.001085795,0.2744486,0.7671722,3.335119e-05,0.27323082,0.7613103,0.001107808,0.2720823,0.75622416,0.0016557772,right
65,  score: 0.9145117,"  label: ""Right""",1280,0.29198325,0.34857142,1.10907514e-07,0.2969958,0.37043077,-0.0024298576,0.30371186,0.38536713,-0.0045814128,0.3097515,0.3965242,-0.006721921,0.3147924,0.40502954,-0.009073037,0.31772155,0.36802483,-0.004039748,0.33054763,0.37400544,-0.0070940037,0.33846065,0.37726265,-0.009370771,0.34475607,0.37959358,-0.010829021,0.31894758,0.35439384,-0.0047956933,0.33272618,0.35953784,-0.0071764467,0.34159863,0.36298993,-0.009169822,0.34831697,0.36524937,-0.010641291,0.31777582,0.3411225,-0.005760654,0.3309429,0.34321144,-0.007945702,0.3391967,0.34584913,-0.0097067645,0.34560773,0.34827745,-0.010975078,0.31511927,0.32897633,-0.006864465,0.3248797,0.32818317,-0.009191509,0.33154726,0.32779112,-0.010207819,0.33717647,0.32775742,-0.010681963,right
65,  score: 0.99469495,"  label: ""Right""",1280,0.47719726,0.6504177,1.6854902e-07,0.4786228,0.61357737,-0.0055435183,0.4678042,0.5848224,-0.011376177,0.45339304,0.56920594,-0.015193682,0.44123942,0.5613649,-0.019338893,0.46754503,0.59742236,-0.02592918,0.44151154,0.565964,-0.033732172,0.42834246,0.5509191,-0.03525198,0.41805354,0.5399477,-0.035116475,0.4593426,0.6214504,-0.0258491,0.43378583,0.5827359,-0.033661623,0.4212691,0.56263673,-0.03394446,0.41318884,0.5489589,-0.03335912,0.45136568,0.6397057,-0.02486231,0.42983153,0.6002602,-0.029956402,0.41975293,0.5779129,-0.029883048,0.41318044,0.56227785,-0.029419988,0.44476476,0.6514941,-0.023816008,0.42991498,0.6185355,-0.026997685,0.42474225,0.5990819,-0.026702669,0.4210439,0.58484536,-0.026149211,left
66,  score: 0.8986758,"  label: ""Left""",1300,0.26869392,0.73555374,-9.258204e-08,0.2795671,0.7231598,-0.0011533954,0.28941798,0.7196477,-0.0027195872,0.29702795,0.7180682,-0.004363753,0.30233818,0.7117551,-0.005928921,0.29345727,0.74928313,-0.0014263589,0.2939539,0.74816304,-0.0026047488,0.29044303,0.7430976,-0.00447002,0.2874823,0.7399798,-0.0059909895,0.2886719,0.7598771,-0.0021239086,0.2880148,0.7562632,-0.0016631649,0.28507853,0.7508094,-0.0022718427,0.28234774,0.7477236,-0.003480072,0.28254417,0.76608104,-0.0028196378,0.2821904,0.7619236,-0.0026455615,0.27973542,0.756304,-0.0021797293,0.27738875,0.75258255,-0.002531441,0.27646127,0.76977074,-0.003694859,0.27605483,0.7662645,-0.0033114997,0.27438056,0.76042366,-0.001998662,0.27294862,0.7567049,-0.0012704973,right
66,  score: 0.9184532,"  label: ""Right""",1300,0.29338294,0.34779453,1.1244654e-07,0.29829165,0.36969966,-0.002413541,0.30511203,0.3848635,-0.0046714395,0.3111047,0.3963663,-0.0069119344,0.31611088,0.40524983,-0.00937857,0.31898373,0.36840135,-0.0044124136,0.33195052,0.37372452,-0.007518517,0.33990785,0.37654835,-0.009706348,0.34612817,0.37875944,-0.01107954,0.32011256,0.3546881,-0.005251551,0.33425623,0.3592581,-0.007733647,0.3432259,0.36230963,-0.009701466,0.3498776,0.36436978,-0.011115231,0.31881705,0.34120375,-0.0062582646,0.33226186,0.34292167,-0.008479459,0.34063017,0.34505892,-0.010176454,0.34704596,0.34720832,-0.011390443,0.316001,0.32859376,-0.007386725,0.325883,0.3277267,-0.009664004,0.33254543,0.32739988,-0.010580673,0.33816454,0.32757804,-0.010982553,right
66,  score: 0.9948272,"  label: ""Right""",1300,0.47691008,0.65003353,1.7359135e-07,0.47834873,0.6133246,-0.005557071,0.46755794,0.5836309,-0.0114122,0.45318696,0.56738514,-0.015387782,0.4408919,0.558996,-0.019759903,0.4673547,0.5950243,-0.02549542,0.44164065,0.563327,-0.033458944,0.42836934,0.5485443,-0.03522911,0.4179478,0.53771764,-0.03525166,0.45955527,0.6189953,-0.025595188,0.43412486,0.58023167,-0.03350478,0.42115262,0.560514,-0.034218285,0.4125237,0.54673046,-0.03395207,0.45172915,0.637817,-0.024824068,0.43016312,0.5988044,-0.030173855,0.41984904,0.57656795,-0.030518768,0.41305977,0.5606226,-0.030308325,0.44502074,0.65060496,-0.023977987,0.42995498,0.61760855,-0.027417501,0.42446035,0.5982683,-0.027332451,0.4205501,0.58398646,-0.02689654,left
