start,end,timemiddle,gesture,has_motion,nodding_prob,turning_prob
0.0,1.0,0.5,nodding,0.9999990463256836,0.979973316192627,0.02002662792801857
0.25,1.25,0.75,nodding,0.9999938607215881,0.968430757522583,0.031569287180900574
0.5,1.5,1.0,nodding,0.9999988675117493,0.9831767082214355,0.016823289915919304
0.75,1.75,1.25,undefined,0.9999988675117493,0.936942458152771,0.06305753439664841
1.0,2.0,1.5,nodding,0.9999998211860657,0.9758555889129639,0.02414436638355255
1.25,2.25,1.75,nodding,0.9999960660934448,0.9720597267150879,0.027940286323428154
1.5,2.5,2.0,undefined,0.9999898076057434,0.9044163227081299,0.09558366984128952
1.75,2.75,2.25,nodding,0.9999948143959045,0.9734957218170166,0.02650419995188713
2.0,3.0,2.5,nodding,0.9999971389770508,0.9801150560379028,0.019884860143065453
2.25,3.25,2.75,undefined,0.9999874234199524,0.9383324980735779,0.061667561531066895
