start,end,timemiddle,gesture,has_motion,nodding_prob,turning_prob
0.0,1.0,0.5,undefined,0.9999933242797852,0.8453017473220825,0.15469829738140106
0.25,1.25,0.75,undefined,0.9999955296516418,0.6222979426383972,0.3777020573616028
0.5,1.5,1.0,undefined,0.9996499419212341,0.7080586552619934,0.291941374540329
0.75,1.75,1.25,undefined,0.9999740719795227,0.8669415712356567,0.13305839896202087
1.0,2.0,1.5,nodding,0.9999985098838806,0.9698262214660645,0.030173759907484055
1.25,2.25,1.75,undefined,0.9999992847442627,0.8475451469421387,0.15245480835437775
1.5,2.5,2.0,undefined,0.9999998807907104,0.8760724067687988,0.12392755597829819
1.75,2.75,2.25,undefined,0.9999997615814209,0.9268664717674255,0.07313352078199387
2.0,3.0,2.5,undefined,1.0,0.9378138780593872,0.0621861070394516
2.25,3.25,2.75,undefined,0.9999999403953552,0.8674504160881042,0.13254955410957336
2.5,3.5,3.0,undefined,0.999937117099762,0.7679269909858704,0.23207297921180725
2.75,3.75,3.25,undefined,1.0,0.9486320614814758,0.05136801302433014
3.0,4.0,3.5,undefined,1.0,0.8257217407226562,0.17427824437618256
3.25,4.25,3.75,undefined,1.0,0.3616618812084198,0.6383380889892578
3.5,4.5,4.0,undefined,0.9999763369560242,0.29816874861717224,0.7018312811851501
3.75,4.75,4.25,stationary,0.022111503407359123,0.7409127950668335,0.2590871751308441
4.0,5.0,4.5,undefined,0.9914813041687012,0.8750696182250977,0.12493035942316055
4.25,5.25,4.75,undefined,0.9999890327453613,0.8535035848617554,0.14649638533592224
4.5,5.5,5.0,nodding,0.9999955296516418,0.96566241979599,0.03433757647871971
4.75,5.75,5.25,nodding,0.9999967217445374,0.9605030417442322,0.03949698060750961
5.0,6.0,5.5,undefined,0.9999856352806091,0.9062846899032593,0.09371533989906311
