start,end,timemiddle,gesture,has_motion,nodding_prob,turning_prob
0.0,0.8341666666666667,0.41708333333333336,stationary,0.0012067052302882075,0.7074046730995178,0.29259535670280457
0.25,1.0841666666666667,0.6670833333333334,stationary,0.09061454981565475,0.5636990666389465,0.4363008737564087
0.5,1.3341666666666667,0.9170833333333334,stationary,0.5733809471130371,0.1731739044189453,0.8268260955810547
0.75,1.5841666666666667,1.1670833333333333,undefined,0.8594459891319275,0.8257107138633728,0.17428931593894958
1.0,1.8341666666666667,1.4170833333333333,stationary,3.5109729651594535e-05,0.6284534335136414,0.37154653668403625
1.25,2.0841666666666665,1.6670833333333333,stationary,0.01097579300403595,0.8785056471824646,0.12149439752101898
1.5,2.3341666666666665,1.9170833333333333,stationary,0.0010909822303801775,0.48151764273643494,0.5184822678565979
1.75,2.5841666666666665,2.1670833333333333,stationary,1.007115588436136e-05,0.6392154097557068,0.36078453063964844
2.0,2.8341666666666665,2.4170833333333333,stationary,4.779753908223938e-06,0.31594952940940857,0.684050440788269
2.25,3.0841666666666665,2.6670833333333333,stationary,7.700212336203549e-06,0.23846010863780975,0.761539876461029
2.5,3.3341666666666665,2.9170833333333333,stationary,2.159902351195342e-06,0.5137448906898499,0.48625513911247253
2.75,3.5841666666666665,3.1670833333333333,stationary,4.107610038772691e-06,0.42928335070610046,0.5707166790962219
3.0,3.8341666666666665,3.4170833333333333,stationary,1.1777845429605804e-05,0.2055361270904541,0.7944638729095459
3.25,4.0841666666666665,3.6670833333333333,stationary,5.845245141244959e-06,0.20701110363006592,0.7929889559745789
3.5,4.3341666666666665,3.9170833333333333,stationary,3.0350012821145356e-05,0.3177747130393982,0.6822252869606018
3.75,4.5841666666666665,4.167083333333333,stationary,6.888140342198312e-05,0.2861051857471466,0.713894784450531
4.0,4.8341666666666665,4.417083333333333,stationary,0.00016641919501125813,0.3887004256248474,0.6112996339797974
4.25,5.0841666666666665,4.667083333333333,stationary,8.206311576941516e-07,0.4847148656845093,0.5152851343154907
4.5,5.3341666666666665,4.917083333333333,stationary,6.015800408931682e-07,0.788239598274231,0.21176037192344666
4.75,5.5841666666666665,5.167083333333333,stationary,0.0015305884880945086,0.5889350175857544,0.4110649824142456
5.0,5.8341666666666665,5.417083333333333,stationary,0.007476584520190954,0.7821041345596313,0.21789582073688507
5.25,6.0841666666666665,5.667083333333333,stationary,0.00017574841331224889,0.5089666247367859,0.49103331565856934
5.5,6.3341666666666665,5.917083333333333,stationary,0.00019091017020400614,0.657998263835907,0.34200170636177063
5.75,6.5841666666666665,6.167083333333333,stationary,1.2889156096207444e-05,0.4067392647266388,0.5932608246803284
