start,end,timemiddle,gesture,has_motion,nodding_prob,turning_prob
0.0,1.0,0.5,undefined,0.9999992251396179,0.8210816979408264,0.17891837656497955
0.25,1.25,0.75,undefined,0.9999302625656128,0.5624786615371704,0.4375213086605072
0.5,1.5,1.0,undefined,0.9998668432235718,0.07795244455337524,0.9220475554466248
0.75,1.75,1.25,undefined,0.9999837279319763,0.48941874504089355,0.5105813145637512
1.0,2.0,1.5,nodding,0.9999991059303284,0.9769309163093567,0.023069024085998535
1.25,2.25,1.75,nodding,0.999998927116394,0.9824380278587341,0.017561934888362885
1.5,2.5,2.0,nodding,0.9999982118606567,0.9796391725540161,0.02036088891327381
1.75,2.75,2.25,nodding,0.9999987483024597,0.981562614440918,0.01843736134469509
2.0,3.0,2.5,nodding,0.9999974966049194,0.9803529977798462,0.019646955654025078
2.25,3.25,2.75,nodding,0.9999987483024597,0.9814417362213135,0.018558267503976822
2.5,3.5,3.0,undefined,0.999994695186615,0.8252358436584473,0.17476414144039154
